commence_time,home_team_name,away_team_name,spread,home_spread_odds,away_spread_odds,home_money_line_odds,away_money_line_odds,home_score,away_score
2023-06-20 23:05:00,Washington Nationals,St. Louis Cardinals,1.5,-120.00,100.00,130.00,-154.00,3,9
2023-06-20 23:10:00,Cincinnati Reds,Colorado Rockies,-1.5,115.00,-135.00,-168.00,142.00,8,6
2023-06-20 23:10:00,Cleveland Guardians,Oakland Athletics,-1.5,-115.00,-105.00,-240.00,198.00,3,2
2023-06-21 02:07:00,Los Angeles Angels,Los Angeles Dodgers,1.5,-135.00,115.00,130.00,-154.00,0,2
2023-06-21 00:10:00,Chicago White Sox,Texas Rangers,1.5,-150.00,130.00,134.00,-158.00,7,6
2023-06-21 18:10:00,Houston Astros,New York Mets,-1.5,130.00,-150.00,-158.00,134.00,10,8
2023-06-21 20:05:00,Washington Nationals,St. Louis Cardinals,1.5,-115.00,-105.00,144.00,-172.00,3,0
2023-06-21 23:42:52,Minnesota Twins,Boston Red Sox,-1.5,160.00,-190.00,132.00,-168.00,5,4
2023-06-22 17:10:00,Cleveland Guardians,Oakland Athletics,-1.5,125.00,-145.00,-188.00,158.00,6,1
2023-06-22 22:39:55,Tampa Bay Rays,Kansas City Royals,-1.5,-110.00,-110.00,-196.00,152.00,5,6
2023-06-23 22:40:00,Cincinnati Reds,Atlanta Braves,1.5,-125.00,105.00,136.00,-162.00,11,10
2023-06-23 22:40:00,Tampa Bay Rays,Kansas City Royals,-1.5,-125.00,105.00,-255.00,210.00,11,3
2023-06-23 22:40:00,Miami Marlins,Pittsburgh Pirates,-1.5,130.00,-150.00,-172.00,144.00,1,3
2023-06-23 23:10:00,Cleveland Guardians,Milwaukee Brewers,-1.5,140.00,-165.00,-162.00,136.00,1,7
2023-06-24 00:40:00,Colorado Rockies,Los Angeles Angels,1.5,-110.00,-110.00,130.00,-154.00,7,4
2023-06-24 01:40:00,San Diego Padres,Washington Nationals,-1.5,-120.00,100.00,-255.00,210.00,13,3
2023-06-24 02:15:00,San Francisco Giants,Arizona Diamondbacks,-1.5,120.00,-140.00,-190.00,160.00,8,5
2023-06-23 23:05:00,Philadelphia Phillies,New York Mets,1.5,-180.00,155.00,-240.00,182.00,5,1
2023-06-23 23:05:00,New York Yankees,Texas Rangers,-1.5,125.00,-155.00,-186.00,144.00,2,4
2023-06-23 23:07:00,Toronto Blue Jays,Oakland Athletics,-1.5,-140.00,120.00,-180.00,140.00,4,5
2023-06-24 20:10:00,Cincinnati Reds,Atlanta Braves,1.5,-120.00,100.00,136.00,-162.00,6,7
2023-06-24 20:10:00,Miami Marlins,Pittsburgh Pirates,-1.5,130.00,-150.00,-162.00,136.00,4,3
2023-06-24 23:15:00,Detroit Tigers,Minnesota Twins,1.5,-120.00,100.00,138.00,-164.00,3,2
2023-06-24 23:15:00,Los Angeles Dodgers,Houston Astros,-1.5,100.00,-120.00,-184.00,154.00,8,7
2023-06-25 01:10:00,Colorado Rockies,Los Angeles Angels,1.5,100.00,-120.00,142.00,-168.00,1,25
2023-06-25 00:40:00,San Diego Padres,Washington Nationals,-1.5,-110.00,-110.00,-190.00,160.00,0,2
2023-06-25 17:35:00,Philadelphia Phillies,New York Mets,-1.5,115.00,-135.00,-168.00,142.00,7,6
2023-06-25 17:40:00,Miami Marlins,Pittsburgh Pirates,-1.5,125.00,-145.00,-174.00,146.00,2,0
2023-06-25 20:10:00,San Diego Padres,Washington Nationals,-1.5,100.00,-120.00,-200.00,168.00,3,8
2023-06-26 23:10:00,New York Mets,Milwaukee Brewers,-1.5,105.00,-125.00,-190.00,160.00,1,2
2023-06-26 23:20:00,Atlanta Braves,Minnesota Twins,-1.5,105.00,-125.00,-190.00,160.00,4,1
2023-06-27 00:05:00,Texas Rangers,Detroit Tigers,-1.5,100.00,-120.00,-200.00,168.00,2,7
2023-06-27 23:05:00,Pittsburgh Pirates,San Diego Padres,1.5,-110.00,-110.00,152.00,-180.00,9,4
2023-06-28 01:38:00,Los Angeles Angels,Chicago White Sox,-1.5,-105.00,-115.00,-205.00,172.00,4,2
2023-06-28 01:40:00,Seattle Mariners,Washington Nationals,-1.5,-105.00,-115.00,-240.00,198.00,4,7
2023-06-27 23:06:05,Baltimore Orioles,Cincinnati Reds,-1.5,145.00,-170.00,-230.00,176.00,1,3
2023-06-27 23:07:00,Toronto Blue Jays,San Francisco Giants,-1.5,120.00,-150.00,-215.00,166.00,0,3
2023-06-27 23:11:59,Boston Red Sox,Miami Marlins,1.5,-170.00,145.00,190.00,-260.00,1,10
2023-06-27 23:45:00,St. Louis Cardinals,Houston Astros,1.5,-150.00,130.00,152.00,-196.00,4,2
2023-06-28 00:05:00,Texas Rangers,Detroit Tigers,-1.5,104.00,-127.00,-188.00,158.00,8,3
2023-06-28 23:05:00,Baltimore Orioles,Cincinnati Reds,-1.5,115.00,-135.00,-178.00,150.00,7,11
2023-06-29 00:05:00,Texas Rangers,Detroit Tigers,-1.5,-110.00,-110.00,-240.00,198.00,10,2
2023-06-29 01:40:00,Oakland Athletics,New York Yankees,1.5,-140.00,120.00,138.00,-164.00,0,11
2023-06-28 23:05:00,Pittsburgh Pirates,San Diego Padres,1.5,-125.00,105.00,-250.00,186.00,7,1
2023-06-28 23:10:00,Boston Red Sox,Miami Marlins,1.5,-140.00,110.00,156.00,-205.00,2,6
2023-06-28 23:45:00,St. Louis Cardinals,Houston Astros,1.5,-180.00,155.00,198.00,-260.00,7,10
2023-06-29 00:40:00,Colorado Rockies,Los Angeles Dodgers,1.5,110.00,-130.00,168.00,-200.00,9,8
2023-06-29 16:35:00,Pittsburgh Pirates,San Diego Padres,1.5,100.00,-120.00,166.00,-198.00,5,4
2023-06-29 18:10:00,Kansas City Royals,Cleveland Guardians,1.5,-110.00,-110.00,140.00,-166.00,4,3
2023-06-29 23:10:00,New York Mets,Milwaukee Brewers,-1.5,100.00,-120.00,-184.00,154.00,2,3
2023-06-30 00:40:00,Colorado Rockies,Los Angeles Dodgers,1.5,110.00,-130.00,176.00,-210.00,3,14
2023-06-29 23:07:00,Toronto Blue Jays,San Francisco Giants,-1.5,155.00,-190.00,-168.00,132.00,2,1
2023-06-30 18:20:00,Chicago Cubs,Cleveland Guardians,-1.5,126.00,-152.00,-156.00,132.00,10,1
2023-07-01 01:38:00,Los Angeles Angels,Arizona Diamondbacks,-1.5,135.00,-155.00,-158.00,134.00,2,6
2023-06-30 22:05:00,Philadelphia Phillies,Washington Nationals,1.5,-210.00,170.00,150.00,-192.00,1,2
2023-06-30 23:07:00,Toronto Blue Jays,Boston Red Sox,-1.5,140.00,-165.00,-182.00,142.00,0,5
2023-06-30 23:10:00,New York Mets,San Francisco Giants,1.5,-155.00,135.00,-205.00,158.00,4,5
2023-07-01 00:05:00,Texas Rangers,Houston Astros,-1.5,140.00,-165.00,-178.00,150.00,3,5
2023-07-01 00:10:00,Kansas City Royals,Los Angeles Dodgers,1.5,130.00,-150.00,200.00,-245.00,3,9
2023-07-01 01:40:00,Oakland Athletics,Chicago White Sox,1.5,-120.00,100.00,136.00,-162.00,7,4
2023-07-01 19:07:00,Toronto Blue Jays,Boston Red Sox,-1.5,125.00,-145.00,-154.00,130.00,6,7
2023-07-01 20:05:00,Philadelphia Phillies,Washington Nationals,-1.5,100.00,-120.00,-215.00,180.00,19,4
2023-07-01 20:10:00,Atlanta Braves,Miami Marlins,-1.5,110.00,-130.00,-168.00,142.00,7,0
2023-07-01 23:15:00,Seattle Mariners,Tampa Bay Rays,1.5,-180.00,155.00,-215.00,164.00,8,3
2023-07-02 00:40:00,Kansas City Royals,Los Angeles Dodgers,1.5,130.00,-150.00,205.00,-250.00,6,4
2023-07-02 17:35:00,Atlanta Braves,Miami Marlins,-1.5,105.00,-125.00,-184.00,154.00,6,3
2023-07-02 17:35:00,Philadelphia Phillies,Washington Nationals,-1.5,-120.00,100.00,-250.00,205.00,4,5
2023-07-02 17:37:00,Toronto Blue Jays,Boston Red Sox,-1.5,115.00,-135.00,-190.00,160.00,4,5
2023-07-02 18:10:00,Kansas City Royals,Los Angeles Dodgers,1.5,105.00,-125.00,172.00,-205.00,9,1
2023-07-03 23:10:00,Cleveland Guardians,Atlanta Braves,1.5,-130.00,110.00,138.00,-164.00,2,4
2023-07-03 22:30:00,Washington Nationals,Cincinnati Reds,1.5,-140.00,120.00,210.00,-280.00,2,3
2023-07-04 00:10:00,Minnesota Twins,Kansas City Royals,-1.5,120.00,-140.00,-235.00,194.00,8,4
2023-07-04 01:40:00,San Diego Padres,Los Angeles Angels,-1.5,105.00,-125.00,-200.00,168.00,10,3
2023-07-04 02:10:00,Los Angeles Dodgers,Pittsburgh Pirates,-1.5,117.00,-141.00,-168.00,142.00,5,2
2023-07-04 17:10:00,Miami Marlins,St. Louis Cardinals,-1.5,135.00,-155.00,-154.00,130.00,15,2
2023-07-04 18:10:00,Minnesota Twins,Kansas City Royals,-1.5,105.00,-125.00,-190.00,160.00,9,3
2023-07-04 22:40:00,Detroit Tigers,Oakland Athletics,-1.5,120.00,-140.00,-174.00,146.00,0,1
2023-07-05 18:10:00,Houston Astros,Colorado Rockies,-1.5,-110.00,-110.00,-235.00,194.00,6,4
2023-07-05 22:40:00,Detroit Tigers,Oakland Athletics,-1.5,100.00,-120.00,-205.00,172.00,3,12
2023-07-05 23:10:00,Cleveland Guardians,Atlanta Braves,1.5,-125.00,105.00,130.00,-154.00,1,8
2023-07-05 23:40:00,Minnesota Twins,Kansas City Royals,-1.5,-120.00,100.00,-250.00,205.00,5,0
2023-07-06 02:10:00,Los Angeles Dodgers,Pittsburgh Pirates,-1.5,-120.00,100.00,-240.00,198.00,6,4
2023-07-05 22:40:00,Miami Marlins,St. Louis Cardinals,-1.5,135.00,-165.00,-182.00,144.00,10,9
2023-07-05 23:05:00,Washington Nationals,Cincinnati Reds,1.5,-145.00,125.00,205.00,-280.00,2,9
2023-07-05 23:10:00,Boston Red Sox,Texas Rangers,1.5,-180.00,155.00,-260.00,190.00,4,2
2023-07-06 00:40:00,San Diego Padres,Los Angeles Angels,-1.5,125.00,-145.00,-178.00,150.00,5,3
2023-07-06 01:05:00,San Francisco Giants,Seattle Mariners,-1.5,115.00,-135.00,-174.00,146.00,2,0
2023-07-06 17:10:00,Detroit Tigers,Oakland Athletics,-1.5,140.00,-165.00,-164.00,138.00,9,0
2023-07-07 00:30:00,Cleveland Guardians,Kansas City Royals,-1.5,110.00,-130.00,-200.00,168.00,6,1
2023-07-07 02:10:00,Los Angeles Dodgers,Pittsburgh Pirates,-1.5,-120.00,100.00,-245.00,200.00,5,2
2023-07-06 22:38:00,Tampa Bay Rays,Philadelphia Phillies,-1.5,190.00,-235.00,-174.00,136.00,1,3
2023-07-06 22:40:00,Miami Marlins,St. Louis Cardinals,-1.5,155.00,-180.00,-200.00,156.00,0,3
2023-07-06 23:05:00,New York Yankees,Baltimore Orioles,1.5,-150.00,130.00,188.00,-250.00,1,14
2023-07-07 23:08:11,New York Yankees,Chicago Cubs,-1.5,125.00,-145.00,-164.00,138.00,0,3
2023-07-08 00:10:00,Minnesota Twins,Baltimore Orioles,-1.5,130.00,-150.00,-154.00,130.00,1,3
2023-07-07 22:39:41,Tampa Bay Rays,Atlanta Braves,-1.5,155.00,-180.00,192.00,-260.00,1,2
2023-07-07 23:04:44,Washington Nationals,Texas Rangers,2.5,-145.00,115.00,184.00,-240.00,2,7
2023-07-08 01:40:00,Arizona Diamondbacks,Pittsburgh Pirates,-1.5,105.00,-125.00,-225.00,188.00,7,3
2023-07-08 02:10:00,Los Angeles Dodgers,Los Angeles Angels,-1.5,120.00,-140.00,-172.00,144.00,11,4
2023-07-08 02:15:00,San Francisco Giants,Colorado Rockies,-1.5,125.00,-145.00,-174.00,146.00,2,5
2023-07-08 17:05:00,New York Yankees,Chicago Cubs,-1.5,110.00,-130.00,-184.00,154.00,6,3
2023-07-08 17:10:00,Detroit Tigers,Toronto Blue Jays,1.5,105.00,-125.00,176.00,-210.00,2,0
2023-07-08 20:05:00,Washington Nationals,Texas Rangers,1.5,-105.00,-115.00,148.00,-176.00,8,3
2023-07-08 20:10:00,Boston Red Sox,Oakland Athletics,-1.5,-110.00,-110.00,-225.00,188.00,10,3
2023-07-08 21:10:00,Cleveland Guardians,Kansas City Royals,-1.5,120.00,-140.00,-178.00,150.00,10,6
2023-07-09 02:10:00,San Diego Padres,New York Mets,-1.5,110.00,-130.00,-174.00,146.00,3,1
2023-07-09 16:05:00,Washington Nationals,Texas Rangers,1.5,110.00,-130.00,172.00,-205.00,7,2
2023-07-09 18:10:00,Minnesota Twins,Baltimore Orioles,-1.5,135.00,-155.00,-156.00,132.00,2,15
2023-07-14 23:20:00,Atlanta Braves,Chicago White Sox,-1.5,-130.00,110.00,-255.00,210.00,9,0
2023-07-15 00:05:00,Texas Rangers,Cleveland Guardians,-1.5,135.00,-155.00,-156.00,132.00,12,4
2023-07-15 00:40:00,Colorado Rockies,New York Yankees,1.5,120.00,-140.00,176.00,-210.00,7,2
2023-07-15 01:38:00,Los Angeles Angels,Houston Astros,-1.5,130.00,-150.00,-156.00,132.00,5,7
2023-07-15 02:10:00,Seattle Mariners,Detroit Tigers,-1.5,115.00,-135.00,-198.00,166.00,4,5
2023-07-15 00:15:00,St. Louis Cardinals,Washington Nationals,-1.5,110.00,-130.00,-198.00,166.00,5,7
2023-07-15 01:40:00,Oakland Athletics,Minnesota Twins,1.5,102.00,-124.00,172.00,-205.00,4,5
2023-07-15 19:07:00,Toronto Blue Jays,Arizona Diamondbacks,-1.5,140.00,-165.00,-154.00,130.00,5,2
2023-07-15 20:05:00,Texas Rangers,Cleveland Guardians,-1.5,130.00,-150.00,-164.00,138.00,2,0
2023-07-16 00:10:00,Colorado Rockies,New York Yankees,1.5,-120.00,100.00,132.00,-156.00,3,6
2023-07-16 01:40:00,Seattle Mariners,Detroit Tigers,-1.5,100.00,-120.00,-225.00,188.00,0,6
2023-07-15 23:05:00,Baltimore Orioles,Miami Marlins,1.5,-190.00,160.00,132.00,-168.00,6,5
2023-07-15 23:15:00,Atlanta Braves,Chicago White Sox,-1.5,-150.00,130.00,154.00,-200.00,5,6
2023-07-16 00:15:00,St. Louis Cardinals,Washington Nationals,-1.5,100.00,-120.00,-196.00,164.00,9,6
2023-07-16 01:07:00,Los Angeles Angels,Houston Astros,1.5,-150.00,130.00,130.00,-154.00,13,12
2023-07-16 17:35:00,Atlanta Braves,Chicago White Sox,-1.5,115.00,-135.00,-172.00,144.00,1,8
2023-07-16 20:30:00,Philadelphia Phillies,San Diego Padres,-1.5,135.00,-155.00,-154.00,130.00,7,6
2023-07-16 17:37:00,Toronto Blue Jays,Arizona Diamondbacks,-1.5,120.00,-140.00,-164.00,138.00,7,5
2023-07-16 18:10:00,Kansas City Royals,Tampa Bay Rays,1.5,130.00,-150.00,205.00,-250.00,8,4
2023-07-16 18:20:00,Chicago Cubs,Boston Red Sox,-1.5,140.00,-170.00,-158.00,134.00,5,11
2023-07-16 19:10:00,Colorado Rockies,New York Yankees,1.5,125.00,-145.00,198.00,-240.00,8,7
2023-07-16 20:07:00,Oakland Athletics,Minnesota Twins,1.5,-105.00,-115.00,176.00,-210.00,4,5
2023-07-16 20:10:00,Seattle Mariners,Detroit Tigers,-1.5,105.00,-125.00,-210.00,176.00,2,0
2023-07-16 23:10:00,Los Angeles Angels,Houston Astros,1.5,-135.00,115.00,132.00,-156.00,8,9
2023-07-16 21:30:00,New York Mets,Los Angeles Dodgers,-1.5,155.00,-180.00,-168.00,132.00,2,1
2023-07-17 23:11:28,Cincinnati Reds,San Francisco Giants,1.5,-115.00,-105.00,132.00,-156.00,2,4
2023-07-18 01:40:00,Oakland Athletics,Boston Red Sox,1.5,-124.00,102.00,134.00,-158.00,0,7
2023-07-18 22:40:00,Philadelphia Phillies,Milwaukee Brewers,-1.5,-110.00,-110.00,-198.00,166.00,4,3
2023-07-18 23:20:00,Atlanta Braves,Arizona Diamondbacks,-1.5,-110.00,-110.00,-230.00,190.00,13,16
2023-07-19 00:05:00,Chicago Cubs,Washington Nationals,-1.5,110.00,-132.00,-188.00,158.00,17,3
2023-07-18 23:07:00,Toronto Blue Jays,San Diego Padres,1.5,-170.00,145.00,158.00,-205.00,1,9
2023-07-18 23:45:00,St. Louis Cardinals,Miami Marlins,-1.5,-125.00,-105.00,-240.00,182.00,5,2
2023-07-19 00:10:00,Kansas City Royals,Detroit Tigers,1.5,-135.00,115.00,146.00,-174.00,11,10
2023-07-19 00:40:00,Colorado Rockies,Houston Astros,1.5,120.00,-140.00,184.00,-220.00,4,3
2023-07-19 01:40:00,Oakland Athletics,Boston Red Sox,1.5,-104.00,-115.00,152.00,-180.00,3,0
2023-07-19 17:05:00,Baltimore Orioles,Los Angeles Dodgers,1.5,-125.00,105.00,142.00,-168.00,8,5
2023-07-19 23:10:00,New York Mets,Chicago White Sox,-1.5,-105.00,-115.00,-200.00,168.00,5,1
2023-07-19 23:20:00,Atlanta Braves,Arizona Diamondbacks,-1.5,-120.00,100.00,-230.00,190.00,3,5
2023-07-20 01:40:00,Seattle Mariners,Minnesota Twins,-1.5,135.00,-155.00,-166.00,140.00,3,6
2023-07-19 22:40:00,Philadelphia Phillies,Milwaukee Brewers,1.5,-105.00,-125.00,172.00,-225.00,3,5
2023-07-19 23:10:00,Cincinnati Reds,San Francisco Giants,1.5,-145.00,125.00,-235.00,180.00,3,2
2023-07-20 00:05:00,Chicago Cubs,Washington Nationals,-1.5,125.00,-145.00,-162.00,136.00,8,3
2023-07-20 16:20:00,Atlanta Braves,Arizona Diamondbacks,-1.5,100.00,-120.00,-188.00,158.00,7,5
2023-07-20 22:39:58,Tampa Bay Rays,Baltimore Orioles,-1.5,120.00,-140.00,-184.00,154.00,3,4
2023-07-21 01:40:00,Oakland Athletics,Houston Astros,1.5,-110.00,-110.00,158.00,-188.00,1,3
2023-07-21 22:40:00,Tampa Bay Rays,Baltimore Orioles,-1.5,130.00,-150.00,-178.00,150.00,3,0
2023-07-21 23:05:00,New York Yankees,Kansas City Royals,-1.5,-105.00,-115.00,-215.00,180.00,5,4
2023-07-21 23:05:00,Washington Nationals,San Francisco Giants,1.5,-130.00,110.00,130.00,-154.00,5,3
2023-07-22 00:10:00,Minnesota Twins,Chicago White Sox,-1.5,125.00,-145.00,-174.00,146.00,9,4
2023-07-22 01:38:00,Los Angeles Angels,Pittsburgh Pirates,-1.5,115.00,-135.00,-188.00,158.00,8,5
2023-07-21 23:10:00,Cincinnati Reds,Arizona Diamondbacks,-1.5,155.00,-180.00,-174.00,136.00,9,6
2023-07-21 23:10:00,Cleveland Guardians,Philadelphia Phillies,1.5,-155.00,135.00,-200.00,154.00,6,5
2023-07-22 01:40:00,Oakland Athletics,Houston Astros,1.5,120.00,-140.00,198.00,-240.00,4,6
2023-07-22 17:05:00,New York Yankees,Kansas City Royals,-1.5,-110.00,-110.00,-220.00,184.00,5,2
2023-07-22 20:10:00,Tampa Bay Rays,Baltimore Orioles,-1.5,110.00,-130.00,-168.00,142.00,5,6
2023-07-22 23:05:00,Washington Nationals,San Francisco Giants,1.5,-110.00,-110.00,152.00,-180.00,10,1
2023-07-23 01:07:00,Oakland Athletics,Houston Astros,1.5,105.00,-125.00,166.00,-198.00,4,1
2023-07-23 01:07:00,Los Angeles Angels,Pittsburgh Pirates,-1.5,110.00,-130.00,-178.00,150.00,0,3
2023-07-22 23:44:00,Minnesota Twins,Chicago White Sox,-1.5,140.00,-165.00,-174.00,136.00,3,2
2023-07-23 17:35:00,New York Yankees,Kansas City Royals,-1.5,110.00,-130.00,-188.00,158.00,8,5
2023-07-23 18:10:00,Milwaukee Brewers,Atlanta Braves,1.5,-105.00,-115.00,152.00,-180.00,2,4
2023-07-23 18:10:00,Minnesota Twins,Chicago White Sox,-1.5,135.00,-155.00,-156.00,132.00,5,4
2023-07-23 20:07:00,Oakland Athletics,Houston Astros,1.5,110.00,-130.00,194.00,-240.00,2,3
2023-07-23 23:10:00,Boston Red Sox,New York Mets,-1.5,120.00,-150.00,-166.00,130.00,6,1
2023-07-24 23:10:00,Cleveland Guardians,Kansas City Royals,-1.5,105.00,-125.00,-196.00,164.00,3,5
2023-07-25 01:40:00,San Diego Padres,Pittsburgh Pirates,-1.5,-120.00,100.00,-245.00,200.00,4,8
2023-07-24 23:05:14,Washington Nationals,Colorado Rockies,1.5,-120.00,-110.00,168.00,-215.00,6,10
2023-07-25 01:40:00,Arizona Diamondbacks,St. Louis Cardinals,-1.5,125.00,-145.00,-162.00,136.00,6,10
2023-07-25 22:40:00,Tampa Bay Rays,Miami Marlins,-1.5,110.00,-130.00,-210.00,176.00,4,1
2023-07-25 23:10:00,Cleveland Guardians,Kansas City Royals,-1.5,115.00,-135.00,-215.00,180.00,5,1
2023-07-26 00:10:00,Milwaukee Brewers,Cincinnati Reds,-1.5,135.00,-155.00,-162.00,136.00,3,4
2023-07-26 02:10:00,Los Angeles Dodgers,Toronto Blue Jays,-1.5,120.00,-140.00,-168.00,142.00,8,7
2023-07-25 22:40:00,Philadelphia Phillies,Baltimore Orioles,-1.5,150.00,-175.00,138.00,-176.00,4,3
2023-07-25 22:40:00,Detroit Tigers,Los Angeles Angels,1.5,-200.00,170.00,200.00,-270.00,6,7
2023-07-25 23:05:00,New York Yankees,New York Mets,1.5,-140.00,120.00,132.00,-168.00,3,9
2023-07-26 16:10:00,Tampa Bay Rays,Miami Marlins,-1.5,150.00,-175.00,-166.00,140.00,1,7
2023-07-26 20:10:00,San Diego Padres,Pittsburgh Pirates,-1.5,-105.00,-115.00,-198.00,166.00,2,3
2023-07-26 23:05:00,New York Yankees,New York Mets,-1.5,130.00,-150.00,-164.00,138.00,3,1
2023-07-26 23:10:00,Boston Red Sox,Atlanta Braves,1.5,-110.00,-110.00,136.00,-162.00,5,3
2023-07-27 00:10:00,Houston Astros,Texas Rangers,-1.5,125.00,-145.00,-178.00,150.00,5,13
2023-07-27 01:45:00,San Francisco Giants,Oakland Athletics,-1.5,-115.00,-105.00,-235.00,194.00,8,3
2023-07-27 23:09:32,New York Mets,Washington Nationals,-1.5,100.00,-120.00,-196.00,164.00,2,1
2023-07-28 23:05:00,Pittsburgh Pirates,Philadelphia Phillies,1.5,-125.00,105.00,136.00,-162.00,1,2
2023-07-28 23:07:00,Toronto Blue Jays,Los Angeles Angels,-1.5,100.00,-120.00,-225.00,188.00,4,1
2023-07-28 23:10:00,New York Mets,Washington Nationals,-1.5,115.00,-135.00,-178.00,150.00,5,1
2023-07-28 23:50:00,Atlanta Braves,Milwaukee Brewers,-1.5,100.00,-120.00,-184.00,154.00,10,7
2023-07-29 00:10:00,Kansas City Royals,Minnesota Twins,1.5,-115.00,-105.00,148.00,-176.00,8,5
2023-07-29 01:40:00,San Diego Padres,Texas Rangers,-1.5,110.00,-130.00,-164.00,138.00,7,1
2023-07-29 02:10:00,Los Angeles Dodgers,Cincinnati Reds,-1.5,-110.00,-110.00,-255.00,210.00,5,6
2023-07-29 02:15:00,San Francisco Giants,Boston Red Sox,-1.5,140.00,-165.00,-156.00,132.00,2,3
2023-07-28 23:10:00,Chicago White Sox,Cleveland Guardians,-1.5,105.00,-135.00,-220.00,170.00,3,0
2023-07-29 00:15:00,St. Louis Cardinals,Chicago Cubs,-1.5,135.00,-155.00,-162.00,136.00,2,3
2023-07-29 23:05:00,Pittsburgh Pirates,Philadelphia Phillies,1.5,-115.00,-105.00,138.00,-164.00,7,6
2023-07-29 23:10:00,Kansas City Royals,Minnesota Twins,1.5,-105.00,-115.00,156.00,-186.00,10,7
2023-07-30 00:10:00,New York Mets,Washington Nationals,-1.5,115.00,-135.00,-158.00,134.00,6,11
2023-07-30 00:40:00,San Diego Padres,Texas Rangers,-1.5,115.00,-135.00,-180.00,152.00,4,0
2023-07-30 01:10:00,Los Angeles Dodgers,Cincinnati Reds,-1.5,-110.00,-110.00,-230.00,190.00,3,2
2023-07-29 23:10:00,Chicago White Sox,Cleveland Guardians,-1.5,135.00,-165.00,-190.00,146.00,7,2
2023-07-29 23:15:00,San Francisco Giants,Boston Red Sox,-1.5,120.00,-150.00,-215.00,162.00,3,2
2023-07-30 16:05:00,Toronto Blue Jays,Los Angeles Angels,-1.5,100.00,-120.00,-210.00,176.00,2,3
2023-07-30 18:10:00,Chicago White Sox,Cleveland Guardians,1.5,-130.00,110.00,130.00,-154.00,0,5
2023-07-30 18:10:00,Kansas City Royals,Minnesota Twins,1.5,-115.00,-105.00,144.00,-172.00,2,1
2023-07-30 20:10:00,Los Angeles Dodgers,Cincinnati Reds,-1.5,110.00,-130.00,-190.00,160.00,0,9
2023-07-31 23:05:00,Washington Nationals,Milwaukee Brewers,1.5,-105.00,-115.00,164.00,-196.00,5,3
2023-07-31 23:20:00,Atlanta Braves,Los Angeles Angels,-1.5,-120.00,100.00,-250.00,205.00,1,4
2023-07-31 23:07:00,Toronto Blue Jays,Baltimore Orioles,-1.5,140.00,-165.00,178.00,-230.00,2,4
2023-08-01 00:10:00,Houston Astros,Cleveland Guardians,-1.5,110.00,-130.00,-184.00,154.00,7,3
2023-08-01 01:30:00,Colorado Rockies,San Diego Padres,1.5,130.00,-150.00,184.00,-220.00,4,3
2023-08-01 23:06:26,Washington Nationals,Milwaukee Brewers,1.5,-130.00,110.00,130.00,-154.00,4,6
2023-08-02 00:05:00,Chicago Cubs,Cincinnati Reds,-1.5,126.00,-152.00,-168.00,142.00,20,9
2023-08-02 00:10:00,Houston Astros,Cleveland Guardians,-1.5,100.00,-120.00,-190.00,160.00,2,0
2023-08-02 00:10:00,Kansas City Royals,New York Mets,1.5,-125.00,105.00,130.00,-154.00,7,6
2023-08-02 00:05:00,Texas Rangers,Chicago White Sox,-1.5,-108.00,-112.00,-200.00,168.00,2,0
2023-08-02 00:40:00,Colorado Rockies,San Diego Padres,1.5,100.00,-120.00,150.00,-178.00,5,8
2023-08-02 16:20:00,Atlanta Braves,Los Angeles Angels,-1.5,120.00,-142.00,-158.00,134.00,12,5
2023-08-02 19:10:00,Colorado Rockies,San Diego Padres,1.5,124.00,-148.00,194.00,-240.00,1,11
2023-08-03 00:05:00,Chicago Cubs,Cincinnati Reds,-1.5,125.00,-150.00,-156.00,132.00,16,6
2023-08-03 00:10:00,Kansas City Royals,New York Mets,1.5,110.00,-130.00,164.00,-196.00,4,0
2023-08-02 23:07:00,Toronto Blue Jays,Baltimore Orioles,-1.5,160.00,-192.00,-174.00,136.00,4,1
2023-08-03 00:05:00,Texas Rangers,Chicago White Sox,-1.5,124.00,-148.00,-168.00,142.00,11,1
2023-08-03 01:45:00,San Francisco Giants,Arizona Diamondbacks,-1.5,120.00,-142.00,-188.00,158.00,4,2
2023-08-03 18:05:00,Texas Rangers,Chicago White Sox,-1.5,-115.00,-105.00,-250.00,205.00,5,3
2023-08-03 19:07:00,Toronto Blue Jays,Baltimore Orioles,-1.5,140.00,-166.00,-158.00,134.00,1,6
2023-08-03 23:45:00,St. Louis Cardinals,Minnesota Twins,1.5,-122.00,102.00,130.00,-154.00,3,5
2023-08-04 00:05:00,Chicago Cubs,Cincinnati Reds,1.5,105.00,-125.00,-158.00,134.00,5,3
2023-08-04 01:38:00,Los Angeles Angels,Seattle Mariners,-1.5,140.00,-166.00,-154.00,130.00,3,5
2023-08-03 23:15:00,New York Yankees,Houston Astros,1.5,-180.00,150.00,-200.00,154.00,4,3
2023-08-04 18:20:00,Chicago Cubs,Atlanta Braves,1.5,-114.00,-105.00,144.00,-172.00,0,8
2023-08-04 22:40:00,Cincinnati Reds,Washington Nationals,-1.5,110.00,-130.00,-188.00,158.00,3,6
2023-08-04 23:05:00,Philadelphia Phillies,Kansas City Royals,-1.5,-120.00,100.00,-250.00,205.00,5,7
