commence_time,first_home_odds,first_away_odds,home_score,away_score,result
2023-08-23 00:10:00,-166.00,140.00,7,3,HOME WIN
2023-08-23 01:40:00,-188.00,158.00,0,3,AWAY WIN
2023-08-23 23:20:00,-184.00,154.00,7,0,HOME WIN
2023-08-24 01:38:00,-180.00,152.00,3,7,AWAY WIN
2023-08-25 00:10:00,-158.00,134.00,5,8,AWAY WIN
2023-08-25 01:40:00,-172.00,144.00,3,2,HOME WIN
2023-08-25 23:10:00,-210.00,176.00,4,12,AWAY WIN
2023-08-26 01:40:00,-164.00,138.00,10,8,HOME WIN
2023-08-26 02:10:00,-200.00,168.00,7,5,HOME WIN
2023-08-26 19:07:00,-164.00,138.00,8,3,HOME WIN
2023-08-26 20:10:00,-200.00,168.00,2,3,AWAY WIN
2023-08-26 20:10:00,-196.00,164.00,3,0,HOME WIN
2023-08-26 23:15:00,-196.00,164.00,12,1,HOME WIN
2023-08-26 23:15:00,-182.00,142.00,6,10,AWAY WIN
2023-08-27 17:35:00,-198.00,166.00,3,0,HOME WIN
2023-08-27 23:10:00,-215.00,166.00,8,5,HOME WIN
2023-08-28 23:40:00,-164.00,138.00,10,6,HOME WIN
2023-08-29 22:40:00,-172.00,144.00,12,7,HOME WIN
2023-08-29 23:07:00,-205.00,172.00,4,5,AWAY WIN
2023-08-29 23:40:00,-180.00,152.00,2,4,AWAY WIN
2023-08-30 01:45:00,-180.00,152.00,6,1,HOME WIN
2023-08-30 02:10:00,-205.00,172.00,9,1,HOME WIN
2023-08-30 17:05:00,-162.00,136.00,5,10,AWAY WIN
2023-08-30 17:05:00,-168.00,142.00,8,10,AWAY WIN
2023-08-30 17:10:00,-156.00,132.00,2,5,AWAY WIN
2023-08-30 19:45:00,-172.00,144.00,1,4,AWAY WIN
2023-08-31 02:10:00,-166.00,140.00,7,0,HOME WIN
2023-09-01 23:10:00,-192.00,150.00,2,1,HOME WIN
2023-09-02 00:10:00,-210.00,176.00,2,6,AWAY WIN
2023-09-02 23:10:00,-190.00,160.00,4,5,AWAY WIN
2023-09-02 23:15:00,-200.00,168.00,7,9,AWAY WIN
2023-09-03 00:40:00,-166.00,140.00,6,1,HOME WIN
2023-09-03 23:10:00,-162.00,136.00,1,6,AWAY WIN
2023-09-05 22:39:58,-162.00,136.00,8,6,HOME WIN
2023-09-06 01:40:00,-190.00,160.00,2,3,AWAY WIN
2023-09-06 19:40:00,-200.00,168.00,12,5,HOME WIN
2023-09-06 23:05:00,-166.00,140.00,4,3,HOME WIN
2023-09-07 23:05:00,-164.00,138.00,3,10,AWAY WIN
2023-09-08 23:05:00,-156.00,132.00,2,3,AWAY WIN
2023-09-08 23:20:00,-215.00,164.00,8,2,HOME WIN
2023-09-09 02:15:00,-215.00,180.00,9,8,HOME WIN
2023-09-09 22:20:00,-196.00,164.00,8,4,HOME WIN
2023-09-09 23:20:00,-225.00,174.00,4,8,AWAY WIN
2023-09-10 17:37:00,-180.00,152.00,5,2,HOME WIN
2023-09-10 18:10:00,-200.00,168.00,0,2,AWAY WIN
2023-09-11 00:10:00,-215.00,180.00,6,3,HOME WIN
2023-09-11 22:35:00,-162.00,136.00,11,5,HOME WIN
2023-09-12 02:10:00,-174.00,146.00,8,11,AWAY WIN
2023-09-12 22:35:00,-200.00,168.00,2,5,AWAY WIN
2023-09-13 01:40:00,-210.00,176.00,8,0,HOME WIN
2023-09-13 02:10:00,-162.00,136.00,11,2,HOME WIN
2023-09-13 22:35:00,-162.00,136.00,0,1,AWAY WIN
2023-09-13 23:40:00,-174.00,138.00,1,7,AWAY WIN
2023-09-14 16:35:00,-168.00,142.00,2,0,HOME WIN
2023-09-14 23:09:05,-166.00,140.00,2,9,AWAY WIN
2023-09-16 00:10:00,-200.00,168.00,5,3,HOME WIN
2023-09-19 00:05:00,-166.00,140.00,2,4,AWAY WIN
2023-09-19 00:10:00,-154.00,130.00,7,8,AWAY WIN
2023-09-19 02:10:00,-188.00,158.00,8,3,HOME WIN
2023-09-19 22:39:43,-205.00,172.00,6,2,HOME WIN
2023-09-19 22:40:00,-156.00,132.00,4,3,HOME WIN
2023-09-19 23:20:00,-215.00,180.00,9,3,HOME WIN
2023-09-20 00:10:00,-184.00,154.00,5,9,AWAY WIN
2023-09-20 00:20:00,-164.00,138.00,14,1,HOME WIN
2023-09-20 23:39:50,-200.00,154.00,7,13,AWAY WIN
2023-09-21 23:15:00,-174.00,146.00,5,4,HOME WIN
2023-09-21 23:40:00,-166.00,140.00,6,8,AWAY WIN
2023-09-22 02:10:00,-180.00,152.00,7,2,HOME WIN
2023-09-22 18:20:00,-200.00,168.00,6,0,HOME WIN
2023-09-22 22:40:00,-158.00,134.00,2,6,AWAY WIN
2023-09-22 23:05:00,-162.00,136.00,5,4,HOME WIN
2023-09-23 02:10:00,-168.00,142.00,1,5,AWAY WIN
2023-09-23 18:20:00,-200.00,168.00,6,3,HOME WIN
2023-09-23 20:05:00,-184.00,154.00,7,5,HOME WIN
2023-09-23 23:09:00,-235.00,180.00,2,3,AWAY WIN
2023-09-24 00:40:00,-162.00,136.00,2,5,AWAY WIN
2023-09-24 01:10:00,-205.00,172.00,7,0,HOME WIN
2023-09-24 22:05:00,-180.00,152.00,5,2,HOME WIN
2023-09-26 23:07:00,-235.00,180.00,0,2,AWAY WIN
2023-09-26 23:40:00,-162.00,136.00,1,4,AWAY WIN
2023-09-26 23:40:00,-235.00,180.00,11,3,HOME WIN
2023-09-28 20:10:00,-198.00,166.00,3,0,HOME WIN
2023-09-28 23:07:00,-180.00,152.00,6,0,HOME WIN
2023-09-30 23:10:00,-215.00,164.00,2,5,AWAY WIN
2023-10-03 23:08:00,-184.00,154.00,3,6,AWAY WIN
2023-10-04 00:08:00,-168.00,142.00,4,1,HOME WIN
2023-10-07 20:45:00,-156.00,132.00,6,4,HOME WIN
2023-10-07 22:07:00,-196.00,164.00,0,3,AWAY WIN
2023-10-08 01:20:00,-196.00,164.00,2,11,AWAY WIN
2023-10-09 22:07:00,-158.00,134.00,5,4,HOME WIN
2023-10-10 01:07:00,-158.00,134.00,2,4,AWAY WIN
2023-10-17 00:07:00,-162.00,136.00,5,3,HOME WIN
2023-10-18 00:07:00,-166.00,140.00,10,0,HOME WIN
2023-10-23 21:07:00,-184.00,154.00,1,5,AWAY WIN
2023-10-25 00:07:00,-168.00,142.00,2,4,AWAY WIN
2023-10-28 00:03:00,-162.00,136.00,6,5,HOME WIN
2023-10-29 00:03:00,-154.00,130.00,1,9,AWAY WIN
2024-03-21 10:05:00,-166.00,140.00,11,15,AWAY WIN
2024-03-28 19:05:00,-162.00,136.00,11,3,HOME WIN
2024-03-28 20:10:00,-162.00,136.00,8,2,HOME WIN
2024-03-28 20:10:00,-156.00,132.00,4,5,AWAY WIN
2024-03-28 20:10:00,-210.00,176.00,7,1,HOME WIN
2024-03-29 02:10:00,-166.00,140.00,4,6,AWAY WIN
2024-03-30 01:40:00,-166.00,140.00,1,0,HOME WIN
2024-03-30 20:05:00,-164.00,138.00,13,4,HOME WIN
2024-03-30 20:10:00,-164.00,138.00,6,7,AWAY WIN
2024-03-31 00:10:00,-184.00,154.00,4,9,AWAY WIN
2024-03-31 01:10:00,-200.00,168.00,5,6,AWAY WIN
2024-03-31 01:40:00,-156.00,132.00,4,3,HOME WIN
2024-03-31 17:35:00,-154.00,130.00,1,4,AWAY WIN
2024-03-31 17:40:00,-168.00,142.00,6,5,HOME WIN
2024-03-31 20:10:00,-200.00,168.00,5,1,HOME WIN
2024-03-31 20:10:00,-154.00,130.00,1,5,AWAY WIN
2024-03-31 23:10:00,-178.00,150.00,5,4,HOME WIN
2024-04-01 18:20:00,-198.00,166.00,5,0,HOME WIN
2024-04-01 22:40:32,-158.00,134.00,3,6,AWAY WIN
2024-04-02 22:35:00,-168.00,142.00,1,4,AWAY WIN
2024-04-02 23:40:00,-196.00,164.00,12,2,HOME WIN
2024-04-03 00:10:00,-158.00,134.00,1,2,AWAY WIN
2024-04-03 20:10:00,-162.00,136.00,0,8,AWAY WIN
2024-04-03 22:05:06,-158.00,134.00,4,3,HOME WIN
2024-04-04 00:00:00,-180.00,152.00,1,4,AWAY WIN
2024-04-04 00:00:00,-215.00,180.00,9,8,HOME WIN
2024-04-04 23:40:00,-162.00,136.00,10,1,HOME WIN
2024-04-05 17:05:00,-162.00,136.00,0,3,AWAY WIN
2024-04-05 23:40:00,-174.00,146.00,2,1,HOME WIN
2024-04-06 17:10:00,-168.00,142.00,0,4,AWAY WIN
2024-04-06 18:10:00,-158.00,134.00,1,3,AWAY WIN
2024-04-06 23:10:00,-178.00,150.00,3,0,HOME WIN
2024-04-06 23:20:00,-200.00,168.00,9,8,HOME WIN
2024-04-07 17:35:00,-215.00,180.00,5,2,HOME WIN
2024-04-07 17:40:00,-174.00,146.00,1,7,AWAY WIN
2024-04-07 20:05:00,-172.00,144.00,3,2,HOME WIN
2024-04-08 23:20:00,-210.00,176.00,7,8,AWAY WIN
2024-04-09 01:45:00,-215.00,180.00,1,8,AWAY WIN
2024-04-09 22:10:00,-196.00,164.00,5,7,AWAY WIN
2024-04-09 23:05:00,-190.00,160.00,3,2,HOME WIN
2024-04-09 23:20:00,-188.00,158.00,6,5,HOME WIN
2024-04-10 00:05:00,-215.00,180.00,3,4,AWAY WIN
2024-04-10 01:45:00,-174.00,146.00,3,5,AWAY WIN
2024-04-10 19:45:00,-200.00,168.00,7,1,HOME WIN
2024-04-10 23:05:00,-200.00,168.00,2,5,AWAY WIN
2024-04-10 23:10:00,-200.00,154.00,5,7,AWAY WIN
2024-04-11 00:05:00,-184.00,154.00,6,2,HOME WIN
2024-04-11 16:20:00,-162.00,136.00,4,16,AWAY WIN
2024-04-11 18:35:00,-188.00,158.00,0,1,AWAY WIN
2024-04-11 22:40:00,-156.00,132.00,5,1,HOME WIN
2024-04-12 22:40:00,-168.00,142.00,2,5,AWAY WIN
2024-04-12 22:50:00,-230.00,176.00,2,1,HOME WIN
2024-04-13 02:10:00,-200.00,168.00,7,8,AWAY WIN
2024-04-13 17:40:00,-158.00,134.00,7,11,AWAY WIN
2024-04-13 19:07:00,-190.00,160.00,5,3,HOME WIN
2024-04-14 01:10:00,-196.00,164.00,5,2,HOME WIN
2024-04-14 17:35:00,-190.00,160.00,6,4,HOME WIN
2024-04-14 17:35:00,-178.00,150.00,2,9,AWAY WIN
2024-04-14 23:45:00,-172.00,144.00,3,6,AWAY WIN
2024-04-15 22:49:59,-162.00,136.00,3,7,AWAY WIN
2024-04-16 01:42:00,-158.00,134.00,9,3,HOME WIN
2024-04-16 22:35:00,-166.00,140.00,11,3,HOME WIN
2024-04-16 22:50:00,-162.00,136.00,7,6,HOME WIN
2024-04-19 01:45:00,-180.00,152.00,5,0,HOME WIN
2024-04-19 22:40:00,-174.00,146.00,7,0,HOME WIN
2024-04-19 23:09:49,-210.00,160.00,5,3,HOME WIN
2024-04-19 23:10:00,-178.00,150.00,10,2,HOME WIN
2024-04-19 23:20:00,-188.00,158.00,8,3,HOME WIN
2024-04-20 02:10:00,-200.00,168.00,4,9,AWAY WIN
2024-04-20 22:10:00,-162.00,136.00,6,3,HOME WIN
2024-04-20 23:20:00,-154.00,130.00,5,2,HOME WIN
2024-04-21 17:40:00,-184.00,154.00,6,2,HOME WIN
2024-04-21 18:15:00,-162.00,136.00,0,2,AWAY WIN
2024-04-21 23:10:00,-154.00,130.00,4,6,AWAY WIN
2024-04-22 23:40:00,-178.00,150.00,7,0,HOME WIN
2024-04-23 23:44:51,-230.00,178.00,1,14,AWAY WIN
2024-04-24 01:45:00,-162.00,136.00,5,1,HOME WIN
2024-04-24 23:40:00,-200.00,168.00,6,3,HOME WIN
2024-04-26 23:10:00,-172.00,144.00,1,3,AWAY WIN
2024-04-26 23:20:00,-210.00,176.00,6,2,HOME WIN
2024-04-27 00:05:00,-162.00,136.00,2,1,HOME WIN
2024-04-27 20:05:00,-174.00,146.00,7,0,HOME WIN
2024-04-27 23:20:00,-184.00,154.00,2,4,AWAY WIN
2024-04-28 01:40:00,-162.00,136.00,3,1,HOME WIN
2024-04-28 17:35:00,-178.00,150.00,4,3,HOME WIN
2024-04-28 17:35:00,-168.00,142.00,6,7,AWAY WIN
2024-04-28 17:40:00,-154.00,130.00,4,1,HOME WIN
2024-04-29 22:40:00,-154.00,130.00,2,7,AWAY WIN
2024-05-01 00:05:00,-158.00,134.00,7,1,HOME WIN
2024-05-01 00:10:00,-154.00,130.00,10,9,HOME WIN
2024-05-01 01:40:00,-168.00,142.00,6,4,HOME WIN
2024-05-01 22:35:00,-156.00,132.00,0,2,AWAY WIN
2024-05-02 00:05:00,-168.00,142.00,0,1,AWAY WIN
2024-05-02 00:10:00,-172.00,144.00,2,3,AWAY WIN
2024-05-02 16:10:00,-184.00,154.00,5,4,HOME WIN
2024-05-02 18:35:00,-210.00,176.00,6,0,HOME WIN
2024-05-03 22:40:00,-180.00,152.00,2,3,AWAY WIN
2024-05-03 23:05:00,-168.00,142.00,2,1,HOME WIN
2024-05-03 23:11:22,-200.00,154.00,0,6,AWAY WIN
2024-05-04 17:05:00,-168.00,142.00,5,3,HOME WIN
2024-05-04 18:16:58,-196.00,164.00,5,6,AWAY WIN
2024-05-04 20:05:00,-205.00,172.00,1,0,HOME WIN
2024-05-04 23:15:00,-162.00,136.00,14,3,HOME WIN
2024-05-05 01:10:00,-166.00,140.00,11,2,HOME WIN
2024-05-05 17:35:00,-158.00,134.00,5,3,HOME WIN
2024-05-05 18:10:00,-162.00,136.00,2,9,AWAY WIN
2024-05-07 23:20:59,-166.00,140.00,4,2,HOME WIN
2024-05-07 23:39:26,-196.00,152.00,3,2,HOME WIN
2024-05-08 17:05:00,-156.00,132.00,3,5,AWAY WIN
2024-05-10 23:12:13,-205.00,172.00,1,5,AWAY WIN
2024-05-11 01:40:00,-154.00,130.00,8,1,HOME WIN
2024-05-11 01:40:00,-154.00,130.00,8,1,HOME WIN
2024-05-11 02:15:00,-162.00,136.00,2,4,AWAY WIN
2024-05-11 19:07:00,-154.00,130.00,10,8,HOME WIN
2024-05-11 19:07:00,-154.00,130.00,10,8,HOME WIN
2024-05-11 20:05:00,-158.00,134.00,5,4,HOME WIN
2024-05-11 20:05:00,-158.00,134.00,5,4,HOME WIN
2024-05-11 20:10:00,-154.00,130.00,4,2,HOME WIN
2024-05-11 20:10:00,-154.00,130.00,4,2,HOME WIN
2024-05-11 23:15:48,-215.00,166.00,5,3,HOME WIN
2024-05-11 23:15:48,-215.00,166.00,5,3,HOME WIN
2024-05-13 22:35:00,-162.00,136.00,2,3,AWAY WIN
2024-05-13 22:40:26,-172.00,144.00,6,5,HOME WIN
2024-05-14 00:10:00,-162.00,136.00,9,2,HOME WIN
2024-05-14 01:40:00,-205.00,172.00,4,5,AWAY WIN
2024-05-14 22:40:29,-184.00,154.00,0,1,AWAY WIN
2024-05-14 23:21:57,-188.00,158.00,7,0,HOME WIN
2024-05-14 23:41:12,-158.00,134.00,4,3,HOME WIN
2024-05-15 00:10:00,-188.00,158.00,2,1,HOME WIN
2024-05-15 01:40:00,-158.00,134.00,2,4,AWAY WIN
2024-05-15 17:10:00,-162.00,136.00,0,2,AWAY WIN
2024-05-17 00:10:00,-210.00,176.00,8,1,HOME WIN
2024-05-17 23:21:09,-215.00,180.00,1,3,AWAY WIN
2024-05-18 00:05:00,-164.00,138.00,3,9,AWAY WIN
2024-05-18 02:10:00,-198.00,166.00,7,3,HOME WIN
2024-05-18 02:15:00,-172.00,144.00,10,5,HOME WIN
2024-05-18 18:20:00,-184.00,154.00,1,0,HOME WIN
2024-05-18 20:05:00,-200.00,168.00,14,4,HOME WIN
2024-05-18 22:31:51,-178.00,150.00,4,3,HOME WIN
2024-05-18 23:10:29,-174.00,146.00,5,3,HOME WIN
2024-05-18 23:10:51,-162.00,136.00,2,4,AWAY WIN
2024-05-19 01:10:00,-210.00,176.00,4,0,HOME WIN
2024-05-19 18:10:00,-164.00,138.00,8,4,HOME WIN
2024-05-19 18:35:00,-172.00,144.00,1,4,AWAY WIN
2024-05-19 20:05:00,-200.00,168.00,4,1,HOME WIN
2024-05-20 19:07:00,-190.00,160.00,9,3,HOME WIN
2024-05-20 22:21:21,-200.00,168.00,3,0,HOME WIN
2024-05-21 00:10:00,-205.00,172.00,7,9,AWAY WIN
2024-05-21 22:41:19,-162.00,136.00,5,2,HOME WIN
2024-05-21 23:06:49,-188.00,158.00,0,5,AWAY WIN
2024-05-21 23:09:08,-166.00,140.00,3,6,AWAY WIN
2024-05-22 00:10:00,-196.00,164.00,6,5,HOME WIN
2024-05-22 02:10:00,-168.00,142.00,3,7,AWAY WIN
2024-05-22 18:10:00,-172.00,144.00,1,2,AWAY WIN
2024-05-23 17:05:00,-210.00,176.00,5,2,HOME WIN
2024-05-25 01:40:00,-178.00,150.00,0,3,AWAY WIN
2024-05-25 23:15:00,-190.00,148.00,7,6,HOME WIN
2024-05-26 02:10:00,-190.00,160.00,3,2,HOME WIN
2024-05-27 17:05:00,-162.00,136.00,11,3,HOME WIN
2024-05-27 18:10:00,-154.00,130.00,6,5,HOME WIN
2024-05-27 20:10:00,-198.00,166.00,4,8,AWAY WIN
2024-05-27 22:42:26,-174.00,146.00,2,1,HOME WIN
2024-05-28 22:35:00,-158.00,134.00,3,8,AWAY WIN
2024-05-28 22:50:00,-192.00,150.00,0,3,AWAY WIN
2024-05-29 20:10:00,-164.00,138.00,1,9,AWAY WIN
2024-05-29 22:35:00,-174.00,146.00,6,1,HOME WIN
2024-05-29 23:20:00,-162.00,136.00,2,7,AWAY WIN
2024-05-31 18:20:00,-154.00,130.00,4,5,AWAY WIN
2024-05-31 22:41:34,-190.00,160.00,4,2,HOME WIN
2024-05-31 23:07:00,-196.00,152.00,5,3,HOME WIN
2024-05-31 23:10:44,-158.00,134.00,7,3,HOME WIN
2024-05-31 23:11:17,-200.00,168.00,7,1,HOME WIN
2024-06-01 00:10:00,-174.00,146.00,12,5,HOME WIN
2024-06-01 02:10:00,-158.00,134.00,5,4,HOME WIN
2024-06-01 19:07:00,-154.00,130.00,1,8,AWAY WIN
2024-06-01 20:05:00,-158.00,134.00,9,5,HOME WIN
2024-06-01 20:10:00,-162.00,136.00,3,2,HOME WIN
2024-06-01 23:16:09,-164.00,138.00,9,0,HOME WIN
2024-06-02 20:10:00,-210.00,176.00,5,1,HOME WIN
2024-06-04 00:10:00,-164.00,138.00,7,4,HOME WIN
2024-06-04 23:05:00,-168.00,142.00,5,1,HOME WIN
2024-06-05 18:10:00,-162.00,136.00,2,4,AWAY WIN
2024-06-05 23:09:03,-190.00,160.00,9,5,HOME WIN
2024-06-06 00:05:00,-196.00,164.00,7,6,HOME WIN
2024-06-06 23:10:49,-210.00,160.00,8,4,HOME WIN
2024-06-08 00:15:00,-188.00,158.00,8,5,HOME WIN
2024-06-08 20:15:00,-178.00,150.00,5,6,AWAY WIN
2024-06-09 17:40:00,-166.00,140.00,10,2,HOME WIN
2024-06-09 18:15:00,-178.00,150.00,5,1,HOME WIN
2024-06-11 01:40:00,-210.00,176.00,6,1,HOME WIN
2024-06-11 23:40:14,-235.00,180.00,4,5,AWAY WIN
2024-06-12 01:40:00,-180.00,152.00,9,4,HOME WIN
2024-06-12 01:40:00,-154.00,130.00,4,3,HOME WIN
2024-06-12 02:10:00,-166.00,140.00,15,2,HOME WIN
2024-06-12 20:10:00,-196.00,164.00,5,4,HOME WIN
2024-06-12 23:45:00,-166.00,140.00,4,2,HOME WIN
2024-06-13 01:40:00,-154.00,130.00,3,8,AWAY WIN
2024-06-13 02:10:00,-164.00,138.00,2,3,AWAY WIN
2024-06-13 17:10:00,-158.00,134.00,7,2,HOME WIN
2024-06-13 23:10:00,-190.00,160.00,3,2,HOME WIN
2024-06-14 01:40:00,-178.00,150.00,11,1,HOME WIN
2024-06-14 01:40:00,-178.00,150.00,2,3,AWAY WIN
2024-06-14 02:10:00,-196.00,164.00,1,3,AWAY WIN
2024-06-14 23:20:00,-196.00,164.00,7,3,HOME WIN
2024-06-15 00:10:00,-178.00,150.00,6,5,HOME WIN
2024-06-15 01:40:00,-184.00,154.00,7,1,HOME WIN
2024-06-15 02:10:00,-164.00,138.00,4,3,HOME WIN
2024-06-15 18:20:00,-162.00,136.00,5,1,HOME WIN
2024-06-15 20:05:00,-178.00,150.00,6,2,HOME WIN
2024-06-15 20:10:00,-158.00,134.00,9,2,HOME WIN
2024-06-16 01:10:00,-215.00,180.00,2,7,AWAY WIN
2024-06-16 02:10:00,-162.00,136.00,2,9,AWAY WIN
2024-06-17 22:40:00,-166.00,140.00,9,2,HOME WIN
2024-06-17 23:10:00,-188.00,158.00,4,1,HOME WIN
2024-06-17 23:20:00,-200.00,168.00,2,1,HOME WIN
2024-06-18 23:20:30,-162.00,136.00,2,1,HOME WIN
2024-06-18 23:40:00,-158.00,134.00,7,6,HOME WIN
2024-06-19 17:05:00,-156.00,132.00,2,5,AWAY WIN
2024-06-19 23:09:07,-188.00,158.00,6,7,AWAY WIN
2024-06-19 23:41:59,-162.00,136.00,2,3,AWAY WIN
2024-06-21 22:40:00,-180.00,152.00,2,1,HOME WIN
2024-06-22 01:40:00,-156.00,132.00,9,5,HOME WIN
2024-06-22 02:10:00,-180.00,152.00,2,3,AWAY WIN
2024-06-22 17:10:00,-162.00,136.00,1,5,AWAY WIN
2024-06-23 15:35:00,-196.00,164.00,4,1,HOME WIN
2024-06-23 17:35:00,-154.00,130.00,1,3,AWAY WIN
2024-06-23 17:40:00,-184.00,154.00,11,2,HOME WIN
2024-06-24 23:11:07,-172.00,134.00,7,6,HOME WIN
2024-06-25 00:10:00,-178.00,150.00,6,3,HOME WIN
2024-06-26 00:10:00,-196.00,164.00,1,2,AWAY WIN
2024-06-26 18:10:00,-196.00,164.00,7,1,HOME WIN
2024-06-26 20:10:00,-190.00,160.00,8,5,HOME WIN
2024-06-26 22:35:00,-180.00,152.00,4,2,HOME WIN
2024-06-26 23:10:00,-162.00,136.00,1,4,AWAY WIN
2024-06-28 22:51:00,-156.00,132.00,3,1,HOME WIN
2024-06-28 23:11:00,-158.00,134.00,2,9,AWAY WIN
2024-06-28 23:21:00,-166.00,140.00,6,1,HOME WIN
2024-06-29 18:16:00,-168.00,142.00,4,9,AWAY WIN
2024-06-29 20:11:00,-190.00,160.00,3,0,HOME WIN
2024-06-29 20:11:00,-164.00,138.00,2,1,HOME WIN
2024-06-30 15:36:00,-178.00,150.00,2,4,AWAY WIN
2024-06-30 17:41:00,-162.00,136.00,5,10,AWAY WIN
2024-06-30 17:41:00,-178.00,150.00,5,0,HOME WIN
2024-06-30 18:11:00,-172.00,144.00,7,1,HOME WIN
2024-06-30 18:11:00,-184.00,154.00,4,5,AWAY WIN
2024-06-30 20:11:00,-196.00,164.00,5,1,HOME WIN
2024-06-30 23:10:00,-162.00,136.00,2,11,AWAY WIN
2024-07-02 22:41:00,-188.00,158.00,7,6,HOME WIN
2024-07-02 23:06:00,-200.00,168.00,4,5,AWAY WIN
2024-07-02 23:21:00,-196.00,164.00,3,5,AWAY WIN
2024-07-03 02:10:00,-200.00,168.00,6,5,HOME WIN
2024-07-03 22:41:00,-188.00,158.00,2,8,AWAY WIN
2024-07-03 23:06:00,-178.00,150.00,2,3,AWAY WIN
2024-07-03 23:21:00,-196.00,164.00,3,1,HOME WIN
2024-07-04 00:11:00,-166.00,140.00,2,9,AWAY WIN
2024-07-04 02:11:00,-200.00,168.00,4,12,AWAY WIN
2024-07-04 17:06:00,-178.00,150.00,4,8,AWAY WIN
2024-07-05 18:21:00,-184.00,154.00,5,1,HOME WIN
2024-07-05 23:36:00,-172.00,144.00,2,4,AWAY WIN
2024-07-06 02:11:00,-215.00,180.00,8,5,HOME WIN
2024-07-06 17:06:00,-174.00,146.00,14,4,HOME WIN
2024-07-07 17:36:00,-180.00,152.00,6,0,HOME WIN
2024-07-07 20:11:00,-172.00,144.00,1,9,AWAY WIN
2024-07-07 20:11:00,-166.00,140.00,2,9,AWAY WIN
2024-07-07 23:11:00,-162.00,136.00,0,3,AWAY WIN
2024-07-08 23:11:00,-190.00,160.00,6,0,HOME WIN
2024-07-09 23:11:00,-174.00,146.00,12,9,HOME WIN
2024-07-09 23:11:00,-158.00,134.00,12,6,HOME WIN
2024-07-10 00:11:00,-164.00,138.00,2,12,AWAY WIN
2024-07-10 22:36:00,-168.00,142.00,0,4,AWAY WIN
2024-07-10 23:11:00,-198.00,166.00,2,5,AWAY WIN
2024-07-10 23:11:00,-205.00,172.00,6,2,HOME WIN
2024-07-10 23:15:00,-178.00,150.00,5,6,AWAY WIN
2024-07-11 17:11:00,-210.00,176.00,8,1,HOME WIN
2024-07-11 22:06:00,-162.00,136.00,5,1,HOME WIN
2024-07-12 00:11:00,-198.00,166.00,6,3,HOME WIN
2024-07-12 23:11:00,-162.00,136.00,7,4,HOME WIN
2024-07-13 00:11:00,-164.00,138.00,6,3,HOME WIN
2024-07-13 00:11:00,-196.00,164.00,2,5,AWAY WIN
2024-07-13 00:11:00,-162.00,136.00,1,4,AWAY WIN
2024-07-13 00:16:00,-198.00,166.00,1,5,AWAY WIN
2024-07-13 20:05:00,-205.00,172.00,11,5,HOME WIN
2024-07-13 20:10:00,-166.00,140.00,10,6,HOME WIN
2024-07-13 23:16:00,-230.00,174.00,4,0,HOME WIN
2024-07-14 17:40:00,-198.00,166.00,2,3,AWAY WIN
2024-07-14 18:11:00,-154.00,130.00,2,4,AWAY WIN
2024-07-14 20:10:00,-162.00,136.00,7,8,AWAY WIN
2024-07-19 23:05:00,-178.00,150.00,6,1,HOME WIN
2024-07-20 00:10:00,-200.00,168.00,7,1,HOME WIN
2024-07-20 17:06:00,-162.00,136.00,1,9,AWAY WIN
2024-07-20 23:11:00,-200.00,168.00,6,1,HOME WIN
2024-07-21 17:06:00,-156.00,132.00,7,8,AWAY WIN
2024-07-21 17:36:00,-156.00,132.00,2,6,AWAY WIN
2024-07-22 17:05:00,-158.00,134.00,9,1,HOME WIN
2024-07-23 00:06:00,-162.00,136.00,4,3,HOME WIN
2024-07-23 00:11:00,-156.00,132.00,10,4,HOME WIN
2024-07-23 00:20:00,-156.00,132.00,1,4,AWAY WIN
2024-07-23 01:41:00,-162.00,136.00,1,3,AWAY WIN
2024-07-23 22:41:00,-172.00,144.00,1,2,AWAY WIN
2024-07-23 23:06:00,-158.00,134.00,2,3,AWAY WIN
2024-07-23 23:08:00,-162.00,136.00,2,4,AWAY WIN
2024-07-24 01:41:00,-180.00,152.00,1,5,AWAY WIN
2024-07-24 19:41:00,-210.00,176.00,1,2,AWAY WIN
2024-07-24 23:06:00,-166.00,140.00,3,12,AWAY WIN
2024-07-25 02:10:00,-210.00,176.00,3,8,AWAY WIN
2024-07-25 17:11:00,-178.00,150.00,0,3,AWAY WIN
2024-07-26 22:41:00,-174.00,146.00,1,3,AWAY WIN
2024-07-26 23:06:00,-205.00,172.00,4,6,AWAY WIN
2024-07-27 00:16:00,-162.00,136.00,8,10,AWAY WIN
2024-07-27 01:41:00,-178.00,150.00,4,3,HOME WIN
2024-07-27 02:16:00,-168.00,142.00,11,4,HOME WIN
2024-07-27 22:06:00,-172.00,144.00,8,0,HOME WIN
2024-07-27 23:11:00,-162.00,136.00,3,7,AWAY WIN
2024-07-28 00:11:00,-162.00,136.00,9,5,HOME WIN
2024-07-28 02:06:00,-198.00,166.00,5,0,HOME WIN
2024-07-28 02:06:00,-198.00,166.00,5,0,HOME WIN
2024-07-28 17:36:00,-162.00,136.00,8,6,HOME WIN
2024-07-28 18:11:00,-164.00,138.00,3,7,AWAY WIN
2024-07-28 18:11:00,-205.00,172.00,6,2,HOME WIN
2024-07-28 20:06:00,-196.00,164.00,5,4,HOME WIN
