commence_time,first_away_odds,last_away_odds,away_line_movement,first_home_odds,last_home_odds,home_line_movement,home_score,away_score,result
2023-04-09 18:10:00,132.00,132.00,0.00,-156.00,-156.00,0.00,6,1,HOME WIN
2023-04-09 20:05:00,136.00,136.00,0.00,-162.00,-162.00,0.00,3,1,HOME WIN
2023-04-12 17:10:00,132.00,132.00,0.00,-156.00,-156.00,0.00,3,1,HOME WIN
2023-04-12 20:05:00,160.00,160.00,0.00,-190.00,-190.00,0.00,2,3,AWAY WIN
2023-04-12 20:07:00,144.00,144.00,0.00,-172.00,-172.00,0.00,3,2,HOME WIN
2023-04-13 17:05:00,172.00,172.00,0.00,-205.00,-205.00,0.00,8,7,HOME WIN
2023-04-13 17:10:00,154.00,154.00,0.00,-184.00,-184.00,0.00,9,3,HOME WIN
2023-04-13 23:05:00,130.00,130.00,0.00,-154.00,-154.00,0.00,2,11,AWAY WIN
2023-04-14 01:40:00,138.00,138.00,0.00,-164.00,-164.00,0.00,3,4,AWAY WIN
2023-04-14 22:40:00,134.00,134.00,0.00,-174.00,-174.00,0.00,7,5,HOME WIN
2023-04-15 01:40:00,142.00,142.00,0.00,-168.00,-168.00,0.00,2,11,AWAY WIN
2023-04-15 18:15:00,152.00,152.00,0.00,-180.00,-180.00,0.00,3,6,AWAY WIN
2023-04-16 17:35:00,142.00,142.00,0.00,-168.00,-168.00,0.00,2,0,HOME WIN
2023-04-16 18:15:00,154.00,154.00,0.00,-184.00,-184.00,0.00,5,4,HOME WIN
2023-04-16 20:10:00,146.00,146.00,0.00,-174.00,-174.00,0.00,0,1,AWAY WIN
2023-04-18 02:10:00,138.00,138.00,0.00,-164.00,-164.00,0.00,6,8,AWAY WIN
2023-04-19 17:15:00,164.00,164.00,0.00,-196.00,-196.00,0.00,14,5,HOME WIN
2023-04-22 17:05:00,136.00,136.00,0.00,-162.00,-162.00,0.00,3,2,HOME WIN
2023-04-22 19:05:00,142.00,142.00,0.00,-168.00,-168.00,0.00,4,3,HOME WIN
2023-04-22 20:05:00,144.00,144.00,0.00,-172.00,-172.00,0.00,4,3,HOME WIN
2023-04-23 01:07:00,150.00,150.00,0.00,-178.00,-178.00,0.00,8,11,AWAY WIN
2023-04-23 01:40:00,138.00,138.00,0.00,-164.00,-164.00,0.00,5,4,HOME WIN
2023-04-23 17:35:00,140.00,140.00,0.00,-166.00,-166.00,0.00,2,1,HOME WIN
2023-04-23 18:10:00,144.00,144.00,0.00,-172.00,-172.00,0.00,5,12,AWAY WIN
2023-04-23 18:10:00,168.00,168.00,0.00,-200.00,-200.00,0.00,3,1,HOME WIN
2023-04-23 20:07:00,168.00,168.00,0.00,-200.00,-200.00,0.00,4,3,HOME WIN
2023-04-24 22:09:31,168.00,168.00,0.00,-200.00,-200.00,0.00,0,6,AWAY WIN
2023-04-25 01:40:00,132.00,132.00,0.00,-156.00,-156.00,0.00,5,4,HOME WIN
2023-04-26 17:07:00,140.00,140.00,0.00,-166.00,-166.00,0.00,8,0,HOME WIN
2023-04-27 16:20:00,166.00,166.00,0.00,-198.00,-198.00,0.00,4,5,AWAY WIN
2023-04-30 17:37:00,142.00,142.00,0.00,-168.00,-168.00,0.00,8,10,AWAY WIN
2023-04-30 18:10:00,172.00,172.00,0.00,-205.00,-205.00,0.00,8,4,HOME WIN
2023-05-02 00:10:00,166.00,166.00,0.00,-198.00,-198.00,0.00,7,3,HOME WIN
2023-05-03 18:10:00,140.00,140.00,0.00,-166.00,-166.00,0.00,2,4,AWAY WIN
2023-05-04 17:10:00,172.00,172.00,0.00,-205.00,-205.00,0.00,3,2,HOME WIN
2023-05-05 18:20:00,142.00,142.00,0.00,-168.00,-168.00,0.00,4,1,HOME WIN
2023-05-06 18:15:00,180.00,180.00,0.00,-215.00,-215.00,0.00,5,6,AWAY WIN
2023-05-06 18:20:00,144.00,144.00,0.00,-172.00,-172.00,0.00,4,2,HOME WIN
2023-05-06 20:10:00,160.00,160.00,0.00,-190.00,-190.00,0.00,2,3,AWAY WIN
2023-05-07 15:35:00,136.00,136.00,0.00,-162.00,-162.00,0.00,3,2,HOME WIN
2023-05-07 17:40:00,176.00,176.00,0.00,-210.00,-210.00,0.00,6,13,AWAY WIN
2023-05-07 20:10:00,136.00,136.00,0.00,-162.00,-162.00,0.00,8,9,AWAY WIN
2023-05-08 22:35:00,158.00,158.00,0.00,-205.00,-205.00,0.00,2,0,HOME WIN
2023-05-08 23:05:00,144.00,144.00,0.00,-186.00,-186.00,0.00,7,2,HOME WIN
2023-05-09 01:40:00,172.00,172.00,0.00,-205.00,-205.00,0.00,5,2,HOME WIN
2023-05-09 01:40:00,160.00,160.00,0.00,-190.00,-190.00,0.00,1,2,AWAY WIN
2023-05-10 19:40:00,138.00,138.00,0.00,-164.00,-164.00,0.00,4,5,AWAY WIN
2023-05-10 19:45:00,138.00,138.00,0.00,-164.00,-164.00,0.00,6,11,AWAY WIN
2023-05-10 23:19:23,172.00,172.00,0.00,-225.00,-225.00,0.00,2,5,AWAY WIN
2023-05-13 17:10:00,140.00,140.00,0.00,-166.00,-166.00,0.00,5,6,AWAY WIN
2023-05-13 18:10:00,134.00,134.00,0.00,-158.00,-158.00,0.00,11,1,HOME WIN
2023-05-14 17:40:00,134.00,134.00,0.00,-158.00,-158.00,0.00,3,1,HOME WIN
2023-05-14 20:10:00,146.00,146.00,0.00,-174.00,-174.00,0.00,4,0,HOME WIN
2023-05-16 23:10:00,138.00,138.00,0.00,-164.00,-164.00,0.00,5,8,AWAY WIN
2023-05-17 17:10:00,134.00,134.00,0.00,-158.00,-158.00,0.00,0,8,AWAY WIN
2023-05-18 17:10:00,130.00,130.00,0.00,-154.00,-154.00,0.00,5,3,HOME WIN
2023-05-20 01:40:00,134.00,134.00,0.00,-158.00,-158.00,0.00,1,6,AWAY WIN
2023-05-19 22:40:00,176.00,176.00,0.00,-230.00,-230.00,0.00,1,0,HOME WIN
2023-05-20 18:10:00,138.00,138.00,0.00,-164.00,-164.00,0.00,5,1,HOME WIN
2023-05-20 20:05:00,146.00,146.00,0.00,-174.00,-174.00,0.00,12,3,HOME WIN
2023-05-20 20:05:00,168.00,168.00,0.00,-200.00,-200.00,0.00,11,5,HOME WIN
2023-05-20 20:05:00,152.00,152.00,0.00,-180.00,-180.00,0.00,0,1,AWAY WIN
2023-05-21 17:37:00,168.00,168.00,0.00,-200.00,-200.00,0.00,3,8,AWAY WIN
2023-05-21 18:35:00,180.00,180.00,0.00,-215.00,-215.00,0.00,13,3,HOME WIN
2023-05-21 20:07:00,132.00,132.00,0.00,-156.00,-156.00,0.00,4,2,HOME WIN
2023-05-24 17:10:00,138.00,138.00,0.00,-164.00,-164.00,0.00,7,1,HOME WIN
2023-05-26 18:20:00,144.00,144.00,0.00,-172.00,-172.00,0.00,0,9,AWAY WIN
2023-05-27 20:10:00,180.00,180.00,0.00,-215.00,-215.00,0.00,5,0,HOME WIN
2023-05-27 23:15:00,148.00,148.00,0.00,-190.00,-190.00,0.00,1,2,AWAY WIN
2023-05-28 17:35:00,134.00,134.00,0.00,-158.00,-158.00,0.00,10,7,HOME WIN
2023-05-28 20:10:00,132.00,132.00,0.00,-156.00,-156.00,0.00,6,3,HOME WIN
2023-05-29 20:10:00,150.00,150.00,0.00,-178.00,-178.00,0.00,7,5,HOME WIN
2023-05-31 01:45:00,136.00,136.00,0.00,-162.00,-162.00,0.00,1,2,AWAY WIN
2023-06-01 17:07:00,168.00,168.00,0.00,-200.00,-200.00,0.00,3,1,HOME WIN
2023-06-01 17:10:00,144.00,144.00,0.00,-172.00,-172.00,0.00,4,2,HOME WIN
2023-06-01 19:40:00,146.00,146.00,0.00,-174.00,-174.00,0.00,5,4,HOME WIN
2023-06-03 00:10:00,130.00,130.00,0.00,-154.00,-154.00,0.00,3,0,HOME WIN
2023-06-03 20:10:00,152.00,152.00,0.00,-180.00,-180.00,0.00,9,6,HOME WIN
2023-06-03 20:10:00,152.00,152.00,0.00,-180.00,-180.00,0.00,12,1,HOME WIN
2023-06-04 18:10:00,134.00,134.00,0.00,-158.00,-158.00,0.00,6,2,HOME WIN
2023-06-04 18:10:00,136.00,136.00,0.00,-162.00,-162.00,0.00,1,2,AWAY WIN
2023-06-06 22:40:00,150.00,150.00,0.00,-178.00,-178.00,0.00,7,0,HOME WIN
2023-06-07 16:35:00,150.00,150.00,0.00,-178.00,-178.00,0.00,5,9,AWAY WIN
2023-06-07 23:10:00,130.00,130.00,0.00,-166.00,-166.00,0.00,5,2,HOME WIN
2023-06-08 17:10:00,146.00,146.00,0.00,-174.00,-174.00,0.00,4,2,HOME WIN
2023-06-10 00:15:00,146.00,146.00,0.00,-174.00,-174.00,0.00,7,4,HOME WIN
2023-06-10 18:15:00,138.00,138.00,0.00,-164.00,-164.00,0.00,4,8,AWAY WIN
2023-06-10 20:10:00,164.00,164.00,0.00,-196.00,-196.00,0.00,6,4,HOME WIN
2023-06-10 20:10:00,164.00,164.00,0.00,-196.00,-196.00,0.00,1,2,AWAY WIN
2023-06-10 23:35:00,150.00,150.00,0.00,-192.00,-192.00,0.00,0,4,AWAY WIN
2023-06-11 17:37:00,176.00,176.00,0.00,-210.00,-210.00,0.00,7,6,HOME WIN
2023-06-11 17:40:00,168.00,168.00,0.00,-200.00,-200.00,0.00,7,3,HOME WIN
2023-06-11 18:10:00,176.00,176.00,0.00,-210.00,-210.00,0.00,6,8,AWAY WIN
2023-06-13 00:05:00,130.00,130.00,0.00,-154.00,-154.00,0.00,6,9,AWAY WIN
2023-06-14 01:40:00,140.00,140.00,0.00,-166.00,-166.00,0.00,9,3,HOME WIN
2023-06-14 17:10:00,136.00,136.00,0.00,-162.00,-162.00,0.00,4,2,HOME WIN
2023-06-16 00:05:00,134.00,134.00,0.00,-158.00,-158.00,0.00,7,2,HOME WIN
2023-06-17 20:10:00,130.00,130.00,0.00,-154.00,-154.00,0.00,3,5,AWAY WIN
2023-06-18 01:10:00,142.00,142.00,0.00,-168.00,-168.00,0.00,0,15,AWAY WIN
2023-06-18 18:10:00,130.00,130.00,0.00,-154.00,-154.00,0.00,7,9,AWAY WIN
2023-06-18 18:10:00,134.00,134.00,0.00,-158.00,-158.00,0.00,5,2,HOME WIN
2023-06-18 20:10:00,140.00,140.00,0.00,-166.00,-166.00,0.00,5,1,HOME WIN
2023-06-21 18:10:00,134.00,134.00,0.00,-158.00,-158.00,0.00,10,8,HOME WIN
2023-06-22 17:10:00,158.00,158.00,0.00,-188.00,-188.00,0.00,6,1,HOME WIN
2023-06-22 22:39:55,152.00,152.00,0.00,-196.00,-196.00,0.00,5,6,AWAY WIN
2023-06-23 23:05:00,144.00,144.00,0.00,-186.00,-186.00,0.00,2,4,AWAY WIN
2023-06-24 20:10:00,136.00,136.00,0.00,-162.00,-162.00,0.00,4,3,HOME WIN
2023-06-25 00:40:00,160.00,160.00,0.00,-190.00,-190.00,0.00,0,2,AWAY WIN
2023-06-25 17:35:00,142.00,142.00,0.00,-168.00,-168.00,0.00,7,6,HOME WIN
2023-06-25 17:40:00,146.00,146.00,0.00,-174.00,-174.00,0.00,2,0,HOME WIN
2023-06-25 20:10:00,168.00,168.00,0.00,-200.00,-200.00,0.00,3,8,AWAY WIN
2023-06-27 23:07:00,166.00,166.00,0.00,-215.00,-215.00,0.00,0,3,AWAY WIN
2023-06-28 00:05:00,158.00,158.00,0.00,-188.00,-188.00,0.00,8,3,HOME WIN
2023-06-29 23:07:00,132.00,132.00,0.00,-168.00,-168.00,0.00,2,1,HOME WIN
2023-06-30 18:20:00,132.00,132.00,0.00,-156.00,-156.00,0.00,10,1,HOME WIN
2023-06-30 23:10:00,158.00,158.00,0.00,-205.00,-205.00,0.00,4,5,AWAY WIN
2023-07-01 00:05:00,150.00,150.00,0.00,-178.00,-178.00,0.00,3,5,AWAY WIN
2023-07-01 19:07:00,130.00,130.00,0.00,-154.00,-154.00,0.00,6,7,AWAY WIN
2023-07-01 20:05:00,180.00,180.00,0.00,-215.00,-215.00,0.00,19,4,HOME WIN
2023-07-01 20:10:00,142.00,142.00,0.00,-168.00,-168.00,0.00,7,0,HOME WIN
2023-07-02 17:35:00,154.00,154.00,0.00,-184.00,-184.00,0.00,6,3,HOME WIN
2023-07-02 17:37:00,160.00,160.00,0.00,-190.00,-190.00,0.00,4,5,AWAY WIN
2023-07-04 01:40:00,168.00,168.00,0.00,-200.00,-200.00,0.00,10,3,HOME WIN
2023-07-04 02:10:00,142.00,142.00,0.00,-168.00,-168.00,0.00,5,2,HOME WIN
2023-07-04 17:10:00,130.00,130.00,0.00,-154.00,-154.00,0.00,15,2,HOME WIN
2023-07-04 18:10:00,160.00,160.00,0.00,-190.00,-190.00,0.00,9,3,HOME WIN
2023-07-06 00:40:00,150.00,150.00,0.00,-178.00,-178.00,0.00,5,3,HOME WIN
2023-07-05 22:40:00,144.00,144.00,0.00,-182.00,-182.00,0.00,10,9,HOME WIN
2023-07-06 01:05:00,146.00,146.00,0.00,-174.00,-174.00,0.00,2,0,HOME WIN
2023-07-06 17:10:00,138.00,138.00,0.00,-164.00,-164.00,0.00,9,0,HOME WIN
2023-07-06 22:38:00,136.00,136.00,0.00,-174.00,-174.00,0.00,1,3,AWAY WIN
2023-07-08 02:10:00,144.00,144.00,0.00,-172.00,-172.00,0.00,11,4,HOME WIN
2023-07-08 02:15:00,146.00,146.00,0.00,-174.00,-174.00,0.00,2,5,AWAY WIN
2023-07-08 17:05:00,154.00,154.00,0.00,-184.00,-184.00,0.00,6,3,HOME WIN
2023-07-09 18:10:00,132.00,132.00,0.00,-156.00,-156.00,0.00,2,15,AWAY WIN
2023-07-15 01:38:00,132.00,132.00,0.00,-156.00,-156.00,0.00,5,7,AWAY WIN
2023-07-15 00:15:00,166.00,166.00,0.00,-198.00,-198.00,0.00,5,7,AWAY WIN
2023-07-15 19:07:00,130.00,130.00,0.00,-154.00,-154.00,0.00,5,2,HOME WIN
2023-07-15 20:05:00,138.00,138.00,0.00,-164.00,-164.00,0.00,2,0,HOME WIN
2023-07-16 00:15:00,164.00,164.00,0.00,-196.00,-196.00,0.00,9,6,HOME WIN
2023-07-16 17:35:00,144.00,144.00,0.00,-172.00,-172.00,0.00,1,8,AWAY WIN
2023-07-16 17:37:00,138.00,138.00,0.00,-164.00,-164.00,0.00,7,5,HOME WIN
2023-07-16 18:20:00,134.00,134.00,0.00,-158.00,-158.00,0.00,5,11,AWAY WIN
2023-07-16 20:10:00,176.00,176.00,0.00,-210.00,-210.00,0.00,2,0,HOME WIN
2023-07-19 23:10:00,180.00,180.00,0.00,-235.00,-235.00,0.00,3,2,HOME WIN
2023-07-20 00:05:00,136.00,136.00,0.00,-162.00,-162.00,0.00,8,3,HOME WIN
2023-07-20 16:20:00,158.00,158.00,0.00,-188.00,-188.00,0.00,7,5,HOME WIN
2023-07-22 20:10:00,142.00,142.00,0.00,-168.00,-168.00,0.00,5,6,AWAY WIN
2023-07-23 17:35:00,158.00,158.00,0.00,-188.00,-188.00,0.00,8,5,HOME WIN
2023-07-23 18:10:00,132.00,132.00,0.00,-156.00,-156.00,0.00,5,4,HOME WIN
2023-07-23 23:10:00,130.00,130.00,0.00,-166.00,-166.00,0.00,6,1,HOME WIN
2023-07-25 01:40:00,136.00,136.00,0.00,-162.00,-162.00,0.00,6,10,AWAY WIN
2023-07-26 16:10:00,140.00,140.00,0.00,-166.00,-166.00,0.00,1,7,AWAY WIN
2023-07-26 20:10:00,166.00,166.00,0.00,-198.00,-198.00,0.00,2,3,AWAY WIN
2023-07-28 23:10:00,170.00,170.00,0.00,-220.00,-220.00,0.00,3,0,HOME WIN
2023-07-29 00:15:00,136.00,136.00,0.00,-162.00,-162.00,0.00,2,3,AWAY WIN
2023-07-29 23:10:00,146.00,146.00,0.00,-190.00,-190.00,0.00,7,2,HOME WIN
2023-07-29 23:15:00,162.00,162.00,0.00,-215.00,-215.00,0.00,3,2,HOME WIN
2023-07-30 16:05:00,176.00,176.00,0.00,-210.00,-210.00,0.00,2,3,AWAY WIN
2023-07-30 20:10:00,160.00,160.00,0.00,-190.00,-190.00,0.00,0,9,AWAY WIN
2023-08-01 00:10:00,154.00,154.00,0.00,-184.00,-184.00,0.00,7,3,HOME WIN
2023-08-02 00:05:00,168.00,168.00,0.00,-200.00,-200.00,0.00,2,0,HOME WIN
2023-08-02 16:20:00,134.00,134.00,0.00,-158.00,-158.00,0.00,12,5,HOME WIN
2023-08-03 00:05:00,142.00,142.00,0.00,-168.00,-168.00,0.00,11,1,HOME WIN
2023-08-03 01:45:00,158.00,158.00,0.00,-188.00,-188.00,0.00,4,2,HOME WIN
2023-08-03 19:07:00,134.00,134.00,0.00,-158.00,-158.00,0.00,1,6,AWAY WIN
2023-08-06 00:40:00,138.00,138.00,0.00,-164.00,-164.00,0.00,8,3,HOME WIN
2023-08-06 17:35:00,134.00,134.00,0.00,-158.00,-158.00,0.00,2,0,HOME WIN
2023-08-06 18:10:00,164.00,164.00,0.00,-196.00,-196.00,0.00,1,4,AWAY WIN
2023-08-09 22:40:00,160.00,160.00,0.00,-190.00,-190.00,0.00,7,0,HOME WIN
2023-08-09 23:10:00,158.00,158.00,0.00,-205.00,-205.00,0.00,4,3,HOME WIN
2023-08-12 20:10:00,168.00,168.00,0.00,-200.00,-200.00,0.00,2,6,AWAY WIN
2023-08-13 17:40:00,180.00,180.00,0.00,-215.00,-215.00,0.00,2,9,AWAY WIN
2023-08-13 18:10:00,138.00,138.00,0.00,-164.00,-164.00,0.00,1,2,AWAY WIN
2023-08-13 22:05:00,154.00,154.00,0.00,-200.00,-200.00,0.00,5,6,AWAY WIN
2023-08-16 17:10:00,150.00,150.00,0.00,-178.00,-178.00,0.00,7,8,AWAY WIN
2023-08-17 00:05:00,140.00,140.00,0.00,-166.00,-166.00,0.00,4,3,HOME WIN
2023-08-17 00:05:00,152.00,152.00,0.00,-180.00,-180.00,0.00,0,2,AWAY WIN
2023-08-18 18:20:00,164.00,164.00,0.00,-196.00,-196.00,0.00,3,4,AWAY WIN
2023-08-19 17:05:00,150.00,150.00,0.00,-178.00,-178.00,0.00,1,8,AWAY WIN
2023-08-19 18:20:00,168.00,168.00,0.00,-200.00,-200.00,0.00,6,4,HOME WIN
2023-08-20 00:40:00,160.00,160.00,0.00,-190.00,-190.00,0.00,1,8,AWAY WIN
2023-08-20 01:10:00,158.00,158.00,0.00,-188.00,-188.00,0.00,3,1,HOME WIN
2023-08-20 17:05:00,154.00,154.00,0.00,-184.00,-184.00,0.00,6,7,AWAY WIN
2023-08-20 18:35:00,150.00,150.00,0.00,-178.00,-178.00,0.00,2,6,AWAY WIN
2023-08-22 01:40:00,168.00,168.00,0.00,-200.00,-200.00,0.00,6,2,HOME WIN
2023-08-26 19:07:00,138.00,138.00,0.00,-164.00,-164.00,0.00,8,3,HOME WIN
2023-08-26 20:10:00,168.00,168.00,0.00,-200.00,-200.00,0.00,2,3,AWAY WIN
2023-08-26 20:10:00,164.00,164.00,0.00,-196.00,-196.00,0.00,3,0,HOME WIN
2023-08-26 23:15:00,142.00,142.00,0.00,-182.00,-182.00,0.00,6,10,AWAY WIN
2023-08-27 17:35:00,166.00,166.00,0.00,-198.00,-198.00,0.00,3,0,HOME WIN
2023-08-27 23:10:00,166.00,166.00,0.00,-215.00,-215.00,0.00,8,5,HOME WIN
2023-08-30 17:05:00,136.00,136.00,0.00,-162.00,-162.00,0.00,5,10,AWAY WIN
2023-08-30 17:05:00,142.00,142.00,0.00,-168.00,-168.00,0.00,8,10,AWAY WIN
2023-08-30 17:10:00,132.00,132.00,0.00,-156.00,-156.00,0.00,2,5,AWAY WIN
2023-08-30 19:45:00,144.00,144.00,0.00,-172.00,-172.00,0.00,1,4,AWAY WIN
2023-08-31 02:10:00,140.00,140.00,0.00,-166.00,-166.00,0.00,7,0,HOME WIN
2023-09-01 23:10:00,150.00,150.00,0.00,-192.00,-192.00,0.00,2,1,HOME WIN
2023-09-06 19:40:00,168.00,168.00,0.00,-200.00,-200.00,0.00,12,5,HOME WIN
2023-09-08 23:20:00,164.00,164.00,0.00,-215.00,-215.00,0.00,8,2,HOME WIN
2023-09-09 23:20:00,174.00,174.00,0.00,-225.00,-225.00,0.00,4,8,AWAY WIN
2023-09-10 17:37:00,152.00,152.00,0.00,-180.00,-180.00,0.00,5,2,HOME WIN
2023-09-10 18:10:00,168.00,168.00,0.00,-200.00,-200.00,0.00,0,2,AWAY WIN
2023-09-11 00:10:00,180.00,180.00,0.00,-215.00,-215.00,0.00,6,3,HOME WIN
2023-09-12 02:10:00,146.00,146.00,0.00,-174.00,-174.00,0.00,8,11,AWAY WIN
2023-09-13 02:10:00,136.00,136.00,0.00,-162.00,-162.00,0.00,11,2,HOME WIN
2023-09-13 23:40:00,138.00,138.00,0.00,-174.00,-174.00,0.00,1,7,AWAY WIN
2023-09-14 16:35:00,142.00,142.00,0.00,-168.00,-168.00,0.00,2,0,HOME WIN
2023-09-19 02:10:00,158.00,158.00,0.00,-188.00,-188.00,0.00,8,3,HOME WIN
2023-09-20 00:10:00,154.00,154.00,0.00,-184.00,-184.00,0.00,5,9,AWAY WIN
2023-09-20 00:20:00,138.00,138.00,0.00,-164.00,-164.00,0.00,14,1,HOME WIN
2023-09-20 23:39:50,154.00,154.00,0.00,-200.00,-200.00,0.00,7,13,AWAY WIN
2023-09-22 02:10:00,152.00,152.00,0.00,-180.00,-180.00,0.00,7,2,HOME WIN
2023-09-22 18:20:00,168.00,168.00,0.00,-200.00,-200.00,0.00,6,0,HOME WIN
2023-09-23 02:10:00,142.00,142.00,0.00,-168.00,-168.00,0.00,1,5,AWAY WIN
2023-09-23 18:20:00,168.00,168.00,0.00,-200.00,-200.00,0.00,6,3,HOME WIN
2023-09-23 20:05:00,154.00,154.00,0.00,-184.00,-184.00,0.00,7,5,HOME WIN
2023-09-23 23:09:00,180.00,180.00,0.00,-235.00,-235.00,0.00,2,3,AWAY WIN
2023-09-24 01:10:00,172.00,172.00,0.00,-205.00,-205.00,0.00,7,0,HOME WIN
2023-09-26 23:07:00,180.00,180.00,0.00,-235.00,-235.00,0.00,0,2,AWAY WIN
2023-09-26 23:40:00,180.00,180.00,0.00,-235.00,-235.00,0.00,11,3,HOME WIN
2023-09-28 20:10:00,166.00,166.00,0.00,-198.00,-198.00,0.00,3,0,HOME WIN
2023-09-30 23:10:00,164.00,164.00,0.00,-215.00,-215.00,0.00,2,5,AWAY WIN
2023-10-08 01:20:00,164.00,164.00,0.00,-196.00,-196.00,0.00,2,11,AWAY WIN
2023-10-10 01:07:00,134.00,134.00,0.00,-158.00,-158.00,0.00,2,4,AWAY WIN
2023-10-18 00:07:00,140.00,140.00,0.00,-166.00,-166.00,0.00,10,0,HOME WIN
2023-10-25 00:07:00,142.00,142.00,0.00,-168.00,-168.00,0.00,2,4,AWAY WIN
2023-10-29 00:03:00,130.00,130.00,0.00,-154.00,-154.00,0.00,1,9,AWAY WIN
2024-03-30 20:05:00,138.00,138.00,0.00,-164.00,-164.00,0.00,13,4,HOME WIN
2024-03-30 20:10:00,138.00,138.00,0.00,-164.00,-164.00,0.00,6,7,AWAY WIN
2024-03-31 17:35:00,130.00,130.00,0.00,-154.00,-154.00,0.00,1,4,AWAY WIN
2024-03-31 17:40:00,142.00,142.00,0.00,-168.00,-168.00,0.00,6,5,HOME WIN
2024-03-31 20:10:00,168.00,168.00,0.00,-200.00,-200.00,0.00,5,1,HOME WIN
2024-03-31 20:10:00,130.00,130.00,0.00,-154.00,-154.00,0.00,1,5,AWAY WIN
2024-04-01 18:20:00,166.00,166.00,0.00,-198.00,-198.00,0.00,5,0,HOME WIN
2024-04-03 00:10:00,134.00,134.00,0.00,-158.00,-158.00,0.00,1,2,AWAY WIN
2024-04-04 00:00:00,152.00,152.00,0.00,-180.00,-180.00,0.00,1,4,AWAY WIN
2024-04-03 20:10:00,136.00,136.00,0.00,-162.00,-162.00,0.00,0,8,AWAY WIN
2024-04-04 00:00:00,180.00,180.00,0.00,-215.00,-215.00,0.00,9,8,HOME WIN
2024-04-05 17:05:00,136.00,136.00,0.00,-162.00,-162.00,0.00,0,3,AWAY WIN
2024-04-06 17:10:00,142.00,142.00,0.00,-168.00,-168.00,0.00,0,4,AWAY WIN
2024-04-06 18:10:00,134.00,134.00,0.00,-158.00,-158.00,0.00,1,3,AWAY WIN
2024-04-07 17:35:00,180.00,180.00,0.00,-215.00,-215.00,0.00,5,2,HOME WIN
2024-04-07 17:40:00,146.00,146.00,0.00,-174.00,-174.00,0.00,1,7,AWAY WIN
2024-04-07 20:05:00,144.00,144.00,0.00,-172.00,-172.00,0.00,3,2,HOME WIN
2024-04-10 00:05:00,180.00,180.00,0.00,-215.00,-215.00,0.00,3,4,AWAY WIN
2024-04-10 19:45:00,168.00,168.00,0.00,-200.00,-200.00,0.00,7,1,HOME WIN
2024-04-10 23:10:00,154.00,154.00,0.00,-200.00,-200.00,0.00,5,7,AWAY WIN
2024-04-11 16:20:00,136.00,136.00,0.00,-162.00,-162.00,0.00,4,16,AWAY WIN
2024-04-11 18:35:00,158.00,158.00,0.00,-188.00,-188.00,0.00,0,1,AWAY WIN
2024-04-12 22:50:00,176.00,176.00,0.00,-230.00,-230.00,0.00,2,1,HOME WIN
2024-04-13 17:40:00,134.00,134.00,0.00,-158.00,-158.00,0.00,7,11,AWAY WIN
2024-04-13 19:07:00,160.00,160.00,0.00,-190.00,-190.00,0.00,5,3,HOME WIN
2024-04-14 17:35:00,160.00,160.00,0.00,-190.00,-190.00,0.00,6,4,HOME WIN
2024-04-14 17:35:00,150.00,150.00,0.00,-178.00,-178.00,0.00,2,9,AWAY WIN
2024-04-16 22:35:00,140.00,140.00,0.00,-166.00,-166.00,0.00,11,3,HOME WIN
2024-04-19 22:40:00,146.00,146.00,0.00,-174.00,-174.00,0.00,7,0,HOME WIN
2024-04-20 02:10:00,168.00,168.00,0.00,-200.00,-200.00,0.00,4,9,AWAY WIN
2024-04-19 23:09:49,160.00,160.00,0.00,-210.00,-210.00,0.00,5,3,HOME WIN
2024-04-21 17:40:00,154.00,154.00,0.00,-184.00,-184.00,0.00,6,2,HOME WIN
2024-04-21 18:15:00,136.00,136.00,0.00,-162.00,-162.00,0.00,0,2,AWAY WIN
2024-04-23 23:44:51,178.00,178.00,0.00,-230.00,-230.00,0.00,1,14,AWAY WIN
2024-04-27 20:05:00,146.00,146.00,0.00,-174.00,-174.00,0.00,7,0,HOME WIN
2024-04-28 17:35:00,150.00,150.00,0.00,-178.00,-178.00,0.00,4,3,HOME WIN
2024-04-28 17:35:00,142.00,142.00,0.00,-168.00,-168.00,0.00,6,7,AWAY WIN
2024-04-28 17:40:00,130.00,130.00,0.00,-154.00,-154.00,0.00,4,1,HOME WIN
2024-05-01 00:05:00,134.00,134.00,0.00,-158.00,-158.00,0.00,7,1,HOME WIN
2024-05-01 01:40:00,142.00,142.00,0.00,-168.00,-168.00,0.00,6,4,HOME WIN
2024-05-02 16:10:00,154.00,154.00,0.00,-184.00,-184.00,0.00,5,4,HOME WIN
2024-05-02 18:35:00,176.00,176.00,0.00,-210.00,-210.00,0.00,6,0,HOME WIN
2024-05-03 23:11:22,154.00,154.00,0.00,-200.00,-200.00,0.00,0,6,AWAY WIN
2024-05-04 17:05:00,142.00,142.00,0.00,-168.00,-168.00,0.00,5,3,HOME WIN
2024-05-04 18:16:58,164.00,164.00,0.00,-196.00,-196.00,0.00,5,6,AWAY WIN
2024-05-04 20:05:00,172.00,172.00,0.00,-205.00,-205.00,0.00,1,0,HOME WIN
2024-05-05 17:35:00,134.00,134.00,0.00,-158.00,-158.00,0.00,5,3,HOME WIN
2024-05-05 18:10:00,136.00,136.00,0.00,-162.00,-162.00,0.00,2,9,AWAY WIN
