commence_time,last_home_odds,last_away_odds,home_score,away_score,result
2023-10-10 20:07:00,-138.00,118.00,1,9,AWAY WIN
2023-10-11 00:03:00,-144.00,122.00,7,1,HOME WIN
2023-10-11 21:06:00,-120.00,102.00,10,2,HOME WIN
2023-10-11 23:07:00,-138.00,108.00,2,3,AWAY WIN
2023-10-12 01:07:00,108.00,-126.00,4,2,HOME WIN
2023-10-13 00:07:00,128.00,-152.00,3,1,HOME WIN
2023-10-16 00:15:00,-142.00,120.00,0,2,AWAY WIN
2023-10-17 00:07:00,-174.00,146.00,5,3,HOME WIN
2023-10-18 00:07:00,-166.00,140.00,10,0,HOME WIN
2023-10-19 00:03:00,-126.00,108.00,5,8,AWAY WIN
2023-10-19 21:07:00,-260.00,192.00,2,1,HOME WIN
2023-10-20 21:06:00,-3500.00,1550.00,4,5,AWAY WIN
2023-10-21 00:07:00,114.00,-134.00,6,5,HOME WIN
2023-10-22 00:07:00,116.00,-136.00,1,6,AWAY WIN
2023-10-23 00:03:00,-124.00,106.00,2,9,AWAY WIN
2023-10-23 21:07:00,3500.00,-8000.00,1,5,AWAY WIN
2023-10-24 00:03:00,-132.00,112.00,4,11,AWAY WIN
2023-10-25 00:07:00,-168.00,142.00,2,4,AWAY WIN
2023-10-28 00:03:00,-158.00,134.00,6,5,HOME WIN
2023-10-29 00:03:00,-154.00,130.00,1,9,AWAY WIN
2023-10-31 00:03:00,-104.00,-112.00,1,3,AWAY WIN
2023-11-01 00:03:00,-116.00,-102.00,7,11,AWAY WIN
2023-11-02 00:05:00,-108.00,-108.00,0,5,AWAY WIN
2024-03-20 10:05:00,158.00,-188.00,2,5,AWAY WIN
2024-03-21 10:05:00,-188.00,158.00,11,15,AWAY WIN
2024-03-28 19:05:00,-178.00,150.00,11,3,HOME WIN
2024-03-28 20:10:00,144.00,-172.00,0,1,AWAY WIN
2024-03-28 20:10:00,-154.00,130.00,8,2,HOME WIN
2024-03-28 20:10:00,-152.00,128.00,4,5,AWAY WIN
2024-03-28 20:10:00,104.00,-122.00,1,4,AWAY WIN
2024-03-28 20:10:00,-225.00,188.00,7,1,HOME WIN
2024-03-28 20:10:00,-134.00,116.00,5,6,AWAY WIN
2024-03-28 20:10:00,-108.00,-108.00,6,4,HOME WIN
2024-03-28 20:10:00,-134.00,116.00,2,8,AWAY WIN
2024-03-28 23:38:00,-136.00,108.00,4,3,HOME WIN
2024-03-29 02:07:00,124.00,-146.00,0,8,AWAY WIN
2024-03-29 02:10:00,-220.00,184.00,16,1,HOME WIN
2024-03-29 02:10:00,-154.00,130.00,4,6,AWAY WIN
2024-03-29 17:40:00,-106.00,-110.00,1,3,AWAY WIN
2024-03-29 19:05:00,110.00,-130.00,3,9,AWAY WIN
2024-03-29 22:50:00,-1300.00,710.00,8,2,HOME WIN
2024-03-29 23:10:00,400.00,-650.00,2,7,AWAY WIN
2024-03-30 00:10:00,-120.00,102.00,1,7,AWAY WIN
2024-03-30 01:40:00,-240.00,198.00,7,3,HOME WIN
2024-03-30 01:40:00,-142.00,120.00,1,0,HOME WIN
2024-03-30 01:40:00,112.00,-132.00,4,6,AWAY WIN
2024-03-30 01:40:00,-146.00,124.00,3,8,AWAY WIN
2024-03-30 02:10:00,-225.00,188.00,6,3,HOME WIN
2024-03-30 17:40:00,-126.00,108.00,6,7,AWAY WIN
2024-03-30 18:10:00,116.00,-136.00,6,7,AWAY WIN
2024-03-30 20:05:00,114.00,-134.00,4,12,AWAY WIN
2024-03-30 20:05:00,-164.00,138.00,13,4,HOME WIN
2024-03-30 20:07:00,126.00,-148.00,3,12,AWAY WIN
2024-03-30 20:10:00,-164.00,138.00,6,7,AWAY WIN
2024-03-30 20:10:00,108.00,-126.00,1,5,AWAY WIN
2024-03-30 20:10:00,-112.00,-104.00,3,9,AWAY WIN
2024-03-30 20:10:00,-130.00,110.00,5,1,HOME WIN
2024-03-30 23:05:00,-180.00,138.00,11,2,HOME WIN
2024-03-30 23:15:00,186.00,-240.00,6,9,AWAY WIN
2024-03-30 23:16:13,-460.00,320.00,3,5,AWAY WIN
2024-03-31 00:10:00,-178.00,150.00,4,9,AWAY WIN
2024-03-31 01:10:00,-235.00,194.00,5,6,AWAY WIN
2024-03-31 01:40:00,-164.00,138.00,4,3,HOME WIN
2024-03-31 17:35:00,108.00,-126.00,5,4,HOME WIN
2024-03-31 17:35:00,-154.00,130.00,1,4,AWAY WIN
2024-03-31 17:40:00,-168.00,142.00,6,5,HOME WIN
2024-03-31 17:40:00,-130.00,110.00,7,9,AWAY WIN
2024-03-31 17:40:00,-134.00,116.00,1,4,AWAY WIN
2024-03-31 18:10:00,126.00,-148.00,2,3,AWAY WIN
2024-03-31 18:10:00,-124.00,106.00,3,4,AWAY WIN
2024-03-31 18:10:00,102.00,-120.00,11,0,HOME WIN
2024-03-31 18:35:00,-138.00,118.00,5,9,AWAY WIN
2024-03-31 20:07:00,-104.00,-112.00,4,3,HOME WIN
2024-03-31 20:10:00,-200.00,168.00,5,1,HOME WIN
2024-03-31 20:10:00,-154.00,130.00,1,5,AWAY WIN
2024-03-31 23:10:00,-122.00,-104.00,5,4,HOME WIN
2024-04-01 18:20:00,-198.00,166.00,5,0,HOME WIN
2024-04-01 20:05:00,-116.00,-102.00,4,8,AWAY WIN
2024-04-01 22:35:00,-150.00,120.00,6,4,HOME WIN
2024-04-01 22:40:32,-700.00,440.00,3,6,AWAY WIN
2024-04-01 22:40:53,-480.00,330.00,4,7,AWAY WIN
2024-04-01 22:50:00,390.00,-600.00,3,9,AWAY WIN
2024-04-01 23:10:02,-160.00,126.00,0,5,AWAY WIN
2024-04-02 00:10:00,-146.00,124.00,10,0,HOME WIN
2024-04-02 01:40:00,102.00,-120.00,2,5,AWAY WIN
2024-04-02 01:40:00,130.00,-154.00,0,9,AWAY WIN
2024-04-02 01:40:00,-104.00,-112.00,5,4,HOME WIN
2024-04-02 01:40:00,-116.00,-102.00,2,6,AWAY WIN
2024-04-02 02:10:00,-205.00,172.00,8,3,HOME WIN
2024-04-02 20:10:00,-106.00,-110.00,3,2,HOME WIN
2024-04-02 22:35:00,480.00,-800.00,1,4,AWAY WIN
2024-04-02 22:40:00,-260.00,198.00,9,4,HOME WIN
2024-04-02 22:40:00,210.00,-290.00,1,3,AWAY WIN
2024-04-02 22:50:00,-290.00,215.00,5,2,HOME WIN
2024-04-02 23:40:00,136.00,-174.00,3,2,HOME WIN
2024-04-02 23:40:00,-600.00,370.00,12,2,HOME WIN
2024-04-03 00:10:00,-158.00,134.00,1,2,AWAY WIN
2024-04-03 01:40:00,-110.00,-106.00,7,0,HOME WIN
2024-04-03 01:40:00,126.00,-148.00,4,5,AWAY WIN
2024-04-03 01:40:00,-120.00,102.00,2,5,AWAY WIN
2024-04-03 01:40:00,-144.00,122.00,2,5,AWAY WIN
2024-04-03 02:10:00,-148.00,126.00,5,4,HOME WIN
2024-04-03 17:10:00,-108.00,-108.00,2,10,AWAY WIN
2024-04-03 17:10:00,-102.00,-116.00,3,7,AWAY WIN
2024-04-03 17:10:00,-126.00,108.00,1,4,AWAY WIN
2024-04-03 19:37:00,120.00,-142.00,0,1,AWAY WIN
2024-04-03 19:40:00,-102.00,-116.00,5,6,AWAY WIN
2024-04-03 20:10:00,-162.00,136.00,0,8,AWAY WIN
2024-04-03 20:10:00,-148.00,126.00,3,2,HOME WIN
2024-04-03 22:05:06,510.00,-850.00,4,3,HOME WIN
2024-04-03 22:45:00,-290.00,215.00,5,3,HOME WIN
2024-04-04 00:00:00,-215.00,180.00,9,8,HOME WIN
2024-04-04 00:00:00,-180.00,152.00,1,4,AWAY WIN
2024-04-04 00:10:00,-156.00,132.00,8,0,HOME WIN
2024-04-04 02:10:00,-245.00,200.00,5,4,HOME WIN
2024-04-04 20:10:00,-142.00,120.00,2,4,AWAY WIN
2024-04-04 20:15:00,-144.00,122.00,8,5,HOME WIN
2024-04-04 20:35:00,4600.00,-8000.00,4,7,AWAY WIN
2024-04-04 23:40:00,-182.00,144.00,10,1,HOME WIN
2024-04-05 17:05:00,-162.00,136.00,0,3,AWAY WIN
2024-04-05 17:10:00,-235.00,194.00,5,4,HOME WIN
2024-04-05 18:20:00,154.00,-184.00,9,7,HOME WIN
2024-04-05 20:10:00,148.00,-176.00,10,7,HOME WIN
2024-04-05 20:12:00,116.00,-136.00,2,5,AWAY WIN
2024-04-05 20:35:00,-116.00,-102.00,3,2,HOME WIN
2024-04-05 22:40:00,-250.00,188.00,2,3,AWAY WIN
2024-04-05 22:45:00,520.00,-850.00,0,4,AWAY WIN
2024-04-05 23:20:00,-130.00,102.00,6,5,HOME WIN
2024-04-05 23:40:00,-340.00,240.00,2,1,HOME WIN
2024-04-06 00:05:00,120.00,-142.00,10,2,HOME WIN
2024-04-06 00:10:00,-126.00,108.00,6,5,HOME WIN
2024-04-06 01:38:00,-104.00,-112.00,6,8,AWAY WIN
2024-04-06 17:10:00,-168.00,142.00,0,4,AWAY WIN
2024-04-06 18:10:00,-158.00,134.00,1,3,AWAY WIN
2024-04-06 18:15:00,-148.00,126.00,3,1,HOME WIN
2024-04-06 20:05:00,112.00,-132.00,5,4,HOME WIN
2024-04-06 20:05:00,154.00,-184.00,1,4,AWAY WIN
2024-04-06 20:10:00,-116.00,-102.00,9,6,HOME WIN
2024-04-06 23:05:00,-210.00,160.00,7,2,HOME WIN
2024-04-06 23:05:00,-2400.00,1180.00,9,8,HOME WIN
2024-04-06 23:10:00,-166.00,130.00,3,0,HOME WIN
2024-04-06 23:10:00,370.00,-600.00,3,5,AWAY WIN
2024-04-06 23:20:00,450.00,-700.00,9,8,HOME WIN
2024-04-07 00:10:00,120.00,-142.00,6,8,AWAY WIN
2024-04-07 01:05:00,-116.00,-102.00,0,4,AWAY WIN
2024-04-07 01:38:00,-116.00,-102.00,2,1,HOME WIN
2024-04-07 17:35:00,-215.00,180.00,5,2,HOME WIN
2024-04-07 17:35:00,104.00,-122.00,3,2,HOME WIN
2024-04-07 17:35:00,-142.00,120.00,8,3,HOME WIN
2024-04-07 17:35:00,134.00,-158.00,3,2,HOME WIN
2024-04-07 17:40:00,-106.00,-110.00,1,3,AWAY WIN
2024-04-07 17:40:00,-174.00,146.00,1,7,AWAY WIN
2024-04-07 18:10:00,-126.00,108.00,5,3,HOME WIN
2024-04-07 18:10:00,-116.00,-102.00,12,4,HOME WIN
2024-04-07 18:15:00,-136.00,116.00,3,10,AWAY WIN
2024-04-07 18:19:41,-100000.00,5000.00,8,1,HOME WIN
2024-04-07 19:10:00,130.00,-154.00,2,3,AWAY WIN
2024-04-07 20:05:00,-172.00,144.00,3,2,HOME WIN
2024-04-07 20:07:00,-112.00,-104.00,2,12,AWAY WIN
2024-04-07 23:10:00,330.00,-480.00,1,3,AWAY WIN
2024-04-08 22:05:00,-152.00,128.00,7,0,HOME WIN
2024-04-08 22:40:00,-20000.00,5000.00,10,8,HOME WIN
2024-04-08 22:40:00,-1450.00,770.00,7,4,HOME WIN
2024-04-08 23:07:00,-124.00,-102.00,5,2,HOME WIN
2024-04-08 23:20:00,-250.00,188.00,7,8,AWAY WIN
2024-04-08 23:40:00,148.00,-190.00,2,4,AWAY WIN
2024-04-08 23:45:00,-142.00,112.00,3,5,AWAY WIN
2024-04-09 00:05:00,-132.00,112.00,5,10,AWAY WIN
2024-04-09 00:40:00,146.00,-174.00,7,5,HOME WIN
2024-04-09 01:38:00,122.00,-144.00,7,1,HOME WIN
2024-04-09 01:40:00,-136.00,116.00,9,8,HOME WIN
2024-04-09 01:45:00,-220.00,184.00,1,8,AWAY WIN
2024-04-09 16:35:00,-118.00,100.00,3,5,AWAY WIN
2024-04-09 18:10:00,116.00,-136.00,1,7,AWAY WIN
2024-04-09 22:10:00,-260.00,198.00,5,7,AWAY WIN
2024-04-09 22:40:00,170.00,-220.00,5,9,AWAY WIN
2024-04-09 23:05:00,-410.00,290.00,3,2,HOME WIN
2024-04-09 23:07:00,-150.00,118.00,5,3,HOME WIN
2024-04-09 23:20:00,-350.00,250.00,6,5,HOME WIN
2024-04-09 23:40:00,152.00,-196.00,4,3,HOME WIN
2024-04-09 23:40:00,128.00,-164.00,3,6,AWAY WIN
2024-04-09 23:45:00,-102.00,-124.00,3,0,HOME WIN
2024-04-10 00:05:00,-215.00,180.00,3,4,AWAY WIN
2024-04-10 00:40:00,152.00,-180.00,2,3,AWAY WIN
2024-04-10 01:38:00,106.00,-124.00,4,6,AWAY WIN
2024-04-10 01:45:00,-184.00,154.00,3,5,AWAY WIN
2024-04-10 02:05:00,-136.00,116.00,1,5,AWAY WIN
2024-04-10 17:10:00,154.00,-184.00,3,2,HOME WIN
2024-04-10 17:15:00,108.00,-126.00,3,4,AWAY WIN
2024-04-10 19:07:00,-104.00,-112.00,1,6,AWAY WIN
2024-04-10 19:10:00,120.00,-142.00,3,5,AWAY WIN
2024-04-10 19:45:00,-200.00,168.00,7,1,HOME WIN
2024-04-10 20:07:00,106.00,-124.00,2,4,AWAY WIN
2024-04-10 22:10:00,-130.00,104.00,7,6,HOME WIN
2024-04-10 22:40:00,-650.00,410.00,10,2,HOME WIN
2024-04-10 23:05:00,320.00,-460.00,2,5,AWAY WIN
2024-04-10 23:10:00,-200.00,154.00,5,7,AWAY WIN
2024-04-10 23:40:00,-110.00,-116.00,11,2,HOME WIN
2024-04-11 00:05:00,-198.00,166.00,6,2,HOME WIN
2024-04-11 00:30:00,-142.00,120.00,2,7,AWAY WIN
2024-04-11 16:20:00,-162.00,136.00,4,16,AWAY WIN
2024-04-11 18:10:00,114.00,-134.00,13,3,HOME WIN
2024-04-11 18:35:00,-188.00,158.00,0,1,AWAY WIN
2024-04-11 22:40:00,-370.00,260.00,5,1,HOME WIN
2024-04-11 23:10:00,-400.00,280.00,4,9,AWAY WIN
2024-04-12 22:40:00,210.00,-280.00,2,5,AWAY WIN
2024-04-12 22:50:00,-230.00,176.00,2,1,HOME WIN
2024-04-12 23:05:00,540.00,-950.00,1,11,AWAY WIN
2024-04-12 23:07:00,104.00,-132.00,4,12,AWAY WIN
2024-04-12 23:10:00,245.00,-340.00,1,8,AWAY WIN
2024-04-12 23:10:00,390.00,-650.00,0,7,AWAY WIN
2024-04-12 23:10:00,-132.00,104.00,6,1,HOME WIN
2024-04-12 23:40:00,196.00,-260.00,1,11,AWAY WIN
2024-04-12 23:45:00,-240.00,184.00,8,2,HOME WIN
2024-04-13 00:10:00,-126.00,108.00,8,12,AWAY WIN
2024-04-13 01:40:00,-124.00,106.00,6,9,AWAY WIN
2024-04-13 01:40:00,-134.00,114.00,4,2,HOME WIN
2024-04-13 01:40:00,-134.00,114.00,2,1,HOME WIN
2024-04-13 02:10:00,-196.00,164.00,7,8,AWAY WIN
2024-04-13 16:45:00,108.00,-126.00,1,4,AWAY WIN
2024-04-13 17:40:00,-158.00,134.00,7,11,AWAY WIN
2024-04-13 18:10:00,110.00,-130.00,0,5,AWAY WIN
2024-04-13 19:07:00,-190.00,160.00,5,3,HOME WIN
2024-04-13 20:05:00,-148.00,126.00,5,11,AWAY WIN
2024-04-13 20:05:00,-142.00,120.00,9,2,HOME WIN
2024-04-13 20:05:00,-148.00,126.00,4,3,HOME WIN
2024-04-13 20:07:00,112.00,-132.00,1,3,AWAY WIN
2024-04-13 20:10:00,166.00,-198.00,5,1,HOME WIN
2024-04-13 20:10:00,100.00,-118.00,2,11,AWAY WIN
2024-04-14 00:10:00,-112.00,-104.00,4,2,HOME WIN
2024-04-14 01:10:00,-210.00,176.00,5,2,HOME WIN
2024-04-14 01:40:00,112.00,-132.00,1,4,AWAY WIN
2024-04-14 17:35:00,-190.00,160.00,6,4,HOME WIN
2024-04-14 17:35:00,-130.00,110.00,5,4,HOME WIN
2024-04-14 17:35:00,-178.00,150.00,2,9,AWAY WIN
2024-04-14 17:37:00,-240.00,198.00,5,0,HOME WIN
2024-04-14 17:40:00,124.00,-146.00,7,9,AWAY WIN
2024-04-14 17:40:00,118.00,-138.00,8,7,HOME WIN
2024-04-14 17:40:00,-112.00,-104.00,4,3,HOME WIN
2024-04-14 17:40:00,106.00,-124.00,2,1,HOME WIN
2024-04-14 17:40:00,102.00,-120.00,9,4,HOME WIN
2024-04-14 18:10:00,148.00,-176.00,4,11,AWAY WIN
2024-04-14 18:10:00,-126.00,108.00,8,5,HOME WIN
2024-04-14 20:07:00,-126.00,108.00,7,6,HOME WIN
2024-04-14 20:10:00,-144.00,122.00,5,0,HOME WIN
2024-04-14 20:10:00,-146.00,124.00,2,3,AWAY WIN
2024-04-14 23:45:00,-205.00,158.00,3,6,AWAY WIN
2024-04-15 15:10:00,-134.00,114.00,0,6,AWAY WIN
2024-04-15 22:35:00,-600.00,390.00,7,4,HOME WIN
2024-04-15 22:40:00,-270.00,200.00,2,1,HOME WIN
2024-04-15 22:40:00,-156.00,124.00,0,1,AWAY WIN
2024-04-15 22:41:03,-550.00,340.00,3,4,AWAY WIN
2024-04-15 22:49:59,-166.00,130.00,3,7,AWAY WIN
2024-04-15 23:07:00,-186.00,146.00,3,1,HOME WIN
2024-04-15 23:10:00,-146.00,116.00,6,3,HOME WIN
2024-04-15 23:40:00,-330.00,235.00,3,7,AWAY WIN
2024-04-15 23:41:04,140.00,-180.00,0,2,AWAY WIN
2024-04-16 00:10:00,-102.00,-116.00,1,6,AWAY WIN
2024-04-16 01:40:00,-158.00,134.00,2,3,AWAY WIN
2024-04-16 01:40:00,146.00,-174.00,1,3,AWAY WIN
2024-04-16 01:42:00,-154.00,130.00,9,3,HOME WIN
2024-04-16 02:10:00,-390.00,310.00,4,6,AWAY WIN
2024-04-16 22:35:00,-166.00,140.00,11,3,HOME WIN
2024-04-16 22:40:00,-1450.00,780.00,5,0,HOME WIN
2024-04-16 22:40:00,-134.00,104.00,6,3,HOME WIN
2024-04-16 22:50:00,205.00,-280.00,7,6,HOME WIN
2024-04-16 23:07:00,104.00,-132.00,5,4,HOME WIN
2024-04-16 23:10:00,178.00,-235.00,7,10,AWAY WIN
2024-04-16 23:10:00,-120.00,-106.00,3,1,HOME WIN
2024-04-16 23:40:00,410.00,-650.00,3,6,AWAY WIN
2024-04-17 00:10:00,-104.00,-112.00,2,6,AWAY WIN
2024-04-17 01:40:00,-120.00,102.00,12,11,HOME WIN
2024-04-17 01:40:00,-142.00,120.00,3,1,HOME WIN
2024-04-17 01:40:00,122.00,-144.00,2,3,AWAY WIN
2024-04-17 02:10:00,-275.00,225.00,6,2,HOME WIN
2024-04-17 17:10:00,-142.00,120.00,4,5,AWAY WIN
2024-04-17 17:10:00,-132.00,112.00,9,1,HOME WIN
2024-04-17 18:10:00,116.00,-136.00,4,5,AWAY WIN
2024-04-17 19:07:00,-102.00,-116.00,4,6,AWAY WIN
2024-04-17 19:37:00,120.00,-142.00,6,3,HOME WIN
2024-04-17 19:40:00,-120.00,102.00,3,5,AWAY WIN
2024-04-17 20:10:00,-132.00,112.00,5,1,HOME WIN
2024-04-17 22:05:00,-8000.00,3200.00,7,6,HOME WIN
2024-04-17 22:50:00,-190.00,148.00,4,5,AWAY WIN
2024-04-17 23:10:00,-240.00,184.00,2,0,HOME WIN
2024-04-18 17:10:00,-118.00,100.00,7,9,AWAY WIN
2024-04-18 17:10:00,-146.00,124.00,2,1,HOME WIN
2024-04-19 01:45:00,-162.00,136.00,5,0,HOME WIN
2024-04-19 22:40:00,-174.00,146.00,7,0,HOME WIN
2024-04-19 22:40:00,1240.00,-2400.00,1,8,AWAY WIN
2024-04-19 22:40:00,-146.00,114.00,7,1,HOME WIN
2024-04-19 22:45:00,270.00,-400.00,3,5,AWAY WIN
2024-04-19 23:09:49,-210.00,160.00,5,3,HOME WIN
2024-04-19 23:10:00,-290.00,215.00,10,2,HOME WIN
2024-04-19 23:20:00,-220.00,170.00,8,3,HOME WIN
2024-04-19 23:40:00,102.00,-128.00,9,4,HOME WIN
2024-04-20 00:10:00,-152.00,128.00,4,5,AWAY WIN
2024-04-20 00:15:00,100.00,-118.00,1,2,AWAY WIN
2024-04-20 01:40:00,-110.00,-106.00,1,5,AWAY WIN
2024-04-20 02:10:00,-200.00,168.00,4,9,AWAY WIN
2024-04-20 02:15:00,-126.00,108.00,1,17,AWAY WIN
2024-04-20 17:05:00,-136.00,116.00,0,2,AWAY WIN
2024-04-20 18:10:00,-130.00,110.00,4,3,HOME WIN
2024-04-20 18:15:00,-132.00,112.00,5,12,AWAY WIN
2024-04-20 20:05:00,-102.00,-116.00,7,3,HOME WIN
2024-04-20 20:05:00,-122.00,104.00,2,4,AWAY WIN
2024-04-20 20:05:00,158.00,-188.00,5,4,HOME WIN
2024-04-20 22:05:00,-330.00,265.00,9,5,HOME WIN
2024-04-20 22:10:00,-600.00,370.00,6,3,HOME WIN
2024-04-20 22:40:20,-850.00,500.00,7,5,HOME WIN
2024-04-20 23:10:00,2500.00,-6000.00,7,9,AWAY WIN
2024-04-20 23:20:00,114.00,-144.00,5,2,HOME WIN
2024-04-20 23:40:00,-360.00,260.00,5,3,HOME WIN
2024-04-21 00:10:00,154.00,-184.00,0,7,AWAY WIN
2024-04-21 00:40:00,102.00,-120.00,2,5,AWAY WIN
2024-04-21 17:35:00,-275.00,225.00,8,2,HOME WIN
2024-04-21 17:35:00,164.00,-196.00,6,0,HOME WIN
2024-04-21 17:35:00,-126.00,108.00,5,4,HOME WIN
2024-04-21 17:40:00,-126.00,108.00,3,0,HOME WIN
2024-04-21 17:40:00,-184.00,154.00,6,2,HOME WIN
2024-04-21 18:10:00,-118.00,100.00,0,5,AWAY WIN
2024-04-21 18:10:00,-110.00,-106.00,1,6,AWAY WIN
2024-04-21 18:15:00,-162.00,136.00,0,2,AWAY WIN
2024-04-21 18:20:00,-124.00,106.00,3,6,AWAY WIN
2024-04-21 20:05:00,-112.00,-104.00,3,5,AWAY WIN
2024-04-21 20:10:00,-124.00,106.00,6,3,HOME WIN
2024-04-21 23:10:00,-850.00,510.00,4,6,AWAY WIN
2024-04-22 00:10:00,100.00,-118.00,2,10,AWAY WIN
2024-04-22 17:05:00,-255.00,210.00,0,2,AWAY WIN
2024-04-22 22:40:00,1300.00,-3000.00,0,7,AWAY WIN
2024-04-22 22:40:00,-160.00,126.00,4,2,HOME WIN
2024-04-22 22:50:00,1140.00,-2400.00,1,7,AWAY WIN
2024-04-22 23:20:00,-240.00,186.00,3,0,HOME WIN
2024-04-22 23:40:00,-750.00,460.00,7,0,HOME WIN
2024-04-22 23:40:00,-112.00,-112.00,3,5,AWAY WIN
2024-04-22 23:45:00,-126.00,-102.00,5,3,HOME WIN
2024-04-23 00:40:00,146.00,-174.00,1,3,AWAY WIN
2024-04-23 01:38:00,-108.00,-108.00,2,4,AWAY WIN
2024-04-23 01:45:00,-116.00,-102.00,5,2,HOME WIN
2024-04-23 22:09:38,-650.00,430.00,4,1,HOME WIN
2024-04-23 22:39:31,-1350.00,740.00,8,1,HOME WIN
2024-04-23 22:40:00,-280.00,205.00,2,1,HOME WIN
2024-04-23 22:45:11,-116.00,-110.00,1,4,AWAY WIN
2024-04-23 22:50:48,102.00,-130.00,2,4,AWAY WIN
2024-04-23 23:07:19,-850.00,510.00,4,3,HOME WIN
2024-04-23 23:19:50,-1250.00,630.00,5,0,HOME WIN
2024-04-23 23:40:16,-280.00,205.00,7,2,HOME WIN
2024-04-23 23:40:54,-124.00,-102.00,3,2,HOME WIN
2024-04-23 23:41:05,-600.00,380.00,6,5,HOME WIN
2024-04-23 23:44:51,-230.00,178.00,1,14,AWAY WIN
2024-04-24 00:05:00,-102.00,-116.00,0,4,AWAY WIN
2024-04-24 00:40:00,126.00,-148.00,7,4,HOME WIN
2024-04-24 01:38:00,132.00,-156.00,7,4,HOME WIN
2024-04-24 01:45:00,-134.00,116.00,5,1,HOME WIN
2024-04-24 17:15:00,100.00,-118.00,5,1,HOME WIN
2024-04-24 19:45:00,-132.00,112.00,2,8,AWAY WIN
2024-04-24 20:07:00,100.00,-118.00,5,6,AWAY WIN
2024-04-24 22:10:00,4300.00,-8000.00,0,8,AWAY WIN
2024-04-24 22:40:00,142.00,-182.00,7,4,HOME WIN
2024-04-24 22:40:00,128.00,-164.00,2,3,AWAY WIN
2024-04-24 22:45:00,310.00,-450.00,2,11,AWAY WIN
2024-04-24 22:50:00,-1600.00,880.00,7,5,HOME WIN
2024-04-24 23:05:00,-650.00,410.00,7,3,HOME WIN
2024-04-24 23:20:00,-410.00,290.00,4,3,HOME WIN
2024-04-24 23:39:44,-210.00,160.00,4,3,HOME WIN
2024-04-24 23:40:00,-210.00,160.00,6,3,HOME WIN
2024-04-24 23:40:00,-186.00,144.00,3,2,HOME WIN
2024-04-25 00:05:00,-142.00,120.00,5,1,HOME WIN
2024-04-25 00:40:00,132.00,-156.00,2,5,AWAY WIN
2024-04-25 16:35:00,102.00,-120.00,5,7,AWAY WIN
2024-04-25 17:10:00,-240.00,198.00,6,3,HOME WIN
2024-04-25 17:10:00,130.00,-154.00,0,5,AWAY WIN
2024-04-25 18:20:00,114.00,-134.00,3,1,HOME WIN
2024-04-25 18:35:00,-102.00,-116.00,3,4,AWAY WIN
2024-04-25 19:10:00,124.00,-146.00,10,9,HOME WIN
2024-04-25 20:05:00,176.00,-210.00,1,2,AWAY WIN
2024-04-25 23:05:00,116.00,-148.00,1,3,AWAY WIN
2024-04-26 17:10:00,-112.00,-104.00,0,8,AWAY WIN
2024-04-26 23:05:00,-250.00,188.00,2,3,AWAY WIN
2024-04-26 23:07:00,1420.00,-3500.00,2,12,AWAY WIN
2024-04-26 23:10:00,240.00,-340.00,1,7,AWAY WIN
2024-04-26 23:10:00,-360.00,250.00,1,3,AWAY WIN
2024-04-26 23:10:00,340.00,-550.00,2,4,AWAY WIN
2024-04-26 23:20:00,-140.00,110.00,6,2,HOME WIN
2024-04-26 23:40:00,172.00,-225.00,9,4,HOME WIN
2024-04-27 00:05:00,-174.00,146.00,2,1,HOME WIN
2024-04-27 00:10:00,114.00,-134.00,7,6,HOME WIN
2024-04-27 01:38:00,-116.00,-102.00,3,5,AWAY WIN
2024-04-27 01:40:00,108.00,-126.00,6,1,HOME WIN
2024-04-27 01:40:00,-104.00,-112.00,3,9,AWAY WIN
2024-04-27 02:15:00,-148.00,126.00,3,0,HOME WIN
2024-04-27 19:07:00,138.00,-164.00,2,4,AWAY WIN
2024-04-27 20:05:00,-174.00,146.00,7,0,HOME WIN
2024-04-27 20:05:00,-134.00,114.00,4,8,AWAY WIN
2024-04-27 20:05:00,108.00,-126.00,4,7,AWAY WIN
2024-04-27 20:10:00,-142.00,120.00,4,11,AWAY WIN
2024-04-27 22:10:00,330.00,-480.00,6,5,HOME WIN
2024-04-27 22:26:59,1000.00,-2000.00,4,12,AWAY WIN
2024-04-27 23:09:57,280.00,-400.00,3,15,AWAY WIN
2024-04-27 23:10:00,260.00,-370.00,8,7,HOME WIN
2024-04-27 23:20:00,-158.00,124.00,2,4,AWAY WIN
2024-04-28 00:40:00,-116.00,-102.00,1,5,AWAY WIN
2024-04-28 01:05:00,-152.00,128.00,3,4,AWAY WIN
2024-04-28 01:38:00,-112.00,-104.00,5,16,AWAY WIN
2024-04-28 01:40:00,-156.00,132.00,3,1,HOME WIN
2024-04-28 17:35:00,-178.00,150.00,4,3,HOME WIN
2024-04-28 17:35:00,-168.00,142.00,6,7,AWAY WIN
2024-04-28 17:40:00,-154.00,130.00,4,1,HOME WIN
2024-04-28 17:40:00,-148.00,126.00,9,12,AWAY WIN
2024-04-28 17:40:00,-116.00,-102.00,4,2,HOME WIN
2024-04-28 18:10:00,158.00,-188.00,4,2,HOME WIN
2024-04-28 18:10:00,120.00,-142.00,5,15,AWAY WIN
2024-04-28 18:35:00,-124.00,106.00,4,3,HOME WIN
2024-04-28 20:05:00,-120.00,102.00,3,2,HOME WIN
