commence_time,last_home_odds,last_away_odds,home_score,away_score,result
2023-06-27 23:07:00,-215.00,166.00,0,3,AWAY WIN
2023-06-27 23:10:26,-124.00,-102.00,7,2,HOME WIN
2023-06-27 23:11:59,190.00,-260.00,1,10,AWAY WIN
2023-06-27 23:20:00,-1100.00,590.00,6,2,HOME WIN
2023-06-27 23:45:00,152.00,-196.00,4,2,HOME WIN
2023-06-28 00:05:00,114.00,-134.00,1,5,AWAY WIN
2023-06-28 00:05:00,-188.00,158.00,8,3,HOME WIN
2023-06-28 00:10:00,120.00,-142.00,1,2,AWAY WIN
2023-06-28 00:40:00,235.00,-290.00,0,5,AWAY WIN
2023-06-28 01:38:00,-168.00,142.00,4,2,HOME WIN
2023-06-28 01:40:00,-132.00,112.00,8,4,HOME WIN
2023-06-28 01:40:00,116.00,-136.00,2,1,HOME WIN
2023-06-28 01:40:00,-240.00,198.00,4,7,AWAY WIN
2023-06-28 20:10:00,-260.00,215.00,1,4,AWAY WIN
2023-06-28 23:05:00,114.00,-146.00,7,11,AWAY WIN
2023-06-28 23:05:00,-250.00,186.00,7,1,HOME WIN
2023-06-28 23:07:43,-2000.00,1000.00,6,1,HOME WIN
2023-06-28 23:10:00,156.00,-205.00,2,6,AWAY WIN
2023-06-28 23:10:00,100.00,-128.00,2,5,AWAY WIN
2023-06-28 23:45:00,198.00,-260.00,7,10,AWAY WIN
2023-06-29 00:05:00,116.00,-136.00,5,8,AWAY WIN
2023-06-29 00:05:00,-225.00,188.00,10,2,HOME WIN
2023-06-29 00:10:00,124.00,-146.00,1,14,AWAY WIN
2023-06-29 00:40:00,168.00,-200.00,9,8,HOME WIN
2023-06-29 01:38:00,-130.00,110.00,5,11,AWAY WIN
2023-06-29 01:40:00,128.00,-152.00,2,3,AWAY WIN
2023-06-29 01:40:00,136.00,-162.00,0,11,AWAY WIN
2023-06-29 16:35:00,166.00,-198.00,5,4,HOME WIN
2023-06-29 18:10:00,140.00,-166.00,4,3,HOME WIN
2023-06-29 20:07:00,-152.00,128.00,7,9,AWAY WIN
2023-06-29 22:10:00,108.00,-136.00,0,2,AWAY WIN
2023-06-29 23:07:00,-168.00,132.00,2,1,HOME WIN
2023-06-29 23:10:00,-750.00,450.00,2,3,AWAY WIN
2023-06-29 23:15:00,960.00,-1800.00,0,14,AWAY WIN
2023-06-30 00:05:00,102.00,-120.00,1,3,AWAY WIN
2023-06-30 00:40:00,162.00,-194.00,3,14,AWAY WIN
2023-06-30 18:20:00,-156.00,132.00,10,1,HOME WIN
2023-06-30 21:10:00,460.00,-750.00,7,5,HOME WIN
2023-06-30 22:05:00,150.00,-192.00,1,2,AWAY WIN
2023-06-30 23:05:00,580.00,-1000.00,8,7,HOME WIN
2023-06-30 23:07:00,-182.00,142.00,0,5,AWAY WIN
2023-06-30 23:10:00,-205.00,158.00,4,5,AWAY WIN
2023-06-30 23:20:00,-1600.00,820.00,16,4,HOME WIN
2023-07-01 00:05:00,-108.00,-108.00,1,8,AWAY WIN
2023-07-01 00:05:00,-178.00,150.00,3,5,AWAY WIN
2023-07-01 00:10:00,102.00,-120.00,8,5,HOME WIN
2023-07-01 00:10:00,200.00,-245.00,3,9,AWAY WIN
2023-07-01 01:38:00,-172.00,144.00,2,6,AWAY WIN
2023-07-01 01:40:00,136.00,-162.00,7,4,HOME WIN
2023-07-01 02:10:00,114.00,-134.00,4,15,AWAY WIN
2023-07-01 19:07:00,-154.00,130.00,6,7,AWAY WIN
2023-07-01 20:05:00,-126.00,108.00,0,1,AWAY WIN
2023-07-01 20:05:00,-132.00,112.00,5,2,HOME WIN
2023-07-01 20:05:00,-215.00,180.00,19,4,HOME WIN
2023-07-01 20:10:00,-168.00,142.00,7,0,HOME WIN
2023-07-01 20:10:00,-148.00,126.00,4,1,HOME WIN
2023-07-01 20:46:44,128.00,-152.00,8,11,AWAY WIN
2023-07-01 23:15:00,-215.00,164.00,8,3,HOME WIN
2023-07-02 00:15:00,-134.00,116.00,0,6,AWAY WIN
2023-07-02 00:40:00,205.00,-250.00,6,4,HOME WIN
2023-07-02 01:10:00,-116.00,-102.00,2,4,AWAY WIN
2023-07-02 01:15:00,-120.00,102.00,2,6,AWAY WIN
2023-07-02 02:07:00,-116.00,-102.00,1,3,AWAY WIN
2023-07-02 16:05:00,-102.00,-116.00,2,1,HOME WIN
2023-07-02 17:35:00,-184.00,154.00,6,3,HOME WIN
2023-07-02 17:35:00,-102.00,-116.00,3,6,AWAY WIN
2023-07-02 17:35:00,-250.00,205.00,4,5,AWAY WIN
2023-07-02 17:37:00,-190.00,160.00,4,5,AWAY WIN
2023-07-02 18:10:00,172.00,-205.00,9,1,HOME WIN
2023-07-02 18:15:00,-102.00,-116.00,5,1,HOME WIN
2023-07-02 19:10:00,-108.00,-108.00,9,14,AWAY WIN
2023-07-02 20:07:00,108.00,-126.00,5,2,HOME WIN
2023-07-02 20:10:00,-142.00,120.00,7,6,HOME WIN
2023-07-02 23:00:00,280.00,-400.00,6,8,AWAY WIN
2023-07-02 23:10:00,-128.00,100.00,8,4,HOME WIN
2023-07-03 18:05:00,-110.00,-106.00,11,12,AWAY WIN
2023-07-03 18:10:00,-108.00,-108.00,8,6,HOME WIN
2023-07-03 22:30:00,210.00,-280.00,2,3,AWAY WIN
2023-07-03 22:40:00,-142.00,112.00,5,4,HOME WIN
2023-07-03 23:05:00,290.00,-430.00,6,3,HOME WIN
2023-07-03 23:10:00,260.00,-370.00,2,4,AWAY WIN
2023-07-04 00:10:00,-235.00,194.00,8,4,HOME WIN
2023-07-04 01:40:00,-200.00,168.00,10,3,HOME WIN
2023-07-04 01:45:00,-142.00,120.00,5,6,AWAY WIN
2023-07-04 02:10:00,-168.00,142.00,5,2,HOME WIN
2023-07-04 17:05:00,-120.00,102.00,8,4,HOME WIN
2023-07-04 17:10:00,-154.00,130.00,15,2,HOME WIN
2023-07-04 18:10:00,-190.00,160.00,9,3,HOME WIN
2023-07-04 20:10:00,-106.00,-110.00,5,8,AWAY WIN
2023-07-04 20:10:00,-120.00,102.00,6,7,AWAY WIN
2023-07-04 20:10:00,-142.00,120.00,1,3,AWAY WIN
2023-07-04 22:40:00,-146.00,114.00,0,1,AWAY WIN
2023-07-04 22:40:00,-750.00,460.00,8,5,HOME WIN
2023-07-04 23:11:14,114.00,-144.00,6,5,HOME WIN
2023-07-05 00:10:00,106.00,-124.00,3,4,AWAY WIN
2023-07-05 01:10:00,-270.00,220.00,7,9,AWAY WIN
2023-07-05 18:10:00,-235.00,194.00,6,4,HOME WIN
2023-07-05 22:39:45,-128.00,100.00,4,8,AWAY WIN
2023-07-05 22:40:00,960.00,-1800.00,3,12,AWAY WIN
2023-07-05 22:40:00,-182.00,144.00,10,9,HOME WIN
2023-07-05 23:05:00,-134.00,106.00,3,6,AWAY WIN
2023-07-05 23:05:00,205.00,-280.00,2,9,AWAY WIN
2023-07-05 23:10:00,690.00,-1300.00,1,8,AWAY WIN
2023-07-05 23:10:00,-260.00,190.00,4,2,HOME WIN
2023-07-05 23:40:00,-550.00,350.00,5,0,HOME WIN
2023-07-06 00:10:00,120.00,-142.00,3,4,AWAY WIN
2023-07-06 00:40:00,-178.00,150.00,5,3,HOME WIN
2023-07-06 01:05:00,-174.00,146.00,2,0,HOME WIN
2023-07-06 01:40:00,-110.00,-106.00,1,2,AWAY WIN
2023-07-06 02:10:00,-260.00,215.00,6,4,HOME WIN
2023-07-06 17:05:00,-116.00,-102.00,4,5,AWAY WIN
2023-07-06 17:10:00,-164.00,138.00,9,0,HOME WIN
2023-07-06 18:10:00,-104.00,-112.00,6,5,HOME WIN
2023-07-06 22:38:00,-174.00,136.00,1,3,AWAY WIN
2023-07-06 22:40:00,-200.00,156.00,0,3,AWAY WIN
2023-07-06 23:05:00,188.00,-250.00,1,14,AWAY WIN
2023-07-06 23:10:00,-102.00,-126.00,10,6,HOME WIN
2023-07-07 00:10:00,118.00,-138.00,1,5,AWAY WIN
2023-07-07 00:30:00,3500.00,-8000.00,4,5,AWAY WIN
2023-07-07 00:30:00,-225.00,188.00,6,1,HOME WIN
2023-07-07 01:40:00,-138.00,118.00,0,9,AWAY WIN
2023-07-07 02:10:00,-210.00,176.00,5,2,HOME WIN
2023-07-07 22:39:41,192.00,-260.00,1,2,AWAY WIN
2023-07-07 22:40:00,2600.00,-6000.00,2,12,AWAY WIN
2023-07-07 22:40:00,-1100.00,620.00,3,4,AWAY WIN
2023-07-07 23:04:44,184.00,-240.00,2,7,AWAY WIN
2023-07-07 23:08:11,114.00,-146.00,0,3,AWAY WIN
2023-07-07 23:11:18,-2000.00,1080.00,7,3,HOME WIN
2023-07-07 23:11:48,-300.00,220.00,3,0,HOME WIN
2023-07-08 00:10:00,-168.00,142.00,1,3,AWAY WIN
2023-07-08 00:10:00,-108.00,-108.00,8,7,HOME WIN
2023-07-08 00:10:00,-124.00,106.00,7,3,HOME WIN
2023-07-08 00:10:00,-112.00,-104.00,1,10,AWAY WIN
2023-07-08 01:40:00,-225.00,188.00,7,3,HOME WIN
2023-07-08 01:40:00,-124.00,106.00,5,7,AWAY WIN
2023-07-08 02:10:00,-172.00,144.00,11,4,HOME WIN
2023-07-08 02:15:00,-174.00,146.00,2,5,AWAY WIN
2023-07-08 17:05:00,-184.00,154.00,6,3,HOME WIN
2023-07-08 17:10:00,176.00,-210.00,2,0,HOME WIN
2023-07-08 18:10:00,-124.00,106.00,2,6,AWAY WIN
2023-07-08 20:05:00,148.00,-176.00,8,3,HOME WIN
2023-07-08 20:10:00,-225.00,188.00,10,3,HOME WIN
2023-07-08 20:10:00,-134.00,114.00,5,8,AWAY WIN
2023-07-08 20:10:00,-112.00,-104.00,5,3,HOME WIN
2023-07-08 21:10:00,-8000.00,2800.00,10,6,HOME WIN
2023-07-08 23:15:00,-104.00,-122.00,1,6,AWAY WIN
2023-07-08 23:15:00,-550.00,330.00,3,2,HOME WIN
2023-07-09 01:10:00,-144.00,122.00,10,5,HOME WIN
2023-07-09 02:10:00,-178.00,150.00,3,1,HOME WIN
2023-07-09 16:05:00,172.00,-205.00,7,2,HOME WIN
2023-07-09 17:35:00,-142.00,120.00,4,7,AWAY WIN
2023-07-09 17:40:00,-118.00,100.00,10,4,HOME WIN
2023-07-09 17:40:00,110.00,-130.00,3,4,AWAY WIN
2023-07-09 17:40:00,-118.00,100.00,7,3,HOME WIN
2023-07-09 18:10:00,-156.00,132.00,2,15,AWAY WIN
2023-07-09 18:10:00,-120.00,102.00,3,4,AWAY WIN
2023-07-09 18:10:00,-102.00,-116.00,1,3,AWAY WIN
2023-07-09 20:05:00,-275.00,225.00,1,0,HOME WIN
2023-07-09 20:10:00,-132.00,112.00,6,2,HOME WIN
2023-07-14 22:05:00,860.00,-1600.00,3,8,AWAY WIN
2023-07-14 23:05:00,-106.00,-118.00,4,6,AWAY WIN
2023-07-14 23:07:50,-700.00,430.00,7,2,HOME WIN
2023-07-14 23:10:00,-128.00,100.00,0,1,AWAY WIN
2023-07-14 23:10:00,-102.00,-126.00,0,6,AWAY WIN
2023-07-14 23:20:00,-1450.00,780.00,9,0,HOME WIN
2023-07-15 00:05:00,112.00,-132.00,3,8,AWAY WIN
2023-07-15 00:05:00,-138.00,118.00,12,4,HOME WIN
2023-07-15 00:10:00,-136.00,116.00,5,2,HOME WIN
2023-07-15 00:15:00,-198.00,166.00,5,7,AWAY WIN
2023-07-15 00:40:00,168.00,-200.00,7,2,HOME WIN
2023-07-15 01:38:00,-156.00,132.00,5,7,AWAY WIN
2023-07-15 01:40:00,172.00,-205.00,4,5,AWAY WIN
2023-07-15 02:10:00,-178.00,150.00,4,5,AWAY WIN
2023-07-15 18:20:00,-122.00,104.00,10,4,HOME WIN
2023-07-15 19:07:00,-154.00,130.00,5,2,HOME WIN
2023-07-15 20:05:00,-164.00,138.00,2,0,HOME WIN
2023-07-15 23:05:00,132.00,-168.00,6,5,HOME WIN
2023-07-15 23:05:00,-108.00,-118.00,9,4,HOME WIN
2023-07-15 23:10:00,108.00,-138.00,2,4,AWAY WIN
2023-07-15 23:15:00,154.00,-200.00,5,6,AWAY WIN
2023-07-15 23:45:41,122.00,-156.00,1,3,AWAY WIN
2023-07-16 00:00:00,-118.00,100.00,1,5,AWAY WIN
2023-07-16 00:10:00,136.00,-162.00,3,6,AWAY WIN
2023-07-16 00:15:00,-196.00,164.00,9,6,HOME WIN
2023-07-16 00:25:00,-112.00,-104.00,0,3,AWAY WIN
2023-07-16 01:07:00,130.00,-154.00,13,12,HOME WIN
2023-07-16 01:40:00,-205.00,172.00,0,6,AWAY WIN
2023-07-16 17:35:00,-172.00,144.00,1,8,AWAY WIN
2023-07-16 17:37:00,-164.00,138.00,7,5,HOME WIN
2023-07-16 17:40:00,-124.00,106.00,3,4,AWAY WIN
2023-07-16 18:10:00,205.00,-250.00,8,4,HOME WIN
2023-07-16 18:20:00,-158.00,134.00,5,11,AWAY WIN
2023-07-16 18:35:00,-124.00,106.00,6,5,HOME WIN
2023-07-16 19:10:00,198.00,-240.00,8,7,HOME WIN
2023-07-16 20:07:00,176.00,-210.00,4,5,AWAY WIN
2023-07-16 20:10:00,-210.00,176.00,2,0,HOME WIN
2023-07-16 20:30:00,-280.00,200.00,7,6,HOME WIN
2023-07-16 21:30:00,-168.00,132.00,2,1,HOME WIN
2023-07-16 23:10:00,102.00,-130.00,8,9,AWAY WIN
2023-07-17 23:05:25,-550.00,350.00,4,6,AWAY WIN
2023-07-17 23:11:28,118.00,-150.00,2,4,AWAY WIN
2023-07-17 23:46:58,-136.00,108.00,6,4,HOME WIN
2023-07-17 23:50:00,-112.00,-112.00,0,11,AWAY WIN
2023-07-18 00:05:00,-134.00,114.00,5,7,AWAY WIN
2023-07-18 00:05:00,104.00,-122.00,3,2,HOME WIN
2023-07-18 00:10:00,116.00,-136.00,2,3,AWAY WIN
2023-07-18 01:38:00,-134.00,114.00,4,3,HOME WIN
2023-07-18 01:40:00,134.00,-158.00,0,7,AWAY WIN
2023-07-18 01:40:00,-142.00,120.00,7,6,HOME WIN
2023-07-18 22:40:00,-340.00,245.00,4,3,HOME WIN
2023-07-18 23:05:00,300.00,-450.00,3,10,AWAY WIN
2023-07-18 23:07:00,158.00,-205.00,1,9,AWAY WIN
2023-07-18 23:10:00,-2000.00,1040.00,11,10,HOME WIN
2023-07-18 23:20:00,-164.00,128.00,13,16,AWAY WIN
2023-07-18 23:45:00,-240.00,182.00,5,2,HOME WIN
2023-07-19 00:05:00,-168.00,142.00,17,3,HOME WIN
2023-07-19 00:05:00,-134.00,114.00,5,3,HOME WIN
2023-07-19 00:10:00,146.00,-174.00,11,10,HOME WIN
2023-07-19 00:30:00,112.00,-132.00,10,11,AWAY WIN
2023-07-19 00:40:00,184.00,-220.00,4,3,HOME WIN
2023-07-19 01:38:00,-108.00,-108.00,5,1,HOME WIN
2023-07-19 01:40:00,152.00,-180.00,3,0,HOME WIN
2023-07-19 01:40:00,-124.00,106.00,3,10,AWAY WIN
2023-07-19 16:35:00,108.00,-126.00,7,5,HOME WIN
2023-07-19 17:05:00,142.00,-168.00,8,5,HOME WIN
2023-07-19 22:40:00,172.00,-225.00,3,5,AWAY WIN
2023-07-19 23:07:00,-1600.00,850.00,7,3,HOME WIN
2023-07-19 23:07:00,-156.00,124.00,0,2,AWAY WIN
2023-07-19 23:10:00,-360.00,250.00,5,1,HOME WIN
2023-07-19 23:10:00,-235.00,180.00,3,2,HOME WIN
2023-07-19 23:20:00,-215.00,164.00,3,5,AWAY WIN
2023-07-20 00:05:00,-162.00,136.00,8,3,HOME WIN
2023-07-20 00:10:00,128.00,-152.00,2,3,AWAY WIN
2023-07-20 01:40:00,-154.00,130.00,3,6,AWAY WIN
2023-07-20 16:20:00,-188.00,158.00,7,5,HOME WIN
2023-07-20 16:35:00,108.00,-126.00,5,1,HOME WIN
2023-07-20 16:35:00,-124.00,106.00,0,4,AWAY WIN
2023-07-20 17:07:00,100.00,-118.00,4,0,HOME WIN
2023-07-20 17:10:00,-142.00,120.00,2,6,AWAY WIN
2023-07-20 19:40:00,-138.00,118.00,5,0,HOME WIN
2023-07-20 22:39:58,194.00,-260.00,3,4,AWAY WIN
2023-07-21 00:05:00,-122.00,104.00,2,7,AWAY WIN
2023-07-21 01:40:00,176.00,-210.00,1,3,AWAY WIN
2023-07-21 18:20:00,-118.00,100.00,4,3,HOME WIN
2023-07-21 22:40:00,-350.00,250.00,3,0,HOME WIN
2023-07-21 22:40:00,1340.00,-3000.00,1,6,AWAY WIN
2023-07-21 22:40:00,1750.00,-4500.00,4,5,AWAY WIN
2023-07-21 23:05:00,-280.00,205.00,5,4,HOME WIN
2023-07-21 23:05:00,128.00,-164.00,5,3,HOME WIN
2023-07-21 23:10:00,-174.00,136.00,9,6,HOME WIN
2023-07-21 23:10:00,-550.00,350.00,4,5,AWAY WIN
2023-07-21 23:10:00,-200.00,154.00,6,5,HOME WIN
2023-07-22 00:05:00,-126.00,108.00,5,11,AWAY WIN
2023-07-22 00:10:00,106.00,-124.00,4,6,AWAY WIN
2023-07-22 00:10:00,-156.00,132.00,9,4,HOME WIN
2023-07-22 01:38:00,-190.00,160.00,8,5,HOME WIN
2023-07-22 01:40:00,198.00,-240.00,4,6,AWAY WIN
2023-07-22 02:10:00,-116.00,-102.00,3,2,HOME WIN
2023-07-22 17:05:00,-220.00,184.00,5,2,HOME WIN
2023-07-22 20:05:00,104.00,-122.00,3,16,AWAY WIN
2023-07-22 20:10:00,-168.00,142.00,5,6,AWAY WIN
2023-07-22 20:10:00,118.00,-138.00,9,8,HOME WIN
2023-07-22 22:09:50,-158.00,124.00,3,14,AWAY WIN
2023-07-22 23:05:00,-2000.00,1000.00,10,1,HOME WIN
2023-07-22 23:10:00,-380.00,270.00,8,6,HOME WIN
2023-07-22 23:10:00,-106.00,-120.00,1,0,HOME WIN
2023-07-22 23:15:00,460.00,-750.00,4,3,HOME WIN
2023-07-22 23:44:00,-174.00,136.00,3,2,HOME WIN
2023-07-23 01:07:00,156.00,-186.00,4,1,HOME WIN
2023-07-23 01:07:00,-198.00,166.00,0,3,AWAY WIN
2023-07-23 17:35:00,-188.00,158.00,8,5,HOME WIN
2023-07-23 17:40:00,-134.00,116.00,3,5,AWAY WIN
2023-07-23 18:10:00,152.00,-180.00,2,4,AWAY WIN
2023-07-23 18:10:00,-156.00,132.00,5,4,HOME WIN
2023-07-23 18:35:00,-104.00,-112.00,8,4,HOME WIN
2023-07-23 20:07:00,194.00,-240.00,2,3,AWAY WIN
2023-07-23 20:07:00,-130.00,110.00,7,5,HOME WIN
2023-07-23 20:10:00,-130.00,110.00,3,4,AWAY WIN
2023-07-23 23:10:00,-166.00,130.00,6,1,HOME WIN
2023-07-24 22:43:35,122.00,-154.00,2,3,AWAY WIN
2023-07-24 23:05:14,168.00,-215.00,6,10,AWAY WIN
2023-07-24 23:10:00,130.00,-166.00,3,5,AWAY WIN
2023-07-24 23:41:34,-136.00,108.00,4,3,HOME WIN
2023-07-25 00:10:00,-120.00,102.00,3,2,HOME WIN
2023-07-25 00:10:00,-108.00,-108.00,10,9,HOME WIN
2023-07-25 01:40:00,-162.00,136.00,6,10,AWAY WIN
2023-07-25 01:40:00,-275.00,225.00,4,8,AWAY WIN
2023-07-25 02:10:00,-120.00,102.00,3,6,AWAY WIN
2023-07-25 22:40:00,138.00,-176.00,4,3,HOME WIN
2023-07-25 22:40:00,200.00,-270.00,6,7,AWAY WIN
2023-07-25 22:40:00,-950.00,560.00,4,1,HOME WIN
2023-07-25 23:05:00,132.00,-168.00,3,9,AWAY WIN
2023-07-25 23:10:00,-550.00,340.00,5,1,HOME WIN
2023-07-25 23:41:22,-450.00,310.00,7,9,AWAY WIN
2023-07-26 00:10:00,126.00,-148.00,7,1,HOME WIN
2023-07-26 00:10:00,-102.00,-116.00,3,7,AWAY WIN
2023-07-26 00:10:00,-152.00,128.00,3,4,AWAY WIN
2023-07-26 00:10:00,-136.00,116.00,4,3,HOME WIN
2023-07-26 00:45:00,-134.00,114.00,6,5,HOME WIN
2023-07-26 01:40:00,-108.00,-108.00,3,1,HOME WIN
2023-07-26 01:40:00,-290.00,235.00,5,1,HOME WIN
2023-07-26 01:45:00,-270.00,220.00,2,1,HOME WIN
2023-07-26 02:10:00,-148.00,126.00,8,7,HOME WIN
2023-07-26 16:05:00,-130.00,110.00,5,4,HOME WIN
2023-07-26 16:10:00,-166.00,140.00,1,7,AWAY WIN
2023-07-26 17:10:00,-136.00,116.00,7,8,AWAY WIN
2023-07-26 18:10:00,-142.00,120.00,3,0,HOME WIN
2023-07-26 20:10:00,-152.00,128.00,1,8,AWAY WIN
2023-07-26 20:10:00,-198.00,166.00,2,3,AWAY WIN
2023-07-26 22:05:00,-120.00,-106.00,6,4,HOME WIN
2023-07-26 23:05:00,-240.00,182.00,3,1,HOME WIN
2023-07-26 23:10:00,126.00,-160.00,5,3,HOME WIN
2023-07-27 00:10:00,102.00,-120.00,7,10,AWAY WIN
2023-07-27 00:10:00,-184.00,154.00,5,13,AWAY WIN
2023-07-27 01:45:00,-235.00,194.00,8,3,HOME WIN
2023-07-27 23:09:32,-260.00,190.00,2,1,HOME WIN
2023-07-27 23:44:29,-136.00,108.00,3,10,AWAY WIN
2023-07-28 00:10:00,-106.00,-110.00,3,6,AWAY WIN
2023-07-28 22:40:00,-1800.00,920.00,6,5,HOME WIN
2023-07-28 23:05:00,350.00,-550.00,1,2,AWAY WIN
2023-07-28 23:07:00,-600.00,370.00,4,1,HOME WIN
2023-07-28 23:10:00,-220.00,170.00,3,0,HOME WIN
2023-07-28 23:10:00,-250.00,190.00,5,1,HOME WIN
2023-07-28 23:50:00,-215.00,164.00,10,7,HOME WIN
2023-07-29 00:05:00,114.00,-134.00,1,0,HOME WIN
2023-07-29 00:10:00,-104.00,-112.00,3,4,AWAY WIN
2023-07-29 00:10:00,148.00,-176.00,8,5,HOME WIN
2023-07-29 00:15:00,-162.00,136.00,2,3,AWAY WIN
2023-07-29 00:40:00,-122.00,104.00,5,8,AWAY WIN
2023-07-29 01:40:00,116.00,-136.00,2,5,AWAY WIN
2023-07-29 01:40:00,-178.00,150.00,7,1,HOME WIN
2023-07-29 02:10:00,-225.00,188.00,5,6,AWAY WIN
2023-07-29 02:15:00,-142.00,120.00,2,3,AWAY WIN
2023-07-29 19:07:00,-132.00,112.00,6,1,HOME WIN
2023-07-29 23:05:00,-146.00,116.00,7,6,HOME WIN
2023-07-29 23:10:00,-190.00,146.00,7,2,HOME WIN
2023-07-29 23:10:00,-600.00,390.00,10,7,HOME WIN
2023-07-29 23:15:00,-144.00,112.00,3,8,AWAY WIN
2023-07-29 23:15:00,-215.00,162.00,3,2,HOME WIN
2023-07-29 23:15:00,-410.00,290.00,17,4,HOME WIN
2023-07-30 00:10:00,-106.00,-110.00,4,3,HOME WIN
2023-07-30 00:10:00,-118.00,100.00,3,11,AWAY WIN
2023-07-30 00:10:00,-180.00,152.00,6,11,AWAY WIN
2023-07-30 00:15:00,-108.00,-108.00,1,5,AWAY WIN
2023-07-30 00:40:00,-184.00,154.00,4,0,HOME WIN
2023-07-30 01:10:00,-196.00,164.00,3,2,HOME WIN
2023-07-30 16:05:00,-210.00,176.00,2,3,AWAY WIN
2023-07-30 17:35:00,126.00,-148.00,6,4,HOME WIN
2023-07-30 17:40:00,-148.00,126.00,8,6,HOME WIN
2023-07-30 17:40:00,-300.00,245.00,5,2,HOME WIN
2023-07-30 18:10:00,130.00,-154.00,0,5,AWAY WIN
2023-07-30 18:10:00,112.00,-132.00,2,8,AWAY WIN
2023-07-30 18:10:00,144.00,-172.00,2,1,HOME WIN
2023-07-30 20:10:00,-108.00,-108.00,0,4,AWAY WIN
2023-07-30 20:10:00,-190.00,160.00,0,9,AWAY WIN
2023-07-30 23:10:00,-136.00,116.00,9,3,HOME WIN
2023-07-31 22:40:00,-112.00,-112.00,2,4,AWAY WIN
2023-07-31 23:05:00,158.00,-205.00,5,3,HOME WIN
2023-07-31 23:05:00,270.00,-400.00,1,5,AWAY WIN
2023-07-31 23:07:00,178.00,-230.00,2,4,AWAY WIN
2023-07-31 23:20:00,-126.00,-102.00,1,4,AWAY WIN
2023-08-01 00:05:00,-126.00,108.00,5,6,AWAY WIN
2023-08-01 00:10:00,-184.00,154.00,7,3,HOME WIN
2023-08-01 01:30:00,184.00,-220.00,4,3,HOME WIN
2023-08-01 01:40:00,-126.00,108.00,6,2,HOME WIN
2023-08-01 01:45:00,-134.00,114.00,3,4,AWAY WIN
2023-08-01 22:41:29,-430.00,300.00,1,3,AWAY WIN
2023-08-01 23:06:26,-260.00,196.00,4,6,AWAY WIN
2023-08-01 23:07:06,-1000.00,560.00,4,1,HOME WIN
2023-08-01 23:08:21,-136.00,108.00,3,13,AWAY WIN
2023-08-01 23:08:25,630.00,-1250.00,2,5,AWAY WIN
2023-08-01 23:20:50,-550.00,340.00,5,1,HOME WIN
2023-08-01 23:46:40,-126.00,-102.00,2,3,AWAY WIN
2023-08-02 00:05:00,-162.00,136.00,20,9,HOME WIN
2023-08-02 00:05:00,-200.00,168.00,2,0,HOME WIN
2023-08-02 00:10:00,-200.00,168.00,2,0,HOME WIN
2023-08-02 00:10:00,132.00,-156.00,7,6,HOME WIN
2023-08-02 00:40:00,150.00,-178.00,5,8,AWAY WIN
2023-08-02 01:40:00,-108.00,-108.00,4,6,AWAY WIN
2023-08-02 01:45:00,-104.00,-112.00,4,3,HOME WIN
2023-08-02 02:10:00,-330.00,265.00,7,3,HOME WIN
2023-08-02 16:20:00,-158.00,134.00,12,5,HOME WIN
2023-08-02 17:05:00,120.00,-142.00,3,2,HOME WIN
2023-08-02 19:10:00,194.00,-240.00,1,11,AWAY WIN
2023-08-02 20:10:00,-136.00,116.00,6,3,HOME WIN
2023-08-02 22:40:00,340.00,-550.00,9,8,HOME WIN
2023-08-02 23:05:00,-140.00,110.00,7,2,HOME WIN
2023-08-02 23:07:00,-174.00,136.00,4,1,HOME WIN
2023-08-02 23:45:00,-146.00,114.00,7,3,HOME WIN
2023-08-03 00:05:00,-162.00,136.00,16,6,HOME WIN
2023-08-03 00:05:00,-168.00,142.00,11,1,HOME WIN
2023-08-03 00:10:00,130.00,-154.00,4,0,HOME WIN
2023-08-03 01:45:00,-188.00,158.00,4,2,HOME WIN
2023-08-03 02:10:00,-295.00,240.00,10,1,HOME WIN
2023-08-03 16:10:00,108.00,-126.00,2,4,AWAY WIN
2023-08-03 18:05:00,-250.00,205.00,5,3,HOME WIN
2023-08-03 19:07:00,-158.00,134.00,1,6,AWAY WIN
2023-08-03 23:15:00,-200.00,154.00,4,3,HOME WIN
2023-08-03 23:15:00,-1600.00,810.00,14,1,HOME WIN
2023-08-03 23:45:00,108.00,-136.00,3,5,AWAY WIN
2023-08-04 00:05:00,-162.00,136.00,5,3,HOME WIN
2023-08-04 01:38:00,-158.00,134.00,3,5,AWAY WIN
2023-08-04 02:10:00,-295.00,240.00,8,2,HOME WIN
2023-08-04 18:20:00,144.00,-172.00,0,8,AWAY WIN
2023-08-04 22:40:00,-1200.00,640.00,3,6,AWAY WIN
2023-08-04 22:40:00,1020.00,-2000.00,0,8,AWAY WIN
2023-08-04 23:05:00,-136.00,108.00,10,3,HOME WIN
2023-08-04 23:05:00,820.00,-1600.00,3,7,AWAY WIN
2023-08-04 23:05:00,-330.00,235.00,5,7,AWAY WIN
2023-08-04 23:10:00,186.00,-250.00,3,7,AWAY WIN
2023-08-04 23:10:00,100.00,-128.00,4,2,HOME WIN
2023-08-05 00:05:00,-142.00,120.00,6,2,HOME WIN
2023-08-05 00:10:00,-132.00,112.00,3,2,HOME WIN
2023-08-05 00:10:00,-190.00,160.00,4,8,AWAY WIN
