game_id,external_game_id,commence_time,completed,home_team,away_team,opening_away_odds,opening_home_odds,opening_recorded_at,closing_away_odds,closing_home_odds,closing_recorded_at,away_odds_movement,home_odds_movement,home_score,away_score,final_period,game_result,away_team_profit_loss
5210,6461c46d177ee34111313f7c4d8d44e3,2025-06-19 23:46:00,1,Tampa Bay Rays,Baltimore Orioles,134.00,-158.00,2025-06-18 18:14:06,-1400.00,680.00,2025-06-20 02:15:42,-1534.00,838.00,1,4,F,AWAY_WIN,134.0000
5207,d195ffdb49e26965fbc25b34defdd1bd,2025-06-19 20:06:00,1,San Francisco Giants,Cleveland Guardians,136.00,-162.00,2025-06-18 18:14:06,1060.00,-3500.00,2025-06-19 22:26:53,924.00,-3338.00,2,1,F,HOME_WIN,-100.0000
5202,c3c95b8e2f8964cca22caea9c74b6411,2025-06-19 17:05:26,1,Washington Nationals,Colorado Rockies,134.00,-158.00,2025-06-18 17:58:56,-140.00,110.00,2025-06-19 19:56:15,-274.00,268.00,4,3,F,HOME_WIN,-100.0000
5196,da848a12818f8e8d07f5cc38723ef1d7,2025-06-19 02:11:00,1,Los Angeles Dodgers,San Diego Padres,136.00,-162.00,2025-06-17 18:30:09,140.00,-180.00,2025-06-19 04:50:07,4.00,-18.00,4,3,F,HOME_WIN,-100.0000
5188,6f36a7f7dde65de5ee0967af56afe50a,2025-06-19 00:31:00,1,Washington Nationals,Colorado Rockies,150.00,-178.00,2025-06-17 18:30:09,-5000.00,1300.00,2025-06-19 02:54:10,-5150.00,1478.00,1,3,F,AWAY_WIN,150.0000
5191,68988b11505604d82e3004510855c8da,2025-06-18 23:16:00,1,Atlanta Braves,New York Mets,150.00,-178.00,2025-06-17 18:30:09,3000.00,-50000.00,2025-06-19 01:15:35,2850.00,-49822.00,5,0,F,HOME_WIN,-100.0000
5184,cb3a8365956294fbb542245fec1081de,2025-06-18 02:11:00,1,Los Angeles Dodgers,San Diego Padres,180.00,-215.00,2025-06-17 08:14:38,1700.00,-10000.00,2025-06-18 05:19:06,1520.00,-9785.00,8,6,F,HOME_WIN,-100.0000
5182,4fcbcd52984d278e71d7bd3024c579e0,2025-06-18 01:46:00,1,San Francisco Giants,Cleveland Guardians,138.00,-164.00,2025-06-16 17:45:14,-460.00,320.00,2025-06-18 04:20:54,-598.00,484.00,2,3,F,AWAY_WIN,138.0000
5181,d2af7353959b4ffaeba1cd4c7c3d9c9e,2025-06-18 01:42:00,1,Seattle Mariners,Boston Red Sox,158.00,-188.00,2025-06-16 17:45:14,2500.00,-20000.00,2025-06-18 02:44:46,2342.00,-19812.00,8,0,F,HOME_WIN,-100.0000
5170,66057d172d66d1e51aa7e2b418502262,2025-06-17 22:41:00,1,Detroit Tigers,Pittsburgh Pirates,160.00,-190.00,2025-06-16 17:45:14,3000.00,-50000.00,2025-06-18 00:43:03,2840.00,-49810.00,7,3,F,HOME_WIN,-100.0000
5165,60778e6618fc47da3c988e91ced39524,2025-06-17 01:41:00,1,Seattle Mariners,Boston Red Sox,142.00,-168.00,2025-06-15 18:15:40,-10000.00,1700.00,2025-06-17 04:08:44,-10142.00,1868.00,0,2,F,AWAY_WIN,142.0000
5166,f8b977a9a45a2c67182143d2a0294726,2025-06-16 23:06:00,1,New York Yankees,Los Angeles Angels,176.00,-210.00,2025-06-15 19:15:09,-320.00,235.00,2025-06-17 02:13:25,-496.00,445.00,0,1,F,AWAY_WIN,176.0000
5164,4f704702fabeaa11850683f4b764f5b6,2025-06-16 22:46:00,1,Washington Nationals,Colorado Rockies,160.00,-190.00,2025-06-15 18:00:16,-560.00,370.00,2025-06-17 01:04:19,-720.00,560.00,4,6,F,AWAY_WIN,160.0000
5161,3ea24ade33d259cb5e52268c72fdd124,2025-06-15 23:11:00,0,Los Angeles Dodgers,San Francisco Giants,158.00,-188.00,2025-06-14 18:30:44,2400.00,-10000.00,2025-06-16 01:35:08,2242.00,-9812.00,,,,NO_SCORE,0.0000
5160,f97469f34c0c0bb75609313cd70bcde1,2025-06-15 20:10:00,1,Los Angeles Dodgers,San Francisco Giants,158.00,-188.00,2025-06-14 17:30:17,158.00,-188.00,2025-06-14 18:22:03,0.00,0.00,5,4,F,HOME_WIN,-100.0000
5162,ab50ed9ed7c6592daeefaf6b95a0f8b6,2025-06-15 18:38:00,1,Texas Rangers,Chicago White Sox,160.00,-190.00,2025-06-15 01:30:02,1400.00,-6000.00,2025-06-15 21:37:13,1240.00,-5810.00,2,1,F,HOME_WIN,-100.0000
5157,de3f055afa82da3c6c6676e9b53e4893,2025-06-15 18:21:00,1,Chicago Cubs,Pittsburgh Pirates,130.00,-154.00,2025-06-14 17:30:17,520.00,-900.00,2025-06-15 20:51:40,390.00,-746.00,3,2,F,HOME_WIN,-100.0000
5152,9089db3766c8603fbf04543a6d4e08d1,2025-06-15 17:37:00,1,Philadelphia Phillies,Toronto Blue Jays,144.00,-172.00,2025-06-14 17:15:29,1300.00,-5000.00,2025-06-15 19:15:09,1156.00,-4828.00,11,4,F,HOME_WIN,-100.0000
5151,02963f093cc9cf5ff7c8b72e0b265ebe,2025-06-15 17:36:00,1,Washington Nationals,Miami Marlins,158.00,-188.00,2025-06-14 17:15:29,-7000.00,1500.00,2025-06-15 20:14:48,-7158.00,1688.00,1,3,F,AWAY_WIN,158.0000
5147,99a48da3fe39f274bc4b381966eea2f0,2025-06-15 16:06:00,1,Detroit Tigers,Cincinnati Reds,146.00,-174.00,2025-06-14 17:15:29,-10000.00,1700.00,2025-06-15 18:56:41,-10146.00,1874.00,4,8,F,AWAY_WIN,146.0000
5141,63f7d455dcdf7b212bef599f2a19cc9d,2025-06-15 02:11:00,1,Los Angeles Dodgers,San Francisco Giants,140.00,-166.00,2025-06-13 17:28:56,1700.00,-10000.00,2025-06-15 03:00:07,1560.00,-9834.00,11,5,F,HOME_WIN,-100.0000
5143,94ff6a85e0db091590e388d117e79125,2025-06-14 20:11:00,0,Kansas City Royals,Oakland Athletics,134.00,-158.00,2025-06-13 23:29:41,-50000.00,3500.00,2025-06-14 22:15:16,-50134.00,3658.00,,,,NO_SCORE,0.0000
5134,6e3b617f369024c1e319dbe9fa2d505b,2025-06-14 20:06:00,1,Philadelphia Phillies,Toronto Blue Jays,146.00,-174.00,2025-06-13 17:28:56,2000.00,-20000.00,2025-06-14 22:42:04,1854.00,-19826.00,3,2,F,HOME_WIN,-100.0000
5131,5b65f01ecbc655ac1a565c8a5d734c5d,2025-06-14 17:11:00,1,Detroit Tigers,Cincinnati Reds,154.00,-184.00,2025-06-13 17:14:20,-20000.00,2500.00,2025-06-14 19:00:22,-20154.00,2684.00,1,11,F,AWAY_WIN,154.0000
5124,7a1bca7a3e587aeef9d30bb425e3e528,2025-06-14 02:11:00,1,Los Angeles Dodgers,San Francisco Giants,160.00,-190.00,2025-06-12 17:45:09,-1600.00,750.00,2025-06-14 04:14:20,-1760.00,940.00,2,6,F,AWAY_WIN,160.0000
5128,0c25682262b350c86e632c27c47291f4,2025-06-14 00:26:00,0,Kansas City Royals,Oakland Athletics,144.00,-172.00,2025-06-12 23:44:48,-50000.00,3500.00,2025-06-14 02:45:13,-50144.00,3672.00,,,,NO_SCORE,0.0000
5125,221e71d00490e6cbe49c8b5479ebe29f,2025-06-14 00:15:01,1,Baltimore Orioles,Los Angeles Angels,138.00,-164.00,2025-06-12 19:15:02,2500.00,-20000.00,2025-06-14 03:42:49,2362.00,-19836.00,2,0,F,HOME_WIN,-100.0000
5119,220586c0c048cd52f6f70d9b4dc6fcc1,2025-06-13 23:11:00,1,New York Mets,Tampa Bay Rays,140.00,-166.00,2025-06-12 17:29:43,-2500.00,900.00,2025-06-14 02:25:30,-2640.00,1066.00,5,7,F,AWAY_WIN,140.0000
5113,764b96ae29a633874083f4ec7d89078d,2025-06-13 00:06:00,1,Chicago Cubs,Pittsburgh Pirates,152.00,-180.00,2025-06-11 17:29:50,1000.00,-3000.00,2025-06-13 02:11:35,848.00,-2820.00,3,2,F,HOME_WIN,-100.0000
5107,96155787760c5671cc2d27bc819163ab,2025-06-12 17:11:00,1,Minnesota Twins,Texas Rangers,136.00,-162.00,2025-06-11 17:29:50,-20000.00,2200.00,2025-06-12 18:44:34,-20136.00,2362.00,3,16,F,AWAY_WIN,136.0000
5102,e823d06ca32754bbea3cadc637d84b57,2025-06-12 00:11:00,1,Houston Astros,Chicago White Sox,168.00,-200.00,2025-06-10 17:59:58,3500.00,-50000.00,2025-06-12 01:30:09,3332.00,-49800.00,10,2,F,HOME_WIN,-100.0000
5105,43d72a686aca4354f2cab35b115db378,2025-06-11 18:16:00,1,St. Louis Cardinals,Toronto Blue Jays,138.00,-164.00,2025-06-10 18:44:14,-7000.00,1500.00,2025-06-11 20:59:52,-7138.00,1664.00,2,5,F,AWAY_WIN,138.0000
5090,27a8eaad444441b7a3d2d74a32161df3,2025-06-11 01:39:00,0,Los Angeles Angels,Oakland Athletics,146.00,-174.00,2025-06-09 23:29:44,400.00,-620.00,2025-06-11 04:18:11,254.00,-446.00,,,,NO_SCORE,0.0000
5084,007a07af3ffa1fc93f60f32b01d27184,2025-06-11 00:11:00,1,Houston Astros,Chicago White Sox,168.00,-200.00,2025-06-09 17:59:16,-20000.00,2500.00,2025-06-11 02:48:04,-20168.00,2700.00,2,4,F,AWAY_WIN,168.0000
5080,8d0e5ec76132d3e74aaf3d4e5060ec38,2025-06-10 23:11:00,1,New York Mets,Washington Nationals,138.00,-164.00,2025-06-09 17:45:04,450.00,-720.00,2025-06-11 01:56:07,312.00,-556.00,5,4,F,HOME_WIN,-100.0000
5071,6998be5fd22cf0cdd875c71587d6af0b,2025-06-10 01:41:03,1,Arizona Diamondbacks,Seattle Mariners,142.00,-168.00,2025-06-08 18:59:40,280.00,-390.00,2025-06-10 05:19:18,138.00,-222.00,8,4,F,HOME_WIN,-100.0000
5076,54bcd7aca66f5025101d920cd4561efa,2025-06-10 01:39:00,0,Los Angeles Angels,Oakland Athletics,130.00,-154.00,2025-06-09 09:13:51,1800.00,-10000.00,2025-06-10 03:44:55,1670.00,-9846.00,,,,NO_SCORE,0.0000
5067,ed0643c9b43274d46d60e0447317b2e5,2025-06-09 22:41:00,1,Cleveland Guardians,Cincinnati Reds,146.00,-174.00,2025-06-08 17:29:09,-3500.00,1060.00,2025-06-10 01:12:45,-3646.00,1234.00,4,7,F,AWAY_WIN,146.0000
5065,07c66f2aed14e868ceba851b02f532fb,2025-06-08 23:11:00,1,New York Yankees,Boston Red Sox,172.00,-205.00,2025-06-07 17:29:50,-50000.00,3000.00,2025-06-09 02:29:52,-50172.00,3205.00,7,11,F,AWAY_WIN,172.0000
5058,9fdc307e657c06c6085daf1837b0dd82,2025-06-08 18:11:00,1,Minnesota Twins,Toronto Blue Jays,150.00,-178.00,2025-06-07 17:14:36,1400.00,-6000.00,2025-06-08 20:45:06,1250.00,-5822.00,6,3,F,HOME_WIN,-100.0000
5045,92c0796a101def2dce6a5e9db244d169,2025-06-07 20:25:00,1,Tampa Bay Rays,Miami Marlins,138.00,-164.00,2025-06-06 17:29:29,-106.00,-120.00,2025-06-07 23:25:52,-244.00,44.00,10,11,F,AWAY_WIN,138.0000
5039,670a9885a5dad570afee3433536ec120,2025-06-07 20:06:00,1,San Francisco Giants,Atlanta Braves,158.00,-188.00,2025-06-06 17:29:29,-1800.00,800.00,2025-06-07 22:11:13,-1958.00,988.00,3,2,F,HOME_WIN,-100.0000
5034,adc38b9dd3fcd616569d3f0332253b69,2025-06-07 00:11:00,1,Minnesota Twins,Toronto Blue Jays,134.00,-158.00,2025-06-06 03:44:44,-3000.00,1000.00,2025-06-07 02:45:00,-3134.00,1158.00,4,6,F,AWAY_WIN,134.0000
5024,0b5b84e1dca930637d7cecfaae2f8961,2025-06-06 23:31:00,1,New York Yankees,Boston Red Sox,140.00,-166.00,2025-06-05 19:29:45,2500.00,-20000.00,2025-06-07 02:14:53,2360.00,-19834.00,9,6,F,HOME_WIN,-100.0000
5032,bc04b75af6fef0c83dd8aa734575d14d,2025-06-06 23:11:00,1,Detroit Tigers,Chicago Cubs,172.00,-205.00,2025-06-06 02:44:41,2000.00,-20000.00,2025-06-07 01:22:43,1828.00,-19795.00,3,1,F,HOME_WIN,-100.0000
5029,af5806bfd61862c63f49b7e7bc79a648,2025-06-06 17:11:00,1,Tampa Bay Rays,Miami Marlins,146.00,-174.00,2025-06-06 03:29:48,1700.00,-10000.00,2025-06-06 19:39:18,1554.00,-9826.00,4,3,F,HOME_WIN,-100.0000
5010,299a11884a56df80d1a7692eff0bd245,2025-06-05 19:41:00,1,Seattle Mariners,Baltimore Orioles,150.00,-178.00,2025-06-04 17:45:10,-2500.00,900.00,2025-06-05 22:02:25,-2650.00,1078.00,3,4,F,AWAY_WIN,150.0000
4996,ce8acee6499537481bf0d79a7196bc51,2025-06-05 00:20:00,1,Atlanta Braves,Arizona Diamondbacks,142.00,-168.00,2025-06-03 17:29:51,-430.00,300.00,2025-06-05 03:09:14,-572.00,468.00,1,2,F,AWAY_WIN,142.0000
4995,f377301ea86e6896192186371c25b93f,2025-06-04 23:11:00,1,New York Yankees,Cleveland Guardians,146.00,-174.00,2025-06-03 17:29:51,-7000.00,1400.00,2025-06-05 01:46:23,-7146.00,1574.00,0,4,F,AWAY_WIN,146.0000
4986,0d632d39e158a52cdd467f82fe7f12f8,2025-06-04 01:41:00,1,Seattle Mariners,Baltimore Orioles,138.00,-164.00,2025-06-02 17:28:54,-50000.00,3000.00,2025-06-04 04:00:01,-50138.00,3164.00,1,5,F,AWAY_WIN,138.0000
4979,44b91dc189da31debc18e8ee4d2f6c5e,2025-06-03 23:09:00,1,New York Yankees,Cleveland Guardians,160.00,-190.00,2025-06-02 16:56:45,1700.00,-10000.00,2025-06-04 01:47:29,1540.00,-9810.00,3,2,F,HOME_WIN,-100.0000
4988,dfc80b6e99c9c3ab644d9d2ee8cd34cf,2025-06-03 22:41:00,1,Miami Marlins,Colorado Rockies,146.00,-174.00,2025-06-02 20:29:18,-4500.00,1200.00,2025-06-04 01:05:39,-4646.00,1374.00,2,3,F,AWAY_WIN,146.0000
4975,27934617eb10f3c02b69322e22dd38f4,2025-06-03 02:11:00,1,Los Angeles Dodgers,New York Mets,136.00,-162.00,2025-06-01 22:14:05,-520.00,350.00,2025-06-03 05:13:22,-656.00,512.00,3,4,F,AWAY_WIN,136.0000
4976,5b3c9550e26f358c2622a85ea807c9de,2025-06-03 01:46:00,1,San Francisco Giants,San Diego Padres,140.00,-166.00,2025-06-02 00:44:38,-950.00,540.00,2025-06-03 04:37:24,-1090.00,706.00,0,1,F,AWAY_WIN,140.0000
4972,21e0dd9d71f12585caf1abc0b52337ea,2025-06-02 22:41:00,1,Miami Marlins,Colorado Rockies,168.00,-200.00,2025-06-01 18:14:51,-460.00,320.00,2025-06-03 01:14:28,-628.00,520.00,4,6,F,AWAY_WIN,168.0000
4969,08b64534ae0e07e178e913fa7d558ffb,2025-06-01 23:11:00,1,Los Angeles Dodgers,New York Yankees,144.00,-172.00,2025-05-31 17:29:50,-6000.00,1400.00,2025-06-02 01:59:27,-6144.00,1572.00,3,7,F,AWAY_WIN,144.0000
4965,af4513072a443c0a51320c701b29c681,2025-06-01 18:21:00,1,Chicago Cubs,Cincinnati Reds,142.00,-168.00,2025-05-31 17:29:50,1200.00,-4500.00,2025-06-01 20:14:39,1058.00,-4332.00,7,3,F,HOME_WIN,-100.0000
4963,ca1f821a63b151be5b3583361466cf25,2025-06-01 18:11:00,1,Kansas City Royals,Detroit Tigers,136.00,-162.00,2025-05-31 17:14:49,-20000.00,2000.00,2025-06-01 20:34:44,-20136.00,2162.00,0,1,F,AWAY_WIN,136.0000
4964,1222c02d94f525c0c3db0dd3d0ef9193,2025-06-01 18:11:00,1,Houston Astros,Tampa Bay Rays,160.00,-190.00,2025-05-31 17:29:50,1700.00,-10000.00,2025-06-01 20:44:56,1540.00,-9810.00,1,0,F,HOME_WIN,-100.0000
4959,0436e54aaf6126f3bc74bd27987c409e,2025-06-01 17:41:00,0,Toronto Blue Jays,Oakland Athletics,172.00,-205.00,2025-05-31 17:14:49,1200.00,-4500.00,2025-06-01 20:14:39,1028.00,-4295.00,,,,NO_SCORE,0.0000
4960,a9a9e811f7a0d4571abd9932d09a1e8c,2025-06-01 17:41:00,1,Cleveland Guardians,Los Angeles Angels,146.00,-174.00,2025-05-31 17:14:49,3000.00,-50000.00,2025-06-01 20:19:54,2854.00,-49826.00,4,2,F,HOME_WIN,-100.0000
4957,2e9d23c334d7f8541696c6751157e8df,2025-06-01 17:36:00,1,Baltimore Orioles,Chicago White Sox,154.00,-184.00,2025-05-31 17:14:49,900.00,-2500.00,2025-06-01 19:57:04,746.00,-2316.00,3,2,F,HOME_WIN,-100.0000
4958,18b6ba13e093eba6785bed4a36925ecd,2025-06-01 17:36:00,1,Philadelphia Phillies,Milwaukee Brewers,150.00,-178.00,2025-05-31 17:14:49,-5000.00,1300.00,2025-06-01 20:11:43,-5150.00,1478.00,2,5,F,AWAY_WIN,150.0000
4955,cefad7b624d0e5b5b5cfa34a49677c06,2025-06-01 17:06:00,1,Texas Rangers,St. Louis Cardinals,142.00,-168.00,2025-05-31 17:14:49,1100.00,-4000.00,2025-06-01 19:14:59,958.00,-3832.00,8,1,F,HOME_WIN,-100.0000
4890,e2a22464e4ad6bca6b3c675a49ebd175,2025-06-01 02:11:00,1,Arizona Diamondbacks,Washington Nationals,168.00,-200.00,2025-05-30 18:15:08,-10000.00,1700.00,2025-06-01 04:59:03,-10168.00,1900.00,7,11,F,AWAY_WIN,168.0000
4881,365907e132322ee76107442625f70fa7,2025-05-31 20:11:00,1,Cleveland Guardians,Los Angeles Angels,144.00,-172.00,2025-05-30 18:00:09,2200.00,-20000.00,2025-05-31 22:59:28,2056.00,-19828.00,7,5,F,HOME_WIN,-100.0000
4883,67c7b7a3130e65687ba5129e0361797f,2025-05-31 20:11:00,1,Atlanta Braves,Boston Red Sox,166.00,-198.00,2025-05-30 18:15:08,3500.00,-50000.00,2025-05-31 21:58:59,3334.00,-49802.00,5,0,F,HOME_WIN,-100.0000
4878,494aa0529e54157a4e2e20f1248735e6,2025-05-31 20:06:00,1,Baltimore Orioles,Chicago White Sox,134.00,-158.00,2025-05-30 18:00:09,2000.00,-20000.00,2025-05-31 22:45:34,1866.00,-19842.00,4,2,F,HOME_WIN,-100.0000
4879,aa10c997f26792e07adb85890d63a1d5,2025-05-31 20:06:00,1,Philadelphia Phillies,Milwaukee Brewers,166.00,-198.00,2025-05-30 18:00:09,-2500.00,870.00,2025-05-31 20:58:17,-2666.00,1068.00,7,17,F,AWAY_WIN,166.0000
4954,38552b61e28a1b46fec48355bb6e7c8d,2025-05-31 19:07:00,0,Toronto Blue Jays,Oakland Athletics,130.00,-154.00,2025-05-31 04:14:26,750.00,-1600.00,2025-05-31 21:43:10,620.00,-1446.00,,,,NO_SCORE,0.0000
4877,7d31b78a3a6d8adb1ad0b40bcab71243,2025-05-31 18:21:00,1,Chicago Cubs,Cincinnati Reds,138.00,-164.00,2025-05-30 18:00:09,3000.00,-50000.00,2025-05-31 20:35:03,2862.00,-49836.00,2,0,F,HOME_WIN,-100.0000
4868,6ad2d4b775fcb9cf31a2e627750ef051,2025-05-31 01:41:00,1,San Diego Padres,Pittsburgh Pirates,176.00,-210.00,2025-05-29 17:13:38,1060.00,-3500.00,2025-05-31 03:44:18,884.00,-3290.00,3,2,F,HOME_WIN,-100.0000
4867,85208d78b1b3328880ae47d467f34475,2025-05-31 00:11:00,1,Houston Astros,Tampa Bay Rays,130.00,-154.00,2025-05-29 17:13:38,112.00,-142.00,2025-05-31 02:14:30,-18.00,12.00,2,1,F,HOME_WIN,-100.0000
4870,94d2b7bf757d25c0537aa27c76b550f4,2025-05-30 23:16:42,1,Atlanta Braves,Boston Red Sox,136.00,-162.00,2025-05-30 00:59:50,-10000.00,1700.00,2025-05-31 02:16:46,-10136.00,1862.00,1,5,F,AWAY_WIN,136.0000
4863,fb42f13c3fbe9439f5bc8b73b42a2bd0,2025-05-30 23:08:00,0,Toronto Blue Jays,Oakland Athletics,146.00,-174.00,2025-05-29 16:45:02,1400.00,-6000.00,2025-05-31 00:58:47,1254.00,-5826.00,,,,NO_SCORE,0.0000
4861,f81891288c758bb910594a810a71339c,2025-05-30 22:46:00,1,Philadelphia Phillies,Milwaukee Brewers,130.00,-154.00,2025-05-29 16:45:02,-20000.00,3000.00,2025-05-31 01:11:36,-20130.00,3154.00,2,6,F,AWAY_WIN,130.0000
4860,9c2194da7eb97922202cbab769535cc5,2025-05-30 18:21:00,1,Chicago Cubs,Cincinnati Reds,144.00,-172.00,2025-05-29 16:45:03,-50000.00,3500.00,2025-05-30 20:44:36,-50144.00,3672.00,2,6,F,AWAY_WIN,144.0000
4847,5aaaed44a7fb6ef7c6ee5ae9b2fb0d9c,2025-05-29 01:41:24,1,Seattle Mariners,Washington Nationals,164.00,-196.00,2025-05-27 18:44:31,-20000.00,2500.00,2025-05-29 03:29:35,-20164.00,2696.00,0,9,F,AWAY_WIN,164.0000
4852,f7d97e7f9626c531e75263d3855a2cf4,2025-05-29 00:09:47,1,Texas Rangers,Toronto Blue Jays,142.00,-168.00,2025-05-28 04:14:45,-20000.00,1800.00,2025-05-29 02:40:59,-20142.00,1968.00,0,2,F,AWAY_WIN,142.0000
4844,1db394a833d8af603e77922440859217,2025-05-28 22:46:00,0,Philadelphia Phillies,Atlanta Braves,142.00,-168.00,2025-05-27 18:29:55,132.00,-156.00,2025-05-28 19:01:09,-10.00,12.00,,,,NO_SCORE,0.0000
4842,958885f2c42b675b4894793f9f6c6a93,2025-05-28 20:11:00,1,San Diego Padres,Miami Marlins,142.00,-168.00,2025-05-27 18:29:55,-10000.00,1700.00,2025-05-28 22:47:05,-10142.00,1868.00,8,10,F,AWAY_WIN,142.0000
