commence_time,last_home_odds,last_away_odds,last_total,last_over_odds,last_under_odds,home_score,away_score,total_runs,result,ou_result
2023-06-25 17:35:00,-112.00,-104.00,7.5,1.91,1.91,5,3,8,HOME WIN,OVER
2023-06-25 17:37:00,-290.00,235.00,9.5,1.95,1.87,12,1,13,HOME WIN,OVER
2023-06-25 17:40:00,-108.00,-108.00,8.0,1.95,1.87,4,5,9,AWAY WIN,OVER
2023-06-25 17:40:00,-270.00,220.00,8.5,1.95,1.87,3,1,4,HOME WIN,UNDER
2023-06-25 17:40:00,-174.00,146.00,7.5,1.95,1.87,2,0,2,HOME WIN,UNDER
2023-06-25 19:10:00,120.00,-142.00,12.5,1.91,1.91,4,3,7,HOME WIN,UNDER
2023-06-25 20:05:00,-130.00,110.00,8.5,1.82,2.00,2,5,7,AWAY WIN,UNDER
2023-06-25 20:10:00,-200.00,168.00,8.5,1.94,1.88,3,8,11,AWAY WIN,OVER
2023-06-25 23:10:00,128.00,-164.00,8.5,1.96,1.82,5,6,11,AWAY WIN,OVER
2023-06-26 23:10:00,-166.00,130.00,5.5,1.82,1.96,1,2,3,AWAY WIN,UNDER
2023-06-26 23:20:00,-130.00,102.00,7.5,1.82,1.96,4,1,5,HOME WIN,UNDER
2023-06-26 23:20:00,122.00,-156.00,8.5,1.83,1.93,10,3,13,HOME WIN,OVER
2023-06-27 00:05:00,-196.00,164.00,9.0,1.91,1.91,2,7,9,AWAY WIN,PUSH
2023-06-27 01:38:00,-130.00,110.00,8.5,1.96,1.85,2,1,3,HOME WIN,UNDER
2023-06-27 01:40:00,-260.00,215.00,8.0,1.96,1.85,8,4,12,HOME WIN,OVER
2023-06-27 23:05:00,154.00,-200.00,13.5,1.78,2.00,9,4,13,HOME WIN,UNDER
2023-06-27 23:06:05,-230.00,176.00,6.5,2.06,1.74,1,3,4,AWAY WIN,UNDER
2023-06-27 23:07:00,-215.00,166.00,5.5,1.90,1.87,0,3,3,AWAY WIN,UNDER
2023-06-27 23:10:26,-124.00,-102.00,6.5,2.14,1.68,7,2,9,HOME WIN,OVER
2023-06-27 23:11:59,190.00,-260.00,11.5,1.93,1.85,1,10,11,AWAY WIN,UNDER
2023-06-27 23:20:00,-1100.00,590.00,12.5,2.02,1.77,6,2,8,HOME WIN,UNDER
2023-06-27 23:45:00,152.00,-196.00,7.5,2.10,1.71,4,2,6,HOME WIN,UNDER
2023-06-28 00:05:00,114.00,-134.00,8.0,1.83,1.98,1,5,6,AWAY WIN,UNDER
2023-06-28 00:05:00,-188.00,158.00,9.5,1.93,1.89,8,3,11,HOME WIN,OVER
2023-06-28 00:10:00,120.00,-142.00,9.0,1.87,1.95,1,2,3,AWAY WIN,UNDER
2023-06-28 00:40:00,235.00,-290.00,11.0,1.83,1.98,0,5,5,AWAY WIN,UNDER
2023-06-28 01:38:00,-168.00,142.00,8.5,2.00,1.82,4,2,6,HOME WIN,UNDER
2023-06-28 01:40:00,-132.00,112.00,8.0,1.83,1.98,8,4,12,HOME WIN,OVER
2023-06-28 01:40:00,116.00,-136.00,8.0,1.95,1.87,2,1,3,HOME WIN,UNDER
2023-06-28 01:40:00,-240.00,198.00,8.0,1.82,2.00,4,7,11,AWAY WIN,OVER
2023-06-28 20:10:00,-260.00,215.00,8.0,1.88,1.94,1,4,5,AWAY WIN,UNDER
2023-06-28 23:05:00,114.00,-146.00,18.5,1.94,1.83,7,11,18,AWAY WIN,UNDER
2023-06-28 23:05:00,-250.00,186.00,7.5,2.06,1.74,7,1,8,HOME WIN,OVER
2023-06-28 23:07:43,-2000.00,1000.00,9.5,1.82,1.96,6,1,7,HOME WIN,UNDER
2023-06-28 23:10:00,156.00,-205.00,6.5,1.83,1.94,2,6,8,AWAY WIN,OVER
2023-06-28 23:10:00,100.00,-128.00,9.5,2.14,1.68,2,5,7,AWAY WIN,UNDER
2023-06-28 23:45:00,198.00,-260.00,11.5,1.87,1.90,7,10,17,AWAY WIN,OVER
2023-06-29 00:05:00,116.00,-136.00,8.5,1.83,1.98,5,8,13,AWAY WIN,OVER
2023-06-29 00:05:00,-225.00,188.00,9.0,1.85,1.96,10,2,12,HOME WIN,OVER
2023-06-29 00:10:00,124.00,-146.00,9.0,1.83,1.98,1,14,15,AWAY WIN,OVER
2023-06-29 00:40:00,168.00,-200.00,12.0,1.87,1.95,9,8,17,HOME WIN,OVER
2023-06-29 01:38:00,-130.00,110.00,9.0,1.98,1.83,5,11,16,AWAY WIN,OVER
2023-06-29 01:40:00,128.00,-152.00,9.5,1.98,1.83,2,3,5,AWAY WIN,UNDER
2023-06-29 01:40:00,136.00,-162.00,7.5,1.87,1.95,0,11,11,AWAY WIN,OVER
2023-06-29 16:35:00,166.00,-198.00,8.5,1.93,1.89,5,4,9,HOME WIN,OVER
2023-06-29 18:10:00,140.00,-166.00,9.0,1.95,1.87,4,3,7,HOME WIN,UNDER
2023-06-29 20:07:00,-152.00,128.00,9.5,2.00,1.82,7,9,16,AWAY WIN,OVER
2023-06-29 22:10:00,108.00,-136.00,2.5,1.98,1.80,0,2,2,AWAY WIN,UNDER
2023-06-29 23:07:00,-168.00,132.00,5.5,1.77,2.02,2,1,3,HOME WIN,UNDER
2023-06-29 23:10:00,-750.00,450.00,7.5,2.08,1.72,2,3,5,AWAY WIN,UNDER
2023-06-29 23:15:00,960.00,-1800.00,14.5,1.88,1.88,0,14,14,AWAY WIN,UNDER
2023-06-30 00:05:00,102.00,-120.00,9.5,1.87,1.95,1,3,4,AWAY WIN,UNDER
2023-06-30 00:40:00,162.00,-194.00,11.5,1.87,1.95,3,14,17,AWAY WIN,OVER
2023-06-30 18:20:00,-156.00,132.00,9.0,2.00,1.82,10,1,11,HOME WIN,OVER
2023-06-30 22:05:00,150.00,-192.00,5.5,1.88,1.88,1,2,3,AWAY WIN,UNDER
2023-06-30 23:05:00,580.00,-1000.00,9.5,1.76,2.04,8,7,15,HOME WIN,OVER
2023-06-30 23:07:00,-182.00,142.00,5.5,2.22,1.64,0,5,5,AWAY WIN,UNDER
2023-06-30 23:10:00,-205.00,158.00,9.5,2.18,1.67,4,5,9,AWAY WIN,UNDER
2023-06-30 23:20:00,-1600.00,820.00,12.5,1.80,1.98,16,4,20,HOME WIN,OVER
2023-07-01 00:05:00,-108.00,-108.00,8.5,1.91,1.91,1,8,9,AWAY WIN,OVER
2023-07-01 00:05:00,-178.00,150.00,8.5,1.98,1.83,3,5,8,AWAY WIN,UNDER
2023-07-01 00:10:00,102.00,-120.00,11.0,1.91,1.91,8,5,13,HOME WIN,OVER
2023-07-01 00:10:00,200.00,-245.00,9.5,1.88,1.94,3,9,12,AWAY WIN,OVER
2023-07-01 01:38:00,-172.00,144.00,9.5,1.87,1.95,2,6,8,AWAY WIN,UNDER
2023-07-01 01:40:00,136.00,-162.00,9.0,2.00,1.82,7,4,11,HOME WIN,OVER
2023-07-01 02:10:00,114.00,-134.00,7.5,1.89,1.93,4,15,19,AWAY WIN,OVER
2023-07-01 19:07:00,-154.00,130.00,9.0,1.83,1.98,6,7,13,AWAY WIN,OVER
2023-07-01 20:05:00,-126.00,108.00,8.5,1.85,1.96,0,1,1,AWAY WIN,UNDER
2023-07-01 20:05:00,-132.00,112.00,8.5,2.00,1.82,5,2,7,HOME WIN,UNDER
2023-07-01 20:05:00,-215.00,180.00,8.5,1.85,1.96,19,4,23,HOME WIN,OVER
2023-07-01 20:10:00,-168.00,142.00,9.0,1.91,1.91,7,0,7,HOME WIN,UNDER
2023-07-01 20:10:00,-148.00,126.00,8.5,1.95,1.87,4,1,5,HOME WIN,UNDER
2023-07-01 20:46:44,128.00,-152.00,8.0,1.87,1.95,8,11,19,AWAY WIN,OVER
2023-07-01 23:15:00,-215.00,164.00,5.5,1.74,2.06,8,3,11,HOME WIN,OVER
2023-07-02 00:15:00,-134.00,116.00,7.5,1.91,1.91,0,6,6,AWAY WIN,UNDER
2023-07-02 00:40:00,205.00,-250.00,9.0,1.87,1.95,6,4,10,HOME WIN,OVER
2023-07-02 01:10:00,-116.00,-102.00,11.5,1.88,1.94,2,4,6,AWAY WIN,UNDER
2023-07-02 01:15:00,-120.00,102.00,8.5,1.85,1.96,2,6,8,AWAY WIN,UNDER
2023-07-02 02:07:00,-116.00,-102.00,9.5,1.83,1.98,1,3,4,AWAY WIN,UNDER
2023-07-02 16:05:00,-102.00,-116.00,9.0,1.95,1.87,2,1,3,HOME WIN,UNDER
2023-07-02 17:35:00,-184.00,154.00,8.5,1.91,1.91,6,3,9,HOME WIN,OVER
2023-07-02 17:35:00,-102.00,-116.00,9.0,1.91,1.91,3,6,9,AWAY WIN,PUSH
2023-07-02 17:35:00,-250.00,205.00,9.0,1.87,1.95,4,5,9,AWAY WIN,PUSH
2023-07-02 17:37:00,-190.00,160.00,8.5,2.00,1.82,4,5,9,AWAY WIN,OVER
2023-07-02 18:10:00,172.00,-205.00,9.5,1.95,1.87,9,1,10,HOME WIN,OVER
2023-07-02 18:15:00,-102.00,-116.00,8.0,1.91,1.91,5,1,6,HOME WIN,UNDER
2023-07-02 19:10:00,-108.00,-108.00,11.5,1.91,1.91,9,14,23,AWAY WIN,OVER
2023-07-02 20:07:00,108.00,-126.00,8.5,1.82,2.00,5,2,7,HOME WIN,UNDER
2023-07-02 20:10:00,-142.00,120.00,7.5,1.91,1.91,7,6,13,HOME WIN,OVER
2023-07-02 23:00:00,280.00,-400.00,8.5,1.98,1.83,6,8,14,AWAY WIN,OVER
2023-07-02 23:10:00,-128.00,100.00,7.5,1.90,1.87,8,4,12,HOME WIN,OVER
2023-07-03 18:05:00,-110.00,-106.00,9.0,1.91,1.91,11,12,23,AWAY WIN,OVER
2023-07-03 18:10:00,-108.00,-108.00,9.0,2.00,1.82,8,6,14,HOME WIN,OVER
2023-07-03 22:30:00,210.00,-280.00,8.5,2.02,1.77,2,3,5,AWAY WIN,UNDER
2023-07-03 22:40:00,-142.00,112.00,7.5,2.06,1.74,5,4,9,HOME WIN,OVER
2023-07-03 23:05:00,290.00,-430.00,8.5,1.65,2.20,6,3,9,HOME WIN,OVER
2023-07-03 23:10:00,260.00,-370.00,8.5,2.06,1.74,2,4,6,AWAY WIN,UNDER
2023-07-04 00:10:00,-235.00,194.00,8.5,1.87,1.95,8,4,12,HOME WIN,OVER
2023-07-04 01:40:00,-200.00,168.00,8.0,1.82,2.00,10,3,13,HOME WIN,OVER
2023-07-04 01:45:00,-142.00,120.00,7.0,1.83,1.98,5,6,11,AWAY WIN,OVER
2023-07-04 02:10:00,-168.00,142.00,8.5,1.83,1.98,5,2,7,HOME WIN,UNDER
2023-07-04 17:05:00,-120.00,102.00,8.5,1.82,2.00,8,4,12,HOME WIN,OVER
2023-07-04 17:10:00,-154.00,130.00,8.5,1.94,1.88,15,2,17,HOME WIN,OVER
2023-07-04 18:10:00,-190.00,160.00,8.5,1.85,1.96,9,3,12,HOME WIN,OVER
2023-07-04 20:10:00,-106.00,-110.00,9.0,1.91,1.91,5,8,13,AWAY WIN,OVER
2023-07-04 20:10:00,-120.00,102.00,9.0,1.91,1.91,6,7,13,AWAY WIN,OVER
2023-07-04 20:10:00,-142.00,120.00,7.5,1.91,1.91,1,3,4,AWAY WIN,UNDER
2023-07-04 22:40:00,-146.00,114.00,3.5,2.06,1.74,0,1,1,AWAY WIN,UNDER
2023-07-04 22:40:00,-750.00,460.00,6.5,2.06,1.74,8,5,13,HOME WIN,OVER
2023-07-04 23:11:14,114.00,-144.00,5.5,1.78,2.00,6,5,11,HOME WIN,OVER
2023-07-05 00:10:00,106.00,-124.00,8.0,1.83,1.98,3,4,7,AWAY WIN,UNDER
2023-07-05 01:10:00,-270.00,220.00,9.5,1.93,1.89,7,9,16,AWAY WIN,OVER
2023-07-05 18:10:00,-235.00,194.00,9.0,1.82,2.00,6,4,10,HOME WIN,OVER
2023-07-05 22:39:45,-128.00,100.00,12.5,1.77,2.02,4,8,12,AWAY WIN,UNDER
2023-07-05 22:40:00,960.00,-1800.00,8.5,2.04,1.76,3,12,15,AWAY WIN,OVER
2023-07-05 22:40:00,-182.00,144.00,17.5,2.14,1.68,10,9,19,HOME WIN,OVER
2023-07-05 23:05:00,-134.00,106.00,5.5,1.78,2.00,3,6,9,AWAY WIN,OVER
2023-07-05 23:05:00,205.00,-280.00,11.5,1.94,1.83,2,9,11,AWAY WIN,UNDER
2023-07-05 23:10:00,690.00,-1300.00,11.5,2.10,1.71,1,8,9,AWAY WIN,UNDER
2023-07-05 23:10:00,-260.00,190.00,9.5,2.00,1.78,4,2,6,HOME WIN,UNDER
2023-07-05 23:40:00,-550.00,350.00,7.5,1.72,2.08,5,0,5,HOME WIN,UNDER
2023-07-06 00:10:00,120.00,-142.00,8.0,1.83,1.98,3,4,7,AWAY WIN,UNDER
2023-07-06 00:40:00,-178.00,150.00,8.0,1.82,2.00,5,3,8,HOME WIN,PUSH
2023-07-06 01:05:00,-174.00,146.00,8.5,1.94,1.88,2,0,2,HOME WIN,UNDER
2023-07-06 01:40:00,-110.00,-106.00,9.5,1.95,1.87,1,2,3,AWAY WIN,UNDER
2023-07-06 02:10:00,-260.00,215.00,9.0,1.89,1.93,6,4,10,HOME WIN,OVER
2023-07-06 17:05:00,-116.00,-102.00,9.5,1.83,1.98,4,5,9,AWAY WIN,UNDER
2023-07-06 17:10:00,-164.00,138.00,8.5,1.98,1.83,9,0,9,HOME WIN,OVER
2023-07-06 18:10:00,-104.00,-112.00,8.0,1.87,1.95,6,5,11,HOME WIN,OVER
2023-07-06 22:38:00,-174.00,136.00,5.5,2.00,1.78,1,3,4,AWAY WIN,UNDER
2023-07-06 22:40:00,-200.00,156.00,4.5,2.12,1.70,0,3,3,AWAY WIN,UNDER
2023-07-06 23:05:00,188.00,-250.00,7.5,1.85,1.93,1,14,15,AWAY WIN,OVER
2023-07-06 23:10:00,-102.00,-126.00,8.5,1.76,2.04,10,6,16,HOME WIN,OVER
2023-07-07 00:10:00,118.00,-138.00,8.5,2.00,1.82,1,5,6,AWAY WIN,UNDER
2023-07-07 00:30:00,-225.00,188.00,9.5,2.00,1.82,6,1,7,HOME WIN,UNDER
2023-07-07 01:40:00,-138.00,118.00,10.0,1.94,1.88,0,9,9,AWAY WIN,UNDER
2023-07-07 02:10:00,-210.00,176.00,8.5,1.95,1.87,5,2,7,HOME WIN,UNDER
2023-07-07 22:39:41,192.00,-260.00,6.5,1.78,2.00,1,2,3,AWAY WIN,UNDER
2023-07-07 22:40:00,2600.00,-6000.00,12.5,1.94,1.83,2,12,14,AWAY WIN,OVER
2023-07-07 22:40:00,-1100.00,620.00,6.5,2.08,1.74,3,4,7,AWAY WIN,OVER
2023-07-07 23:04:44,184.00,-240.00,8.5,1.71,2.10,2,7,9,AWAY WIN,OVER
2023-07-07 23:08:11,114.00,-146.00,5.5,1.94,1.83,0,3,3,AWAY WIN,UNDER
2023-07-07 23:11:18,-2000.00,1080.00,13.5,2.00,1.78,7,3,10,HOME WIN,UNDER
2023-07-07 23:11:48,-300.00,220.00,6.5,1.93,1.85,3,0,3,HOME WIN,UNDER
2023-07-08 00:10:00,-168.00,142.00,8.5,1.87,1.95,1,3,4,AWAY WIN,UNDER
2023-07-08 00:10:00,-108.00,-108.00,8.0,1.87,1.95,8,7,15,HOME WIN,OVER
2023-07-08 00:10:00,-124.00,106.00,7.0,1.83,1.98,7,3,10,HOME WIN,OVER
2023-07-08 00:10:00,-112.00,-104.00,7.0,1.82,2.00,1,10,11,AWAY WIN,OVER
2023-07-08 01:40:00,-225.00,188.00,8.5,1.96,1.85,7,3,10,HOME WIN,OVER
2023-07-08 01:40:00,-124.00,106.00,8.0,1.96,1.85,5,7,12,AWAY WIN,OVER
2023-07-08 02:10:00,-172.00,144.00,9.0,1.95,1.87,11,4,15,HOME WIN,OVER
2023-07-08 02:15:00,-174.00,146.00,8.5,1.91,1.91,2,5,7,AWAY WIN,UNDER
2023-07-08 17:05:00,-184.00,154.00,8.0,1.95,1.87,6,3,9,HOME WIN,OVER
2023-07-08 17:10:00,176.00,-210.00,8.0,1.87,1.95,2,0,2,HOME WIN,UNDER
2023-07-08 18:10:00,-124.00,106.00,8.5,1.91,1.91,2,6,8,AWAY WIN,UNDER
2023-07-08 20:05:00,148.00,-176.00,9.5,1.83,1.98,8,3,11,HOME WIN,OVER
2023-07-08 20:10:00,-225.00,188.00,9.5,1.98,1.83,10,3,13,HOME WIN,OVER
2023-07-08 20:10:00,-134.00,114.00,9.5,1.87,1.95,5,8,13,AWAY WIN,OVER
2023-07-08 20:10:00,-112.00,-104.00,8.0,1.87,1.95,5,3,8,HOME WIN,PUSH
2023-07-08 21:10:00,-8000.00,2800.00,8.5,1.95,1.87,10,6,16,HOME WIN,OVER
2023-07-08 23:15:00,-104.00,-122.00,5.5,1.85,1.93,1,6,7,AWAY WIN,OVER
2023-07-08 23:15:00,-550.00,330.00,7.5,2.06,1.74,3,2,5,HOME WIN,UNDER
2023-07-09 01:10:00,-144.00,122.00,8.5,1.82,2.00,10,5,15,HOME WIN,OVER
2023-07-09 02:10:00,-178.00,150.00,8.0,1.85,1.96,3,1,4,HOME WIN,UNDER
2023-07-09 16:05:00,172.00,-205.00,10.5,1.98,1.83,7,2,9,HOME WIN,UNDER
2023-07-09 17:35:00,-142.00,120.00,8.5,1.98,1.83,4,7,11,AWAY WIN,OVER
2023-07-09 17:40:00,-118.00,100.00,8.5,1.95,1.87,10,4,14,HOME WIN,OVER
2023-07-09 17:40:00,110.00,-130.00,8.5,1.82,2.00,3,4,7,AWAY WIN,UNDER
2023-07-09 17:40:00,-118.00,100.00,7.0,1.85,1.96,7,3,10,HOME WIN,OVER
2023-07-09 18:10:00,-156.00,132.00,8.5,1.91,1.91,2,15,17,AWAY WIN,OVER
2023-07-09 18:10:00,-120.00,102.00,9.0,1.82,2.00,3,4,7,AWAY WIN,UNDER
2023-07-09 18:10:00,-102.00,-116.00,8.5,2.00,1.82,1,3,4,AWAY WIN,UNDER
2023-07-09 20:05:00,-275.00,225.00,7.5,1.83,1.98,1,0,1,HOME WIN,UNDER
2023-07-09 20:10:00,-132.00,112.00,8.0,1.87,1.95,6,2,8,HOME WIN,PUSH
2023-07-14 22:05:00,860.00,-1600.00,7.5,1.68,2.16,3,8,11,AWAY WIN,OVER
2023-07-14 23:05:00,-106.00,-118.00,5.5,2.22,1.64,4,6,10,AWAY WIN,OVER
2023-07-14 23:07:50,-700.00,430.00,8.5,1.83,1.94,7,2,9,HOME WIN,OVER
2023-07-14 23:10:00,-128.00,100.00,6.5,1.72,2.08,0,1,1,AWAY WIN,UNDER
2023-07-14 23:10:00,-102.00,-126.00,6.5,1.88,1.88,0,6,6,AWAY WIN,UNDER
2023-07-14 23:20:00,-1450.00,780.00,12.5,1.96,1.82,9,0,9,HOME WIN,UNDER
2023-07-15 00:05:00,112.00,-132.00,9.5,2.00,1.82,3,8,11,AWAY WIN,OVER
2023-07-15 00:05:00,-138.00,118.00,8.5,1.83,1.98,12,4,16,HOME WIN,OVER
2023-07-15 00:10:00,-136.00,116.00,8.0,1.85,1.96,5,2,7,HOME WIN,UNDER
2023-07-15 00:15:00,-198.00,166.00,9.0,1.85,1.96,5,7,12,AWAY WIN,OVER
2023-07-15 00:40:00,168.00,-200.00,11.0,1.93,1.89,7,2,9,HOME WIN,UNDER
2023-07-15 01:38:00,-156.00,132.00,8.5,2.00,1.82,5,7,12,AWAY WIN,OVER
2023-07-15 01:40:00,172.00,-205.00,8.5,2.00,1.82,4,5,9,AWAY WIN,OVER
2023-07-15 02:10:00,-178.00,150.00,7.0,1.93,1.89,4,5,9,AWAY WIN,OVER
2023-07-15 19:07:00,-154.00,130.00,7.5,1.95,1.87,5,2,7,HOME WIN,UNDER
2023-07-15 20:05:00,-164.00,138.00,9.0,1.95,1.87,2,0,2,HOME WIN,UNDER
2023-07-15 23:05:00,132.00,-168.00,13.5,1.87,1.90,6,5,11,HOME WIN,UNDER
2023-07-15 23:05:00,-108.00,-118.00,10.0,2.00,1.82,9,4,13,HOME WIN,OVER
2023-07-15 23:10:00,108.00,-138.00,8.5,1.82,1.96,2,4,6,AWAY WIN,UNDER
2023-07-15 23:15:00,154.00,-200.00,9.5,2.02,1.77,5,6,11,AWAY WIN,OVER
2023-07-15 23:45:41,122.00,-156.00,7.5,1.78,2.00,1,3,4,AWAY WIN,UNDER
2023-07-16 00:00:00,-118.00,100.00,9.0,1.96,1.85,1,5,6,AWAY WIN,UNDER
2023-07-16 00:10:00,136.00,-162.00,12.0,1.95,1.87,3,6,9,AWAY WIN,UNDER
2023-07-16 00:15:00,-196.00,164.00,9.0,1.96,1.85,9,6,15,HOME WIN,OVER
2023-07-16 00:25:00,-112.00,-104.00,9.5,1.82,2.00,0,3,3,AWAY WIN,UNDER
2023-07-16 01:07:00,130.00,-154.00,8.0,1.87,1.95,13,12,25,HOME WIN,OVER
2023-07-16 01:40:00,-205.00,172.00,7.5,1.88,1.94,0,6,6,AWAY WIN,UNDER
2023-07-16 17:35:00,-172.00,144.00,9.5,2.00,1.82,1,8,9,AWAY WIN,UNDER
2023-07-16 17:37:00,-164.00,138.00,9.5,2.00,1.82,7,5,12,HOME WIN,OVER
2023-07-16 17:40:00,-124.00,106.00,11.0,1.95,1.87,3,4,7,AWAY WIN,UNDER
2023-07-16 18:10:00,205.00,-250.00,10.5,1.95,1.87,8,4,12,HOME WIN,OVER
2023-07-16 18:20:00,-158.00,134.00,9.5,2.00,1.82,5,11,16,AWAY WIN,OVER
2023-07-16 18:35:00,-124.00,106.00,9.0,1.91,1.91,6,5,11,HOME WIN,OVER
2023-07-16 19:10:00,198.00,-240.00,11.0,1.91,1.91,8,7,15,HOME WIN,OVER
2023-07-16 20:07:00,176.00,-210.00,8.0,1.91,1.91,4,5,9,AWAY WIN,OVER
2023-07-16 20:10:00,-210.00,176.00,7.5,1.87,1.95,2,0,2,HOME WIN,UNDER
2023-07-16 20:30:00,-280.00,200.00,9.0,2.00,1.82,7,6,13,HOME WIN,OVER
2023-07-16 21:30:00,-168.00,132.00,8.5,1.82,2.00,2,1,3,HOME WIN,UNDER
2023-07-16 23:10:00,102.00,-130.00,9.5,1.77,2.02,8,9,17,AWAY WIN,OVER
2023-07-17 23:05:25,-550.00,350.00,9.5,2.06,1.74,4,6,10,AWAY WIN,OVER
2023-07-17 23:11:28,118.00,-150.00,8.5,1.88,1.88,2,4,6,AWAY WIN,UNDER
2023-07-17 23:46:58,-136.00,108.00,7.5,1.87,1.90,6,4,10,HOME WIN,OVER
2023-07-17 23:50:00,-112.00,-112.00,8.5,1.78,2.00,0,11,11,AWAY WIN,OVER
2023-07-18 00:05:00,-134.00,114.00,9.0,1.78,2.04,5,7,12,AWAY WIN,OVER
2023-07-18 00:05:00,104.00,-122.00,9.0,1.98,1.83,3,2,5,HOME WIN,UNDER
2023-07-18 00:10:00,116.00,-136.00,9.0,1.83,1.98,2,3,5,AWAY WIN,UNDER
2023-07-18 01:38:00,-134.00,114.00,9.0,1.94,1.88,4,3,7,HOME WIN,UNDER
2023-07-18 01:40:00,134.00,-158.00,8.5,1.98,1.83,0,7,7,AWAY WIN,UNDER
2023-07-18 01:40:00,-142.00,120.00,7.0,1.83,1.98,7,6,13,HOME WIN,OVER
2023-07-18 22:40:00,-340.00,245.00,9.5,2.06,1.74,4,3,7,HOME WIN,UNDER
2023-07-18 23:05:00,300.00,-450.00,14.5,1.93,1.85,3,10,13,AWAY WIN,UNDER
2023-07-18 23:07:00,158.00,-205.00,10.5,1.77,2.02,1,9,10,AWAY WIN,UNDER
2023-07-18 23:10:00,-2000.00,1040.00,12.5,1.77,2.02,11,10,21,HOME WIN,OVER
2023-07-18 23:20:00,-164.00,128.00,18.5,1.76,2.04,13,16,29,AWAY WIN,OVER
2023-07-18 23:45:00,-240.00,182.00,8.5,2.00,1.78,5,2,7,HOME WIN,UNDER
2023-07-19 00:05:00,-168.00,142.00,9.0,1.85,1.96,17,3,20,HOME WIN,OVER
2023-07-19 00:05:00,-134.00,114.00,9.0,1.95,1.87,5,3,8,HOME WIN,UNDER
2023-07-19 00:10:00,146.00,-174.00,8.0,1.83,1.98,11,10,21,HOME WIN,OVER
2023-07-19 00:30:00,112.00,-132.00,10.5,1.82,2.00,10,11,21,AWAY WIN,OVER
2023-07-19 00:40:00,184.00,-220.00,12.0,1.95,1.87,4,3,7,HOME WIN,UNDER
2023-07-19 01:38:00,-108.00,-108.00,9.0,1.95,1.87,5,1,6,HOME WIN,UNDER
2023-07-19 01:40:00,152.00,-180.00,9.0,2.00,1.82,3,0,3,HOME WIN,UNDER
2023-07-19 01:40:00,-124.00,106.00,7.0,1.88,1.94,3,10,13,AWAY WIN,OVER
2023-07-19 16:35:00,108.00,-126.00,8.5,1.82,2.00,7,5,12,HOME WIN,OVER
2023-07-19 17:05:00,142.00,-168.00,9.0,1.91,1.91,8,5,13,HOME WIN,OVER
2023-07-19 22:40:00,172.00,-225.00,8.5,1.82,1.96,3,5,8,AWAY WIN,UNDER
2023-07-19 23:07:00,-1600.00,850.00,10.5,1.78,2.00,7,3,10,HOME WIN,UNDER
2023-07-19 23:07:00,-156.00,124.00,6.5,2.02,1.77,0,2,2,AWAY WIN,UNDER
2023-07-19 23:10:00,-360.00,250.00,6.5,1.93,1.85,5,1,6,HOME WIN,UNDER
2023-07-19 23:10:00,-235.00,180.00,8.5,1.90,1.87,3,2,5,HOME WIN,UNDER
2023-07-19 23:20:00,-215.00,164.00,9.5,1.90,1.87,3,5,8,AWAY WIN,UNDER
2023-07-20 00:05:00,-162.00,136.00,9.0,1.82,2.00,8,3,11,HOME WIN,OVER
2023-07-20 00:10:00,128.00,-152.00,8.5,1.93,1.89,2,3,5,AWAY WIN,UNDER
2023-07-20 01:40:00,-154.00,130.00,7.5,1.98,1.83,3,6,9,AWAY WIN,OVER
2023-07-20 16:20:00,-188.00,158.00,9.0,2.00,1.82,7,5,12,HOME WIN,OVER
2023-07-20 16:35:00,108.00,-126.00,9.5,1.82,2.00,5,1,6,HOME WIN,UNDER
2023-07-20 16:35:00,-124.00,106.00,9.0,1.91,1.91,0,4,4,AWAY WIN,UNDER
2023-07-20 17:07:00,100.00,-118.00,9.0,1.83,1.98,4,0,4,HOME WIN,UNDER
2023-07-20 17:10:00,-142.00,120.00,9.5,2.00,1.82,2,6,8,AWAY WIN,UNDER
2023-07-20 19:40:00,-138.00,118.00,7.5,1.91,1.91,5,0,5,HOME WIN,UNDER
2023-07-20 22:39:58,194.00,-260.00,8.5,2.08,1.72,3,4,7,AWAY WIN,UNDER
2023-07-21 00:05:00,-122.00,104.00,8.5,1.82,2.00,2,7,9,AWAY WIN,OVER
2023-07-21 01:40:00,176.00,-210.00,8.5,1.91,1.91,1,3,4,AWAY WIN,UNDER
2023-07-21 18:20:00,-118.00,100.00,8.5,1.95,1.87,4,3,7,HOME WIN,UNDER
2023-07-21 22:40:00,-350.00,250.00,4.5,1.98,1.80,3,0,3,HOME WIN,UNDER
2023-07-21 22:40:00,1340.00,-3000.00,10.5,2.02,1.77,1,6,7,AWAY WIN,UNDER
2023-07-21 22:40:00,1750.00,-4500.00,9.5,1.96,1.82,4,5,9,AWAY WIN,UNDER
2023-07-21 23:05:00,-280.00,205.00,6.5,1.78,2.00,5,4,9,HOME WIN,OVER
2023-07-21 23:05:00,128.00,-164.00,12.5,2.02,1.77,5,3,8,HOME WIN,UNDER
2023-07-21 23:10:00,-174.00,136.00,11.5,1.90,1.87,9,6,15,HOME WIN,OVER
2023-07-21 23:10:00,-550.00,350.00,10.5,2.06,1.74,4,5,9,AWAY WIN,UNDER
2023-07-21 23:10:00,-200.00,154.00,8.5,1.68,2.14,6,5,11,HOME WIN,OVER
2023-07-22 00:05:00,-126.00,108.00,9.5,1.98,1.83,5,11,16,AWAY WIN,OVER
